"comparison","group_a","group_b","pathway","detection_state","n_paired_genes","gene","gene_index","vanilla_raw_p_full","vanilla_raw_p_masked","vanilla_score_full","vanilla_score_masked","vanilla_delta_score","genept_raw_p_full","genept_raw_p_masked","genept_score_full","genept_score_masked","genept_delta_score","vanilla_adjusted_p_full","vanilla_adjusted_p_masked","genept_adjusted_p_full","genept_adjusted_p_masked","vanilla_qval_full","vanilla_qval_masked","genept_qval_full","genept_qval_masked","vanilla_significant_full","vanilla_significant_masked","genept_significant_full","genept_significant_masked","vanilla_detection_flip","genept_detection_flip","mean_expression_group_A","mean_expression_group_B","expression_difference","detection_fraction_group_A","detection_fraction_group_B","embedding_norm","embedding_to_pathway_mean_cosine"
"cd4_0h_vs_24h","cd4_0h","cd4_24h","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","GenePT-only significant",18,"ACSBG1",1,0.00059618767048381,0.000313688994347936,3.22461700967912,3.503500718082,-0.278883708402879,3.81265104892234e-05,7.93371655046569e-05,4.41877294150378,4.1005233197136,0.318249621790182,0.0733310834695086,0.0385837463047961,0.00468956079017448,0.0097584713570728,1.06522856619588,1.18894726823464,1.52606285259303,1.417962696362,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0.00352787768886754,0.00352787768886754,0,0.004,0.999999998677215,0.942532782756341
"cd4_0h_vs_24h","cd4_0h","cd4_24h","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","GenePT-only significant",18,"ACSF3",2,0.00059618767048381,0.00196887460329715,3.22461700967912,2.70578194299357,0.518835066685553,3.81265104892234e-05,0.000313688994347936,4.41877294150378,3.503500718082,0.915272223421779,0.0733310834695086,0.242171576205549,0.00468956079017448,0.0385837463047961,1.06522856619588,0.784778205325666,1.52606285259303,1.18894726823464,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.176042437159305,0.133767948797153,-0.0422744883621521,0.154,0.176,1.00000008168816,0.948465513252322
"cd4_0h_vs_24h","cd4_0h","cd4_24h","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","GenePT-only significant",18,"ACSL1",3,0.00059618767048381,0.0034223189265975,3.22461700967912,2.46567952091782,0.758937488761304,3.81265104892234e-05,0.0034223189265975,4.41877294150378,2.46567952091782,1.95309342058596,0.0733310834695086,0.420945227971492,0.00468956079017448,0.420945227971492,1.06522856619588,0.613004412282997,1.52606285259303,0.613004412282997,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.01410958676883,0.0226086446811931,0.00849905791236303,0.014,0.032,0.999999904648259,0.963034821405276
"cd4_0h_vs_24h","cd4_0h","cd4_24h","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","GenePT-only significant",18,"ACSL3",4,0.00059618767048381,0.000160158462101912,3.22461700967912,3.79545011009365,-0.570833100414529,3.81265104892234e-05,0.00577645522630862,4.41877294150378,2.23833858855416,2.18043435294962,0.0733310834695086,0.0196994908385352,0.00468956079017448,0.71050399283596,1.06522856619588,1.30596515981639,1.52606285259303,0.385270654364906,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.128575265618052,0.129601927938266,0.00102666232021381,0.11,0.188,0.999999960665364,0.966170124170235
"cd4_0h_vs_24h","cd4_0h","cd4_24h","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","GenePT-only significant",18,"ACSL4",5,0.00059618767048381,0.00196887460329715,3.22461700967912,2.70578194299357,0.518835066685553,3.81265104892234e-05,0.00577645522630862,4.41877294150378,2.23833858855416,2.18043435294962,0.0733310834695086,0.242171576205549,0.00468956079017448,0.71050399283596,1.06522856619588,0.784778205325666,1.52606285259303,0.385270654364906,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.0394570267551306,0.143718571962183,0.104261545207053,0.036,0.198,1.0000000658117,0.966203806224145
"cd4_0h_vs_24h","cd4_0h","cd4_24h","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","GenePT-only significant",18,"ACSL5",6,0.00059618767048381,7.93371655046569e-05,3.22461700967912,4.1005233197136,-0.875906310034476,3.81265104892234e-05,8.03548663493119e-06,4.41877294150378,5.09498781691362,-0.676214875409841,0.0733310834695086,0.0097584713570728,0.00468956079017448,0.000988364856096536,1.06522856619588,1.417962696362,1.52606285259303,1.73351743731473,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.0425105668947699,0.0730959426867007,0.0305853757919308,0.042,0.108,0.999999955728254,0.96309794862667
"cd4_0h_vs_24h","cd4_0h","cd4_24h","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","GenePT-only significant",18,"ACSL6",7,0.00059618767048381,0.0233436169134307,3.22461700967912,1.63183185249604,1.59278515718308,3.81265104892234e-05,0.0034223189265975,4.41877294150378,2.46567952091782,1.95309342058596,0.0733310834695086,1,0.00468956079017448,0.420945227971492,1.06522856619588,0,1.52606285259303,0.613004412282997,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.159740328648212,0.0170624381883009,-0.142677890459912,0.14,0.014,1.00000004571258,0.956699132891002
"cd4_0h_vs_24h","cd4_0h","cd4_24h","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","GenePT-only significant",18,"ELOVL1",8,0.00059618767048381,0.00059618767048381,3.22461700967912,3.22461700967912,0,3.81265104892234e-05,0.0034223189265975,4.41877294150378,2.46567952091782,1.95309342058596,0.0733310834695086,0.0733310834695086,0.00468956079017448,0.420945227971492,1.06522856619588,1.06522856619588,1.52606285259303,0.613004412282997,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.0460703813659157,0.174518264285118,0.128447882919202,0.04,0.248,0.999999990723138,0.933753503669534
"cd4_0h_vs_24h","cd4_0h","cd4_24h","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","GenePT-only significant",18,"ELOVL4",9,0.00059618767048381,0.00196887460329715,3.22461700967912,2.70578194299357,0.518835066685553,3.81265104892234e-05,0.000313688994347936,4.41877294150378,3.503500718082,0.915272223421779,0.0733310834695086,0.242171576205549,0.00468956079017448,0.0385837463047961,1.06522856619588,0.784778205325666,1.52606285259303,1.18894726823464,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.00670134928611329,0.00401264568310677,-0.00268870360300652,0.006,0.006,0.99999995584884,0.925278889471459
"cd4_0h_vs_24h","cd4_0h","cd4_24h","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","GenePT-only significant",18,"ELOVL5",10,0.00059618767048381,0.0010996776918826,3.22461700967912,2.95873458497628,0.26588242470284,3.81265104892234e-05,3.81265104892234e-05,4.41877294150378,4.41877294150378,0,0.0733310834695086,0.13526035610156,0.00468956079017448,0.00468956079017448,1.06522856619588,0.932110226066041,1.52606285259303,1.52606285259303,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.139109096271625,0.189238043770134,0.050128947498509,0.13,0.246,1.00000006596867,0.936710390583139
"cd4_0h_vs_24h","cd4_0h","cd4_24h","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","GenePT-only significant",18,"ELOVL6",11,0.00059618767048381,0.0010996776918826,3.22461700967912,2.95873458497628,0.26588242470284,3.81265104892234e-05,0.00196887460329715,4.41877294150378,2.70578194299357,1.71299099851021,0.0733310834695086,0.13526035610156,0.00468956079017448,0.242171576205549,1.06522856619588,0.932110226066041,1.52606285259303,0.784778205325666,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.0031738859219842,0.00578546441744147,0.00261157849545727,0.002,0.012,0.999999906531701,0.883422447332777
