comparison,comparison_class,pathway,vanilla_adjusted_p,genept_adjusted_p,l2_adjusted_p,detection_state,l2_significant
cd4_12h_vs_24h,CD4 activation,KEGG_TRYPTOPHAN_METABOLISM,0.0021860417311304,0.0196994908385352,1.0,Both significant,False
cd4_12h_vs_24h,CD4 activation,KEGG_TYROSINE_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_ARACHIDONIC_ACID_METABOLISM,0.420945227971492,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_BIOLOGICAL_OXIDATIONS,6.46502964707602e-08,1.19188523637251e-11,1.62656340577059e-10,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,0.0733310834695086,1.0,0.420945227971492,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,1.0,0.13526035610156,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_CHOLESTEROL_BIOSYNTHESIS,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,0.71050399283596,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,1.95789725454428e-09,1.17742273245071e-05,5.73243606521424e-10,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_DISEASES_OF_METABOLISM,5.69202046739247e-07,0.00468956079017448,0.00018428004519201,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_FATTY_ACID_METABOLISM,4.42452743464991e-06,0.00018428004519201,4.42452743464991e-06,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,7.59821454952666e-05,0.00018428004519201,1.0,Both significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_GLUCONEOGENESIS,1.95789725454428e-09,2.07917574269699e-08,4.42452743464991e-06,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_GLUCOSE_METABOLISM,5.73243606521424e-10,5.69202046739247e-07,1.94845273523497e-07,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,0.13526035610156,0.0385837463047961,0.0196994908385352,GenePT-only significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_GLYCOGEN_METABOLISM,4.42452743464991e-06,0.0021860417311304,1.0,Both significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_GLYCOLYSIS,6.46502964707602e-08,0.0097584713570728,1.61182833960477e-06,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.242171576205549,0.71050399283596,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,1.0,0.420945227971492,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_HS_GAG_BIOSYNTHESIS,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,0.0733310834695086,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,6.48090930369456e-09,3.03765757980741e-05,7.59821454952666e-05,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,2.93054974647445e-35,7.59821454952666e-05,1.62656340577059e-10,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_CARBOHYDRATES,1.86754216646101e-13,5.73243606521424e-10,2.20391347296932e-15,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_COFACTORS,0.000433380384227113,0.0021860417311304,0.0733310834695086,Both significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_NUCLEOTIDES,2.20391347296932e-15,1.17742273245071e-05,6.48090930369456e-09,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_POLYAMINES,9.75685339973891e-17,1.61182833960477e-06,1.17742273245071e-05,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_PORPHYRINS,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_STEROID_HORMONES,0.13526035610156,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_STEROIDS,1.19188523637251e-11,5.73243606521424e-10,1.94845273523497e-07,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,6.46502964707602e-08,1.61182833960477e-06,5.73243606521424e-10,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,0.0385837463047961,1.61182833960477e-06,0.13526035610156,Both significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,0.00468956079017448,4.42452743464991e-06,0.0021860417311304,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_NICOTINATE_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_NUCLEOBASE_CATABOLISM,0.00468956079017448,0.0733310834695086,0.13526035610156,Vanilla-only significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_PEPTIDE_HORMONE_METABOLISM,1.0,0.242171576205549,0.0196994908385352,Neither significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_PEROXISOMAL_LIPID_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_PHOSPHOLIPID_METABOLISM,4.42452743464991e-06,1.0,0.0021860417311304,Vanilla-only significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_PI_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_PYRUVATE_METABOLISM,0.0733310834695086,0.0385837463047961,0.242171576205549,GenePT-only significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,1.94845273523497e-07,7.59821454952666e-05,1.0,Both significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,0.0196994908385352,0.00018428004519201,0.0097584713570728,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,1.61182833960477e-06,0.00018428004519201,0.0097584713570728,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,5.73243606521424e-10,4.42452743464991e-06,7.59821454952666e-05,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_SIALIC_ACID_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SPHINGOLIPID_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SULFUR_AMINO_ACID_METABOLISM,0.0733310834695086,0.0097584713570728,1.0,GenePT-only significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,0.0733310834695086,0.242171576205549,0.71050399283596,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SYNTHESIS_OF_PA,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SYNTHESIS_OF_PC,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,0.420945227971492,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,0.242171576205549,0.0097584713570728,0.000433380384227113,GenePT-only significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_TP53_REGULATES_METABOLIC_GENES,1.62656340577059e-10,1.19188523637251e-11,1.94845273523497e-07,Both significant,True
cd4_12h_vs_24h,CD4 activation,REACTOME_TRIGLYCERIDE_CATABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_TRIGLYCERIDE_METABOLISM,0.00468956079017448,0.13526035610156,1.0,Vanilla-only significant,False
cd4_12h_vs_24h,CD4 activation,REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,1.0,1.0,1.0,Neither significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,HALLMARK_BILE_ACID_METABOLISM,2.31452742713601e-20,1.86754216646101e-13,1.95792652398617e-17,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,HALLMARK_FATTY_ACID_METABOLISM,3.81669092734738e-54,2.2202244100253e-55,2.83364959288636e-37,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,HALLMARK_GLYCOLYSIS,1.8489458498294e-60,3.81669092734738e-54,4.40742832661461e-63,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,HALLMARK_HEME_METABOLISM,1.80910764525305e-41,1.49353995298223e-42,1.49353995298223e-42,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION,2.2202244100253e-55,3.55409829189892e-48,2.42859083435904e-32,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,4.47273498248259e-11,7.70180780217355e-13,0.00468956079017448,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,2.31452742713601e-20,2.48901722162524e-24,1.95792652398617e-17,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_ARACHIDONIC_ACID_METABOLISM,3.80680511438095e-18,1.86754216646101e-13,0.71050399283596,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_ARGININE_AND_PROLINE_METABOLISM,1.51223275334187e-29,2.14074921162597e-31,3.96535133534326e-21,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_BETA_ALANINE_METABOLISM,2.42859083435904e-32,1.51223275334187e-29,7.70180780217355e-13,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,5.73243606521424e-10,6.48090930369456e-09,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_BUTANOATE_METABOLISM,1.19188523637251e-11,5.69202046739247e-07,0.00468956079017448,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,1.80910764525305e-41,6.94353713167924e-46,2.83364959288636e-37,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,2.66900507097841e-33,3.63965929140039e-25,5.73243606521424e-10,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_DRUG_METABOLISM_OTHER_ENZYMES,1.82804262946591e-30,9.40871050159527e-28,9.99031873447338e-15,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_ETHER_LIPID_METABOLISM,0.000433380384227113,0.0733310834695086,1.0,Vanilla-only significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_FATTY_ACID_METABOLISM,4.38802120042647e-14,1.17742273245071e-05,2.07917574269699e-08,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,9.25287460153427e-45,6.94353713167924e-46,7.07644756268212e-27,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_GALACTOSE_METABOLISM,7.59821454952666e-05,0.000433380384227113,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_GLUTATHIONE_METABOLISM,9.25287460153427e-45,1.02513669451692e-51,2.14074921162597e-31,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_GLYCEROLIPID_METABOLISM,3.07782730667905e-12,4.47273498248259e-11,1.94845273523497e-07,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,2.20391347296932e-15,2.20391347296932e-15,4.38802120042647e-14,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,1.82804262946591e-30,2.14074921162597e-31,1.86754216646101e-13,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,2.05145294530122e-64,3.61028449609166e-59,3.81669092734738e-54,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,0.0385837463047961,0.13526035610156,1.0,Vanilla-only significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,1.0,1.0,1.0,Neither significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,0.13526035610156,1.0,1.0,Neither significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,1.0,1.0,1.0,Neither significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,7.59821454952666e-05,1.17742273245071e-05,0.242171576205549,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_HISTIDINE_METABOLISM,5.69202046739247e-07,3.03765757980741e-05,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_INOSITOL_PHOSPHATE_METABOLISM,2.41281066837273e-39,2.93054974647445e-35,6.94353713167924e-46,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,1.21189664804807e-28,9.40871050159527e-28,6.48090930369456e-09,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,2.20391347296932e-15,1.62656340577059e-10,0.0097584713570728,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_NITROGEN_METABOLISM,1.94845273523497e-07,6.46502964707602e-08,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_OXIDATIVE_PHOSPHORYLATION,2.2202244100253e-55,9.25287460153427e-45,9.25287460153427e-45,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_PENTOSE_PHOSPHATE_PATHWAY,2.20391347296932e-15,3.96535133534326e-21,4.42452743464991e-06,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,1.19188523637251e-11,4.47273498248259e-11,1.61182833960477e-06,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_PROPANOATE_METABOLISM,2.12275205721903e-40,2.42859083435904e-32,2.14074921162597e-31,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_PURINE_METABOLISM,6.82849859893372e-58,1.02513669451692e-51,1.25105576394142e-56,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_PYRIMIDINE_METABOLISM,2.66900507097841e-33,2.42859083435904e-32,2.48901722162524e-24,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_PYRUVATE_METABOLISM,1.49353995298223e-42,9.25287460153427e-45,2.41281066837273e-39,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_RETINOL_METABOLISM,0.0385837463047961,1.0,1.0,Vanilla-only significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_SELENOAMINO_ACID_METABOLISM,2.20391347296932e-15,4.71093364694359e-16,2.07917574269699e-08,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_SPHINGOLIPID_METABOLISM,2.07917574269699e-08,0.0021860417311304,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_STARCH_AND_SUCROSE_METABOLISM,2.07917574269699e-08,3.03765757980741e-05,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_TRYPTOPHAN_METABOLISM,2.20391347296932e-15,5.73243606521424e-10,0.0733310834695086,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,KEGG_TYROSINE_METABOLISM,2.20391347296932e-15,4.38802120042647e-14,0.0021860417311304,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_ARACHIDONIC_ACID_METABOLISM,3.63965929140039e-25,3.96535133534326e-21,4.47273498248259e-11,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,0.0021860417311304,0.13526035610156,1.0,Vanilla-only significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_BIOLOGICAL_OXIDATIONS,6.35547796803215e-53,6.94353713167924e-46,2.83364959288636e-37,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,3.80680511438095e-18,1.6490339403344e-23,2.31452742713601e-20,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,3.07782730667905e-12,9.99031873447338e-15,1.17742273245071e-05,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_CHOLESTEROL_BIOSYNTHESIS,1.62656340577059e-10,2.07917574269699e-08,0.000988364856096536,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,5.73243606521424e-10,5.73243606521424e-10,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,3.80680511438095e-18,1.95792652398617e-17,1.94845273523497e-07,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,1.19188523637251e-11,7.70180780217355e-13,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,2.20391347296932e-15,4.47273498248259e-11,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,0.00468956079017448,0.0196994908385352,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,6.46502964707602e-08,5.69202046739247e-07,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,2.92785163742493e-36,7.07644756268212e-27,2.84150512869212e-34,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_DISEASES_OF_METABOLISM,2.12275205721903e-40,7.07644756268212e-27,1.51223275334187e-29,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_FATTY_ACID_METABOLISM,2.14074921162597e-31,2.14074921162597e-31,2.42859083435904e-32,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,0.000988364856096536,0.71050399283596,0.13526035610156,Vanilla-only significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,7.70180780217355e-13,3.07782730667905e-12,3.03765757980741e-05,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,3.63965929140039e-25,1.05844841982567e-22,2.20391347296932e-15,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_GLUCONEOGENESIS,9.24912021568769e-66,2.05145294530122e-64,2.41281066837273e-39,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_GLUCOSE_METABOLISM,7.00137393656062e-70,3.61028449609166e-59,1.60172867516261e-50,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,1.95792652398617e-17,1.62656340577059e-10,9.99031873447338e-15,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_GLYCOGEN_METABOLISM,2.65667369884701e-38,6.58191540678973e-22,2.48901722162524e-24,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_GLYCOLYSIS,4.03925178698718e-67,9.24912021568769e-66,2.2202244100253e-55,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,1.30887752681783e-19,2.20391347296932e-15,2.20391347296932e-15,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,1.94845273523497e-07,5.69202046739247e-07,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,9.99031873447338e-15,9.99031873447338e-15,0.00018428004519201,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,4.42452743464991e-06,1.61182833960477e-06,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_HS_GAG_BIOSYNTHESIS,1.0,1.0,1.0,Neither significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,9.99031873447338e-15,5.73243606521424e-10,1.17742273245071e-05,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,2.41281066837273e-39,1.82804262946591e-30,2.41281066837273e-39,Both significant,True
