"Pathway","Pval","adjPval","qval","FC"
"REACTOME_TRIGLYCERIDE_CATABOLISM",1.2142601243758e-44,1.50568255422599e-42,6.46701372981185,-2.52089396385833
"REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE",1.72581468066588e-42,2.14001020402569e-40,6.29837948648992,-6.85061558548778
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",1.96163468973393e-41,2.43242701527007e-39,6.21401321062538,-4.09977110971748
"KEGG_PYRIMIDINE_METABOLISM",2.15989731613578e-40,2.67827267200837e-38,6.12961215820605,-11.6174337598388
"REACTOME_DISEASES_OF_METABOLISM",2.30378015681818e-39,2.85668739445454e-37,6.04517471059318,-4.58160137279609
"REACTOME_METABOLISM_OF_STEROIDS",2.30378015681818e-39,2.85668739445454e-37,6.04517471059318,-6.26535278576436
"REACTOME_PYRUVATE_METABOLISM",2.30378015681818e-39,2.85668739445454e-37,6.04517471059318,-3.79722461492124
"REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM",2.38256076949142e-37,2.95437535416936e-35,5.87618365338337,-1.15061383976408
"REACTOME_FATTY_ACID_METABOLISM",2.38256076949142e-37,2.95437535416936e-35,5.87618365338337,-5.3480778735069
"REACTOME_INTEGRATION_OF_ENERGY_METABOLISM",2.38256076949142e-37,2.95437535416936e-35,5.87618365338337,-2.16948661877147
"REACTOME_PHOSPHOLIPID_METABOLISM",2.31016677129441e-36,2.86460679640507e-34,5.79162628128132,-0.109546056132138
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",2.16992282193367e-35,2.69070429919775e-33,5.70702497167751,-2.37239021369398
"REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES",2.16992282193367e-35,2.69070429919775e-33,5.70702497167751,-2.67732664184882
"KEGG_BETA_ALANINE_METABOLISM",1.97446409297483e-34,2.44833547528879e-32,5.62237752864796,-2.13476415674396
"REACTOME_ARACHIDONIC_ACID_METABOLISM",1.97446409297483e-34,2.44833547528879e-32,5.62237752864796,-1.00385802884322
"KEGG_ARGININE_AND_PROLINE_METABOLISM",1.22945752304217e-31,1.52452732857229e-29,5.36813419970996,-4.65642142709826
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION",1.22945752304217e-31,1.52452732857229e-29,5.36813419970996,-3.28708105439265
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",9.85281827681361e-31,1.22174946632489e-28,5.28327718769372,-1.29731449290546
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",9.85281827681361e-31,1.22174946632489e-28,5.28327718769372,-1.28442424596077
"REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES",7.64935813137827e-30,9.48520408290905e-28,5.19836063778079,-2.21965802194749
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF",7.64935813137827e-30,9.48520408290905e-28,5.19836063778079,-3.5786195098058
"REACTOME_NUCLEOBASE_CATABOLISM",5.75320940055457e-29,7.13397965668767e-27,5.11338128183626,-1.35753434026688
"KEGG_GLYCEROLIPID_METABOLISM",4.19198059215845e-28,5.19805593427648e-26,5.02833561444881,-0.0825718355146972
"KEGG_ARACHIDONIC_ACID_METABOLISM",2.95907259463446e-27,3.66925001734673e-25,4.94321987120166,-0.49152868535509
"REACTOME_PI_METABOLISM",2.95907259463446e-27,3.66925001734673e-25,4.94321987120166,1.79171494725429
"REACTOME_NICOTINATE_METABOLISM",2.02359123709369e-26,2.50925313399618e-24,4.85803000451362,-1.1815965639642
"REACTOME_PEPTIDE_HORMONE_METABOLISM",2.02359123709369e-26,2.50925313399618e-24,4.85803000451362,-0.634274232572984
"REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN",1.34067800027187e-25,1.66244072033712e-23,4.77276165672593,-3.0461348242885
"REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION",1.34067800027187e-25,1.66244072033712e-23,4.77276165672593,-1.00144760426732
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",1.34067800027187e-25,1.66244072033712e-23,4.77276165672593,1.3842734567793
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",8.60527170589975e-25,1.06705369153157e-22,4.68741013006007,-0.0854010716440835
"REACTOME_SULFUR_AMINO_ACID_METABOLISM",8.60527170589975e-25,1.06705369153157e-22,4.68741013006007,-1.69669815466402
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE",8.60527170589975e-25,1.06705369153157e-22,4.68741013006007,1.74603651759763
"REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS",8.60527170589975e-25,1.06705369153157e-22,4.68741013006007,-2.48110753393509
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",5.35115073722742e-24,6.635426914162e-22,4.60197035301143,-2.75983324677494
"REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION",5.35115073722742e-24,6.635426914162e-22,4.60197035301143,-1.94258141749333
"HALLMARK_BILE_ACID_METABOLISM",1.88172961555773e-22,2.33334472329159e-20,4.43080366240041,-1.12338627763612
"KEGG_SELENOAMINO_ACID_METABOLISM",1.0641280705836e-21,1.31951880752366e-19,4.3450643741217,-2.10579653061974
"REACTOME_SYNTHESIS_OF_PC",5.83030918146285e-21,7.22958338501393e-19,4.25921198448953,-1.24345852772743
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",3.09496350762679e-20,3.83775474945722e-18,4.17323888390897,-1.99169573400709
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",1.59181018210258e-19,1.9738446258072e-17,4.08713677731417,-3.09177442695354
"REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS",1.59181018210258e-19,1.9738446258072e-17,4.08713677731417,-2.06631104110448
"REACTOME_INOSITOL_PHOSPHATE_METABOLISM",1.59181018210258e-19,1.9738446258072e-17,4.08713677731417,1.33481577591413
"REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA",1.59181018210258e-19,1.9738446258072e-17,4.08713677731417,-1.27898535081747
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",3.83002735523869e-18,4.74923392049598e-16,3.91450845432638,-1.56730102107104
"KEGG_TYROSINE_METABOLISM",1.79179957151977e-17,2.22183146868451e-15,3.82796145310236,-1.76875750400087
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM",8.12221035323039e-17,1.00715408380057e-14,3.74124365444883,0.643102211742156
"REACTOME_GLYCOSPHINGOLIPID_METABOLISM",8.12221035323039e-17,1.00715408380057e-14,3.74124365444883,0.0793013652877066
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",3.56749691091583e-16,4.42369616953563e-14,3.6543418982226,-1.11023374652258
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",3.56749691091583e-16,4.42369616953563e-14,3.6543418982226,-3.19112464279186
"REACTOME_METABOLISM_OF_STEROID_HORMONES",1.51832696460245e-15,1.88272543610704e-13,3.56724165286343,-0.853722507629152
"REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL",1.51832696460245e-15,1.88272543610704e-13,3.56724165286343,0.953855905110233
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",6.26163235949069e-15,7.76442412576846e-13,3.47992683107413,-1.3356410556659
"REACTOME_CHOLESTEROL_BIOSYNTHESIS",2.5022986233163e-14,3.10285029291221e-12,3.39237957455498,-2.0198476651595
"REACTOME_SPHINGOLIPID_METABOLISM",2.5022986233163e-14,3.10285029291221e-12,3.39237957455498,0.0711730316318006
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS",3.63636990445739e-13,4.50909868152716e-11,3.21650590860083,-1.34023055102337
"KEGG_BUTANOATE_METABOLISM",1.32240927298422e-12,1.63978749850043e-10,3.12813241869787,-1.6392408096927
"KEGG_TRYPTOPHAN_METABOLISM",4.66051712619044e-12,5.77904123647615e-10,3.03943155978297,-1.27076543130658
"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES",4.66051712619044e-12,5.77904123647615e-10,3.03943155978297,-0.895534543641941
"REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM",4.66051712619044e-12,5.77904123647615e-10,3.03943155978297,-0.688167545769937
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES",1.59178638580836e-11,1.97381511840237e-09,2.95037176113098,0.511853982132063
"REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS",1.59178638580836e-11,1.97381511840237e-09,2.95037176113098,-0.00812833365590601
"REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES",1.69038678268048e-10,2.0960796105238e-08,2.77102728723057,-1.00963820224004
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE",5.25612166428945e-10,6.51759086371892e-08,2.6806553126961,-0.434228511941237
"KEGG_NITROGEN_METABOLISM",1.58410791482518e-09,1.96429381438322e-07,2.58974777747903,-0.508298336760213
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",1.31042954439412e-08,1.62493263504871e-06,2.40606829472691,-0.437480553763761
"REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM",1.31042954439412e-08,1.62493263504871e-06,2.40606829472691,-1.01236840725794
"KEGG_HISTIDINE_METABOLISM",3.59717677613814e-08,4.46049920241129e-06,2.31313997284026,-0.625910537763194
"REACTOME_METABOLISM_OF_PORPHYRINS",3.59717677613814e-08,4.46049920241129e-06,2.31313997284026,-0.929387154062417
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS",9.5725425402497e-08,1.18699527499096e-05,2.21935824278437,-0.620927555942555
"REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS",9.5725425402497e-08,1.18699527499096e-05,2.21935824278437,-0.125968434505148
"KEGG_GALACTOSE_METABOLISM",2.46964030878651e-07,3.06235398289527e-05,2.124604577297,-1.10860082135636
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",6.1774102028672e-07,7.65998865155533e-05,2.02873652152859,-0.396177950425274
"KEGG_STARCH_AND_SUCROSE_METABOLISM",6.1774102028672e-07,7.65998865155533e-05,2.02873652152859,-0.39493711990303
"REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI",6.1774102028672e-07,7.65998865155533e-05,2.02873652152859,-0.0488842117337544
"KEGG_ETHER_LIPID_METABOLISM",3.52341775794401e-06,0.000436903801985057,1.83292503283564,-0.24952768375903
"REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM",1.77726970010602e-05,0.00220381442813146,1.62997698694902,0.417146008234896
"REACTOME_PEROXISOMAL_LIPID_METABOLISM",1.77726970010602e-05,0.00220381442813146,1.62997698694902,-0.4788700568587
"KEGG_FATTY_ACID_METABOLISM",3.81265104892234e-05,0.0047276873006637,1.52491024533956,-1.89461666962476
"REACTOME_SIALIC_ACID_METABOLISM",3.81265104892234e-05,0.0047276873006637,1.52491024533956,0.144843465479525
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS",3.81265104892234e-05,0.0047276873006637,1.52491024533956,-0.0783370406296817
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM",7.93371655046569e-05,0.00983780852257746,1.41672214444166,-0.140396363843907
"REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM",7.93371655046569e-05,0.00983780852257746,1.41672214444166,0.318189933556604
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.000313688994347936,0.0388974352991441,1.18746748710008,0.369436254094249
"KEGG_SPHINGOLIPID_METABOLISM",0.00059618767048381,0.0739272711399925,1.0635766660269,-0.0750266580841874
"REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM",0.0010996776918826,0.136360033793442,0.930221962659477,-0.440320393216938
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS",0.0034223189265975,0.42436754689809,0.610129359853782,-0.194388923981318
"REACTOME_SYNTHESIS_OF_PA",0.0034223189265975,0.42436754689809,0.610129359853782,-0.15873145003716
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM",0.00577645522630862,0.716280448062269,0.380679528464463,-0.194450098663307
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.983130561728571,1,0,0.0417968375411221
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.0513887607461245,1,0,0.384613606314255
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.999999226694797,1,0,-0.0214093936980834
"KEGG_RETINOL_METABOLISM",0.0351222601892017,1,0,-0.123541799290457
"REACTOME_HS_GAG_BIOSYNTHESIS",1,1,0,0.114483858835342
"REACTOME_KERATAN_SULFATE_BIOSYNTHESIS",0.631270397757246,1,0,0.239584033411997
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL",0.0513887607461245,1,0,-0.242771077283124
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE",0.101341801629482,1,0,0.193385278623373
