"Pathway","Pval","adjPval","qval","FC"
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",2.87240705899399e-91,3.56178475315255e-89,9.40469735448699,-27.657515446762
"REACTOME_METABOLISM_OF_CARBOHYDRATES",1.38917530623664e-70,1.72257737973343e-68,8.23187835552016,-16.2525760789258
"REACTOME_METABOLISM_OF_POLYAMINES",1.38917530623664e-70,1.72257737973343e-68,8.23187835552016,-26.8993523706249
"HALLMARK_FATTY_ACID_METABOLISM",3.283944542266e-69,4.07209123240984e-67,8.14801709009575,-16.0598639458989
"REACTOME_GLUCOSE_METABOLISM",3.283944542266e-69,4.07209123240984e-67,8.14801709009575,-14.8483766920767
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",3.283944542266e-69,4.07209123240984e-67,8.14801709009575,-8.23056429448823
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",1.66784792300912e-66,2.06813142453131e-64,7.98025199266183,-55.9902395409617
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",1.66784792300912e-66,2.06813142453131e-64,7.98025199266183,-13.6435156016779
"KEGG_PURINE_METABOLISM",1.66784792300912e-66,2.06813142453131e-64,7.98025199266183,-15.0142382277577
"REACTOME_GLUCONEOGENESIS",1.66784792300912e-66,2.06813142453131e-64,7.98025199266183,-10.1028833571068
"REACTOME_GLYCOLYSIS",1.66784792300912e-66,2.06813142453131e-64,7.98025199266183,-12.8050045471776
"HALLMARK_GLYCOLYSIS",2.93519064722899e-61,3.63963640256395e-59,7.64453674200964,-21.0763943533163
"KEGG_OXIDATIVE_PHOSPHORYLATION",5.55162487718189e-60,6.88401484770554e-58,7.56056599743965,-31.7279277945763
"KEGG_PYRUVATE_METABOLISM",5.55162487718189e-60,6.88401484770554e-58,7.56056599743965,-6.39057289397543
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",5.55162487718189e-60,6.88401484770554e-58,7.56056599743965,-26.0270153398765
"REACTOME_BIOLOGICAL_OXIDATIONS",1.80506049595553e-57,2.23827501498486e-55,7.39256968537519,-7.56333730883009
"REACTOME_TP53_REGULATES_METABOLIC_GENES",1.80506049595553e-57,2.23827501498486e-55,7.39256968537519,-13.9771925648788
"HALLMARK_HEME_METABOLISM",5.16705525856272e-55,6.40714852061777e-53,7.22449549856236,0.393500652053474
"REACTOME_METABOLISM_OF_NUCLEOTIDES",5.16705525856272e-55,6.40714852061777e-53,7.22449549856236,-11.4947579991491
"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS",8.33444467086926e-54,1.03347113918779e-51,7.1404272734211,-6.1533112571396
"REACTOME_METABOLISM_OF_COFACTORS",2.88951080642189e-50,3.58299339996314e-48,6.88808783276051,-2.06298093999296
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",5.64515213957662e-48,6.99998865307501e-46,6.7197397765072,-5.7959498358669
"KEGG_GLUTATHIONE_METABOLISM",5.64515213957662e-48,6.99998865307501e-46,6.7197397765072,-5.81654582908334
"REACTOME_GLYCOGEN_METABOLISM",7.52266227767014e-47,9.32810122431097e-45,6.63552610949526,0.0505996869162853
"REACTOME_TRIGLYCERIDE_METABOLISM",7.52266227767014e-47,9.32810122431097e-45,6.63552610949526,-2.80205801797202
"KEGG_PROPANOATE_METABOLISM",9.71068166951607e-46,1.20412452701999e-43,6.55128449979823,-3.29933359514305
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",1.2142601243758e-44,1.50568255422599e-42,6.46701372981185,-0.0846168076092598
