"Pathway","Pval","adjPval","qval","FC"
"REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM",0.0731481276708723,1,0,0.314142482010525
"REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS",0.420283707542506,1,0,-0.199701953221585
"REACTOME_METABOLISM_OF_PORPHYRINS",0.8532336682836,1,0,-0.248293379956108
"REACTOME_PEROXISOMAL_LIPID_METABOLISM",0.179741341532766,1,0,0.118326848879762
"REACTOME_SIALIC_ACID_METABOLISM",0.0233436169134307,1,0,0.193598121934642
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS",0.890501459250417,1,0,-0.0728225497470037
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL",0.999978425151953,1,0,-0.0450988863929029
"REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI",0.00946978291842922,1,0,0.203675767721337
"REACTOME_SYNTHESIS_OF_PA",0.101341801629482,1,0,-0.0532939726045103
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE",0.8532336682836,1,0,0.0401609252324547
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE",0.351986208769717,1,0,-0.31164202408529
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS",0.0351222601892017,1,0,0.101732976384938
"REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM",0.997732715824954,1,0,-0.246429820007081
