"comparison","group_a","group_b","pathway","detection_state","n_paired_genes","gene","gene_index","vanilla_raw_p_full","vanilla_raw_p_masked","vanilla_score_full","vanilla_score_masked","vanilla_delta_score","genept_raw_p_full","genept_raw_p_masked","genept_score_full","genept_score_masked","genept_delta_score","vanilla_adjusted_p_full","vanilla_adjusted_p_masked","genept_adjusted_p_full","genept_adjusted_p_masked","vanilla_qval_full","vanilla_qval_masked","genept_qval_full","genept_qval_masked","vanilla_significant_full","vanilla_significant_masked","genept_significant_full","genept_significant_masked","vanilla_detection_flip","genept_detection_flip","mean_expression_group_A","mean_expression_group_B","expression_difference","detection_fraction_group_A","detection_fraction_group_B","embedding_norm","embedding_to_pathway_mean_cosine"
"cd4_12h_vs_24h","cd4_12h","cd4_24h","REACTOME_SULFUR_AMINO_ACID_METABOLISM","GenePT-only significant",23,"ADI1",1,0.00059618767048381,0.00946978291842922,3.22461700967912,2.02365997647813,1.20095703320099,7.93371655046569e-05,0.000160158462101912,4.1005233197136,3.79545011009365,0.305073209619947,0.0733310834695086,1,0.0097584713570728,0.0196994908385352,1.06522856619588,0,1.417962696362,1.30596515981639,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.171008975842513,0.256893248296336,0.0858842724538232,0.172,0.306,0.999999993905623,0.931497199974209
"cd4_12h_vs_24h","cd4_12h","cd4_24h","REACTOME_SULFUR_AMINO_ACID_METABOLISM","GenePT-only significant",23,"ADO",2,0.00059618767048381,0.00946978291842922,3.22461700967912,2.02365997647813,1.20095703320099,7.93371655046569e-05,0.00059618767048381,4.1005233197136,3.22461700967912,0.875906310034476,0.0733310834695086,1,0.0097584713570728,0.0733310834695086,1.06522856619588,0,1.417962696362,1.06522856619588,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.149290234583848,0.120101376015899,-0.0291888585679488,0.164,0.18,1.00000007941986,0.864084951327896
"cd4_12h_vs_24h","cd4_12h","cd4_24h","REACTOME_SULFUR_AMINO_ACID_METABOLISM","GenePT-only significant",23,"AHCY",3,0.00059618767048381,0.00196887460329715,3.22461700967912,2.70578194299357,0.518835066685553,7.93371655046569e-05,0.0010996776918826,4.1005233197136,2.95873458497628,1.14178873473732,0.0733310834695086,0.242171576205549,0.0097584713570728,0.13526035610156,1.06522856619588,0.784778205325666,1.417962696362,0.932110226066041,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.324795864599477,0.473603246665557,0.14880738206608,0.336,0.498,1.0000000379327,0.921811875314142
"cd4_12h_vs_24h","cd4_12h","cd4_24h","REACTOME_SULFUR_AMINO_ACID_METABOLISM","GenePT-only significant",23,"APIP",4,0.00059618767048381,0.00946978291842922,3.22461700967912,2.02365997647813,1.20095703320099,7.93371655046569e-05,0.000313688994347936,4.1005233197136,3.503500718082,0.597022601631597,0.0733310834695086,1,0.0097584713570728,0.0385837463047961,1.06522856619588,0,1.417962696362,1.18894726823464,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.156818346335627,0.23006587734375,0.0732475310081237,0.182,0.304,1.00000008102028,0.921609082851674
"cd4_12h_vs_24h","cd4_12h","cd4_24h","REACTOME_SULFUR_AMINO_ACID_METABOLISM","GenePT-only significant",23,"BHMT2",5,0.00059618767048381,0.00059618767048381,3.22461700967912,3.22461700967912,0,7.93371655046569e-05,7.93371655046569e-05,4.1005233197136,4.1005233197136,0,0.0733310834695086,0.0733310834695086,0.0097584713570728,0.0097584713570728,1.06522856619588,1.06522856619588,1.417962696362,1.417962696362,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,1.00000001778535,0.928948385745452
"cd4_12h_vs_24h","cd4_12h","cd4_24h","REACTOME_SULFUR_AMINO_ACID_METABOLISM","GenePT-only significant",23,"CBS",6,0.00059618767048381,0.00059618767048381,3.22461700967912,3.22461700967912,0,7.93371655046569e-05,7.93371655046569e-05,4.1005233197136,4.1005233197136,0,0.0733310834695086,0.0733310834695086,0.0097584713570728,0.0097584713570728,1.06522856619588,1.06522856619588,1.417962696362,1.417962696362,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0.000674984985610914,0.000674984985610914,0,0.002,0.999999992851506,0.944071825298417
"cd4_12h_vs_24h","cd4_12h","cd4_24h","REACTOME_SULFUR_AMINO_ACID_METABOLISM","GenePT-only significant",23,"CSAD",7,0.00059618767048381,0.00059618767048381,3.22461700967912,3.22461700967912,0,7.93371655046569e-05,6.1774102028672e-07,4.1005233197136,6.20919355894615,-2.10867023923255,0.0733310834695086,0.0733310834695086,0.0097584713570728,7.59821454952666e-05,1.06522856619588,1.06522856619588,1.417962696362,2.02960302707371,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.0473581275619577,0.0447545862874351,-0.0026035412745226,0.052,0.062,0.999999943204898,0.929392446744145
"cd4_12h_vs_24h","cd4_12h","cd4_24h","REACTOME_SULFUR_AMINO_ACID_METABOLISM","GenePT-only significant",23,"CTH",8,0.00059618767048381,0.0010996776918826,3.22461700967912,2.95873458497628,0.26588242470284,7.93371655046569e-05,8.03548663493119e-06,4.1005233197136,5.09498781691362,-0.994464497200023,0.0733310834695086,0.13526035610156,0.0097584713570728,0.000988364856096536,1.06522856619588,0.932110226066041,1.417962696362,1.73351743731473,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.00525710706160803,0.00698768394166366,0.00173057688005563,0.006,0.008,0.999999987611045,0.877812810781469
"cd4_12h_vs_24h","cd4_12h","cd4_24h","REACTOME_SULFUR_AMINO_ACID_METABOLISM","GenePT-only significant",23,"ENOPH1",9,0.00059618767048381,7.93371655046569e-05,3.22461700967912,4.1005233197136,-0.875906310034476,7.93371655046569e-05,0.00059618767048381,4.1005233197136,3.22461700967912,0.875906310034476,0.0733310834695086,0.0097584713570728,0.0097584713570728,0.0733310834695086,1.06522856619588,1.417962696362,1.417962696362,1.06522856619588,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0.291316369861082,0.379211795069955,0.0878954252088721,0.304,0.448,0.999999972427915,0.927854551475032
"cd4_12h_vs_24h","cd4_12h","cd4_24h","REACTOME_SULFUR_AMINO_ACID_METABOLISM","GenePT-only significant",23,"ETHE1",10,0.00059618767048381,0.0351222601892017,3.22461700967912,1.45441754412943,1.7701994655497,7.93371655046569e-05,0.0034223189265975,4.1005233197136,2.46567952091782,1.63484379879578,0.0733310834695086,1,0.0097584713570728,0.420945227971492,1.06522856619588,0,1.417962696362,0.613004412282997,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.233686637899212,0.494481293467628,0.260794655568416,0.222,0.498,1.00000003230376,0.942757782385432
