dataset_index,dataset_gene,match_type,embedding_key
0,AL627309.1,unmatched,
1,AL669831.5,unmatched,
2,LINC00115,exact,LINC00115
3,FAM41C,exact,FAM41C
4,SAMD11,exact,SAMD11
5,NOC2L,exact,NOC2L
6,KLHL17,exact,KLHL17
7,PLEKHN1,exact,PLEKHN1
8,ISG15,exact,ISG15
9,AGRN,exact,AGRN
10,C1orf159,exact,C1orf159
11,TNFRSF4,exact,TNFRSF4
12,SDF4,exact,SDF4
13,B3GALT6,exact,B3GALT6
14,C1QTNF12,exact,C1QTNF12
15,AL162741.1,unmatched,
16,UBE2J2,exact,UBE2J2
17,LINC01786,exact,LINC01786
18,SCNN1D,exact,SCNN1D
19,ACAP3,exact,ACAP3
20,PUSL1,exact,PUSL1
21,INTS11,exact,INTS11
22,CPTP,exact,CPTP
23,TAS1R3,exact,TAS1R3
24,DVL1,exact,DVL1
25,MXRA8,exact,MXRA8
26,AURKAIP1,exact,AURKAIP1
27,CCNL2,exact,CCNL2
28,MRPL20,exact,MRPL20
29,AL391244.3,unmatched,
30,ATAD3C,exact,ATAD3C
31,ATAD3B,exact,ATAD3B
32,ATAD3A,exact,ATAD3A
33,TMEM240,exact,TMEM240
34,SSU72,exact,SSU72
35,AL645728.1,unmatched,
36,FNDC10,exact,FNDC10
37,AL691432.2,unmatched,
38,MIB2,exact,MIB2
39,MMP23B,exact,MMP23B
40,CDK11B,exact,CDK11B
41,FO704657.1,unmatched,
42,SLC35E2B,exact,SLC35E2B
43,CDK11A,exact,CDK11A
44,SLC35E2A,exact,SLC35E2A
45,NADK,exact,NADK
46,GNB1,exact,GNB1
47,AL109917.1,unmatched,
48,CFAP74,exact,CFAP74
49,GABRD,exact,GABRD
50,PRKCZ,exact,PRKCZ
51,AL590822.2,unmatched,
52,PRKCZ-AS1,exact,PRKCZ-AS1
53,FAAP20,exact,FAAP20
54,SKI,exact,SKI
55,MORN1,exact,MORN1
56,RER1,exact,RER1
57,PEX10,exact,PEX10
58,PLCH2,exact,PLCH2
59,PANK4,exact,PANK4
60,AL139246.5,unmatched,
61,TNFRSF14-AS1,exact,TNFRSF14-AS1
62,TNFRSF14,exact,TNFRSF14
63,AL139246.3,unmatched,
64,FAM213B,official_alias,FAM213B
65,MMEL1,exact,MMEL1
66,TTC34,exact,TTC34
67,MEGF6,exact,MEGF6
68,AL513320.1,unmatched,
69,TPRG1L,exact,TPRG1L
70,WRAP73,exact,WRAP73
71,TP73,exact,TP73
72,SMIM1,exact,SMIM1
73,LRRC47,exact,LRRC47
74,CEP104,exact,CEP104
75,DFFB,exact,DFFB
76,C1orf174,exact,C1orf174
77,LINC01134,exact,LINC01134
78,AL805961.2,unmatched,
79,AJAP1,exact,AJAP1
80,AL365255.1,unmatched,
81,NPHP4,exact,NPHP4
82,KCNAB2,exact,KCNAB2
83,CHD5,exact,CHD5
84,RPL22,exact,RPL22
85,RNF207,exact,RNF207
86,ICMT,exact,ICMT
87,LINC00337,unmatched,
88,ACOT7,exact,ACOT7
89,AL031848.2,unmatched,
90,HES2,exact,HES2
91,ESPN,exact,ESPN
92,TNFRSF25,exact,TNFRSF25
93,PLEKHG5,exact,PLEKHG5
94,NOL9,exact,NOL9
95,ZBTB48,exact,ZBTB48
96,KLHL21,exact,KLHL21
97,PHF13,exact,PHF13
98,THAP3,exact,THAP3
99,DNAJC11,exact,DNAJC11
100,AL591163.1,unmatched,
101,CAMTA1-DT,exact,CAMTA1-DT
102,CAMTA1,exact,CAMTA1
103,VAMP3,exact,VAMP3
104,PER3,exact,PER3
105,Z98884.1,unmatched,
106,PARK7,exact,PARK7
107,AL034417.4,unmatched,
108,AL034417.3,unmatched,
109,ERRFI1,exact,ERRFI1
110,SLC45A1,exact,SLC45A1
111,RERE,exact,RERE
112,AL096855.1,unmatched,
113,AL357552.2,unmatched,
114,ENO1,exact,ENO1
115,ENO1-AS1,exact,ENO1-AS1
116,CA6,exact,CA6
117,GPR157,exact,GPR157
118,H6PD,exact,H6PD
119,SPSB1,exact,SPSB1
120,SLC25A33,exact,SLC25A33
121,TMEM201,exact,TMEM201
122,PIK3CD,exact,PIK3CD
123,PIK3CD-AS1,exact,PIK3CD-AS1
124,PIK3CD-AS2,exact,PIK3CD-AS2
125,CLSTN1,exact,CLSTN1
126,CTNNBIP1,exact,CTNNBIP1
127,LZIC,exact,LZIC
128,NMNAT1,exact,NMNAT1
129,UBE4B,exact,UBE4B
130,KIF1B,exact,KIF1B
131,AL139424.3,unmatched,
132,AL139424.2,unmatched,
133,PGD,exact,PGD
134,CENPS,exact,CENPS
135,DFFA,exact,DFFA
136,AL354956.1,unmatched,
137,PEX14,exact,PEX14
138,CASZ1,exact,CASZ1
139,TARDBP,exact,TARDBP
140,AL109811.3,unmatched,
141,SRM,exact,SRM
142,EXOSC10,exact,EXOSC10
143,AL109811.1,unmatched,
144,MTOR,exact,MTOR
145,ANGPTL7,exact,ANGPTL7
146,UBIAD1,exact,UBIAD1
147,DISP3,exact,DISP3
148,AL031731.1,unmatched,
149,FBXO2,exact,FBXO2
150,FBXO44,exact,FBXO44
151,FBXO6,exact,FBXO6
152,MAD2L2,exact,MAD2L2
153,DRAXIN,exact,DRAXIN
154,AGTRAP,exact,AGTRAP
155,MTHFR,exact,MTHFR
156,CLCN6,exact,CLCN6
157,NPPA-AS1,unmatched,
158,KIAA2013,exact,KIAA2013
159,PLOD1,exact,PLOD1
160,MFN2,exact,MFN2
161,MIIP,exact,MIIP
162,TNFRSF1B,exact,TNFRSF1B
163,VPS13D,exact,VPS13D
164,DHRS3,exact,DHRS3
165,PRDM2,exact,PRDM2
166,KAZN,exact,KAZN
167,EFHD2,exact,EFHD2
168,CASP9,exact,CASP9
169,DNAJC16,exact,DNAJC16
170,AL121992.3,unmatched,
171,AGMAT,exact,AGMAT
172,AL121992.1,unmatched,
173,DDI2,exact,DDI2
174,PLEKHM2,exact,PLEKHM2
175,SLC25A34,exact,SLC25A34
176,FBLIM1,exact,FBLIM1
177,UQCRHL,exact,UQCRHL
178,AL450998.2,unmatched,
179,SPEN,exact,SPEN
180,ZBTB17,exact,ZBTB17
181,ARHGEF19,exact,ARHGEF19
182,CPLANE2,exact,CPLANE2
183,FBXO42,exact,FBXO42
184,SZRD1,exact,SZRD1
185,SPATA21,exact,SPATA21
186,NECAP2,exact,NECAP2
187,LINC01772,exact,LINC01772
188,AL137802.2,unmatched,
189,NBPF1,exact,NBPF1
190,CROCC,exact,CROCC
191,BX284668.5,unmatched,
192,BX284668.6,unmatched,
193,ATP13A2,exact,ATP13A2
194,SDHB,exact,SDHB
195,PADI4,exact,PADI4
196,RCC2,exact,RCC2
197,ALDH4A1,exact,ALDH4A1
198,IFFO2,exact,IFFO2
199,UBR4,exact,UBR4
200,AL035413.1,unmatched,
201,EMC1,exact,EMC1
202,MRTO4,exact,MRTO4
203,AKR7A3,exact,AKR7A3
204,AKR7A2,exact,AKR7A2
205,PQLC2,official_alias,PQLC2
206,CAPZB,exact,CAPZB
207,MINOS1,official_alias,MINOS1
208,NBL1,exact,NBL1
209,TMCO4,exact,TMCO4
210,OTUD3,exact,OTUD3
211,PLA2G2C,exact,PLA2G2C
212,UBXN10-AS1,official_alias,UBXN10-AS1
213,CAMK2N1,exact,CAMK2N1
214,MUL1,exact,MUL1
215,PINK1,exact,PINK1
216,PINK1-AS,exact,PINK1-AS
217,DDOST,exact,DDOST
218,HP1BP3,exact,HP1BP3
219,EIF4G3,exact,EIF4G3
220,ECE1,exact,ECE1
221,AL031728.1,unmatched,
222,NBPF3,exact,NBPF3
223,USP48,exact,USP48
224,HSPG2,exact,HSPG2
225,LINC01635,exact,LINC01635
226,CDC42,exact,CDC42
227,AL031281.2,unmatched,
228,ZBTB40,exact,ZBTB40
229,KDM1A,exact,KDM1A
230,LUZP1,exact,LUZP1
231,LINC01355,exact,LINC01355
232,AL109936.6,unmatched,
233,HNRNPR,exact,HNRNPR
234,ZNF436,exact,ZNF436
235,ZNF436-AS1,exact,ZNF436-AS1
236,AL109936.2,unmatched,
237,TCEA3,exact,TCEA3
238,ID3,exact,ID3
239,MDS2,exact,MDS2
240,RPL11,exact,RPL11
241,ELOA,exact,ELOA
242,ELOA-AS1,exact,ELOA-AS1
243,PITHD1,exact,PITHD1
244,LYPLA2,exact,LYPLA2
245,GALE,exact,GALE
246,HMGCL,exact,HMGCL
247,FUCA1,exact,FUCA1
248,CNR2,exact,CNR2
249,PNRC2,exact,PNRC2
250,SRSF10,exact,SRSF10
251,IFNLR1,exact,IFNLR1
252,STPG1,exact,STPG1
253,NIPAL3,exact,NIPAL3
254,RCAN3,exact,RCAN3
255,AL445686.2,unmatched,
256,SRRM1,exact,SRRM1
257,RUNX3,exact,RUNX3
258,AL031432.1,unmatched,
259,SYF2,exact,SYF2
260,RSRP1,exact,RSRP1
261,AL031432.3,unmatched,
262,RHD,exact,RHD
263,TMEM50A,exact,TMEM50A
264,RHCE,exact,RHCE
265,MACO1,exact,MACO1
266,LDLRAP1,exact,LDLRAP1
267,AL606491.1,unmatched,
268,MAN1C1,exact,MAN1C1
269,AL031280.1,unmatched,
270,SELENON,exact,SELENON
271,AL020996.1,unmatched,
272,MTFR1L,exact,MTFR1L
273,AUNIP,exact,AUNIP
274,AL033528.2,unmatched,
275,PAQR7,exact,PAQR7
276,STMN1,exact,STMN1
277,PAFAH2,exact,PAFAH2
278,EXTL1,exact,EXTL1
279,SLC30A2,exact,SLC30A2
280,PDIK1L,exact,PDIK1L
281,ZNF593,exact,ZNF593
282,CNKSR1,exact,CNKSR1
283,CEP85,exact,CEP85
284,SH3BGRL3,exact,SH3BGRL3
285,UBXN11,exact,UBXN11
286,CD52,exact,CD52
287,CRYBG2,exact,CRYBG2
288,LIN28A,exact,LIN28A
289,DHDDS,exact,DHDDS
290,AL513365.2,unmatched,
291,HMGN2,exact,HMGN2
292,RPS6KA1,exact,RPS6KA1
293,AL512408.1,unmatched,
294,ARID1A,exact,ARID1A
295,PIGV,exact,PIGV
296,ZDHHC18,exact,ZDHHC18
297,GPN2,exact,GPN2
298,GPATCH3,exact,GPATCH3
299,NUDC,exact,NUDC
300,KDF1,exact,KDF1
301,SLC9A1,exact,SLC9A1
302,WDTC1,exact,WDTC1
303,TMEM222,exact,TMEM222
304,SYTL1,exact,SYTL1
305,MAP3K6,exact,MAP3K6
306,WASF2,exact,WASF2
307,FO393419.2,unmatched,
308,BX293535.1,unmatched,
309,AHDC1,exact,AHDC1
310,LINC02574,exact,LINC02574
311,IFI6,exact,IFI6
312,FAM76A,exact,FAM76A
313,STX12,exact,STX12
314,PPP1R8,exact,PPP1R8
315,THEMIS2,exact,THEMIS2
316,RPA2,exact,RPA2
317,SMPDL3B,exact,SMPDL3B
318,AL512288.1,unmatched,
319,XKR8,exact,XKR8
320,EYA3,exact,EYA3
321,PTAFR,exact,PTAFR
322,DNAJC8,exact,DNAJC8
323,ATP5IF1,exact,ATP5IF1
324,AL353622.1,unmatched,
325,SESN2,exact,SESN2
326,MED18,exact,MED18
327,PHACTR4,exact,PHACTR4
328,RCC1,exact,RCC1
329,TRNAU1AP,exact,TRNAU1AP
330,SNHG12,exact,SNHG12
331,TAF12,exact,TAF12
332,RAB42,exact,RAB42
333,LINC01715,unmatched,
334,AL360012.1,unmatched,
335,GMEB1,exact,GMEB1
336,YTHDF2,exact,YTHDF2
337,EPB41,exact,EPB41
338,TMEM200B,exact,TMEM200B
339,SRSF4,exact,SRSF4
340,MECR,exact,MECR
341,MATN1,exact,MATN1
342,MATN1-AS1,exact,MATN1-AS1
343,LAPTM5,exact,LAPTM5
344,PUM1,exact,PUM1
345,SNRNP40,exact,SNRNP40
346,ZCCHC17,exact,ZCCHC17
347,FABP3,exact,FABP3
348,PEF1,exact,PEF1
349,AC114488.3,unmatched,
350,COL16A1,exact,COL16A1
351,AL136115.2,unmatched,
352,PTP4A2,exact,PTP4A2
353,AL136115.1,unmatched,
354,KHDRBS1,exact,KHDRBS1
355,AL445248.1,unmatched,
356,TMEM39B,exact,TMEM39B
357,KPNA6,exact,KPNA6
358,TXLNA,exact,TXLNA
359,CCDC28B,exact,CCDC28B
360,AL049795.1,unmatched,
361,IQCC,exact,IQCC
362,DCDC2B,exact,DCDC2B
363,TMEM234,exact,TMEM234
364,EIF3I,exact,EIF3I
365,FAM167B,exact,FAM167B
366,LCK,exact,LCK
367,HDAC1,exact,HDAC1
368,MARCKSL1,exact,MARCKSL1
369,TSSK3,exact,TSSK3
370,FAM229A,exact,FAM229A
371,BSDC1,exact,BSDC1
372,ZBTB8B,exact,ZBTB8B
373,ZBTB8A,exact,ZBTB8A
374,ZBTB8OS,exact,ZBTB8OS
375,RBBP4,exact,RBBP4
376,SYNC,exact,SYNC
377,KIAA1522,unmatched,
378,YARS,official_alias,YARS
379,S100PBP,exact,S100PBP
380,FNDC5,exact,FNDC5
381,RNF19B,exact,RNF19B
382,AK2,exact,AK2
383,AZIN2,exact,AZIN2
384,TRIM62,exact,TRIM62
385,AL662907.3,unmatched,
386,ZNF362,exact,ZNF362
387,AL513327.3,unmatched,
388,PHC2,exact,PHC2
389,ZSCAN20,exact,ZSCAN20
390,SMIM12,exact,SMIM12
391,DLGAP3,exact,DLGAP3
392,AC114490.3,unmatched,
393,AC114490.2,unmatched,
394,TMEM35B,exact,TMEM35B
395,ZMYM6,exact,ZMYM6
396,ZMYM1,exact,ZMYM1
397,SFPQ,exact,SFPQ
398,ZMYM4,exact,ZMYM4
399,KIAA0319L,exact,KIAA0319L
400,NCDN,exact,NCDN
401,AC004865.2,unmatched,
402,TFAP2E,exact,TFAP2E
403,PSMB2,exact,PSMB2
404,C1orf216,exact,C1orf216
405,CLSPN,exact,CLSPN
406,AGO4,exact,AGO4
407,AGO1,exact,AGO1
408,AL139286.2,unmatched,
409,AGO3,exact,AGO3
410,ADPRHL2,official_alias,ADPRHL2
411,TRAPPC3,exact,TRAPPC3
412,MAP7D1,exact,MAP7D1
413,THRAP3,exact,THRAP3
414,SH3D21,exact,SH3D21
415,EVA1B,exact,EVA1B
416,AL591845.1,unmatched,
417,STK40,exact,STK40
418,LSM10,exact,LSM10
419,OSCP1,exact,OSCP1
420,MRPS15,exact,MRPS15
421,CSF3R,exact,CSF3R
422,LINC01137,unmatched,
423,ZC3H12A,exact,ZC3H12A
424,MEAF6,exact,MEAF6
425,SNIP1,exact,SNIP1
426,GNL2,exact,GNL2
427,C1orf109,unmatched,
428,CDCA8,exact,CDCA8
429,MANEAL,exact,MANEAL
430,YRDC,exact,YRDC
431,C1orf122,exact,C1orf122
432,MTF1,exact,MTF1
433,AL929472.2,unmatched,
434,INPP5B,exact,INPP5B
435,SF3A3,exact,SF3A3
436,FHL3,exact,FHL3
437,UTP11,exact,UTP11
438,POU3F1,exact,POU3F1
439,RRAGC,exact,RRAGC
440,AL139260.1,unmatched,
441,MYCBP,exact,MYCBP
442,RHBDL2,exact,RHBDL2
443,AKIRIN1,exact,AKIRIN1
444,NDUFS5,exact,NDUFS5
445,MACF1,exact,MACF1
446,PABPC4,exact,PABPC4
447,HPCAL4,exact,HPCAL4
448,PPIE,exact,PPIE
449,BMP8B,exact,BMP8B
450,AL033527.3,unmatched,
451,AL033527.5,unmatched,
452,TRIT1,exact,TRIT1
453,MFSD2A,exact,MFSD2A
454,CAP1,exact,CAP1
455,PPT1,exact,PPT1
456,RLF,exact,RLF
457,AL050341.2,unmatched,
458,ZMPSTE24,exact,ZMPSTE24
459,COL9A2,exact,COL9A2
460,SMAP2,exact,SMAP2
461,ZFP69B,exact,ZFP69B
462,ZFP69,exact,ZFP69
463,AL603839.3,unmatched,
464,EXO5,exact,EXO5
465,ZNF684,exact,ZNF684
466,RIMS3,exact,RIMS3
467,NFYC-AS1,exact,NFYC-AS1
468,NFYC,exact,NFYC
469,CITED4,exact,CITED4
470,CTPS1,exact,CTPS1
471,SLFNL1-AS1,exact,SLFNL1-AS1
472,SLFNL1,exact,SLFNL1
473,SCMH1,exact,SCMH1
474,HIVEP3,exact,HIVEP3
475,FOXJ3,exact,FOXJ3
476,ZMYND12,exact,ZMYND12
477,PPCS,exact,PPCS
478,CCDC30,exact,CCDC30
479,PPIH,exact,PPIH
480,AC098484.2,unmatched,
481,YBX1,exact,YBX1
482,P3H1,exact,P3H1
483,C1orf50,exact,C1orf50
484,TMEM269,exact,TMEM269
485,SVBP,exact,SVBP
486,ERMAP,exact,ERMAP
487,AL512353.1,unmatched,
488,ZNF691,exact,ZNF691
489,SLC2A1,exact,SLC2A1
490,SLC2A1-AS1,unmatched,
491,EBNA1BP2,exact,EBNA1BP2
492,TIE1,exact,TIE1
493,AL139289.2,unmatched,
494,CDC20,exact,CDC20
495,ELOVL1,exact,ELOVL1
496,MED8,exact,MED8
497,SZT2,exact,SZT2
498,HYI,exact,HYI
499,PTPRF,exact,PTPRF
500,AL451062.3,unmatched,
501,KDM4A,exact,KDM4A
502,KDM4A-AS1,exact,KDM4A-AS1
503,ST3GAL3,exact,ST3GAL3
504,AL357079.1,unmatched,
505,IPO13,exact,IPO13
506,DPH2,exact,DPH2
507,ATP6V0B,exact,ATP6V0B
508,AL139220.2,unmatched,
509,DMAP1,exact,DMAP1
510,ERI3,exact,ERI3
511,RNF220,exact,RNF220
512,TMEM53,exact,TMEM53
513,ARMH1,exact,ARMH1
514,AL592166.1,unmatched,
515,RPS8,exact,RPS8
516,BEST4,exact,BEST4
517,PLK3,exact,PLK3
518,BTBD19,exact,BTBD19
519,PTCH2,exact,PTCH2
520,EIF2B3,exact,EIF2B3
521,HECTD3,exact,HECTD3
522,UROD,exact,UROD
523,ZSWIM5,exact,ZSWIM5
524,LINC01144,exact,LINC01144
525,HPDL,exact,HPDL
526,MUTYH,exact,MUTYH
527,TOE1,exact,TOE1
528,TESK2,exact,TESK2
529,CCDC163,exact,CCDC163
530,MMACHC,exact,MMACHC
531,PRDX1,exact,PRDX1
532,AKR1A1,exact,AKR1A1
533,NASP,exact,NASP
534,CCDC17,exact,CCDC17
535,GPBP1L1,exact,GPBP1L1
536,TMEM69,exact,TMEM69
537,IPP,exact,IPP
538,MAST2,exact,MAST2
539,PIK3R3,exact,PIK3R3
540,POMGNT1,exact,POMGNT1
541,LURAP1,exact,LURAP1
542,RAD54L,exact,RAD54L
543,LRRC41,exact,LRRC41
544,UQCRH,exact,UQCRH
545,NSUN4,exact,NSUN4
546,FAAH,exact,FAAH
547,MKNK1,exact,MKNK1
548,MOB3C,exact,MOB3C
549,ATPAF1,exact,ATPAF1
550,EFCAB14,exact,EFCAB14
551,STIL,exact,STIL
552,CMPK1,exact,CMPK1
553,FOXD2-AS1,exact,FOXD2-AS1
554,FOXD2,exact,FOXD2
555,SPATA6,exact,SPATA6
556,BEND5,exact,BEND5
557,FAF1,exact,FAF1
558,CDKN2C,exact,CDKN2C
559,LINC01562,exact,LINC01562
560,RNF11,exact,RNF11
561,AL162430.2,unmatched,
562,EPS15,exact,EPS15
563,OSBPL9,exact,OSBPL9
564,NRDC,exact,NRDC
565,AL050343.1,unmatched,
566,RAB3B,exact,RAB3B
567,TXNDC12,exact,TXNDC12
568,KTI12,exact,KTI12
569,BTF3L4,exact,BTF3L4
570,ZFYVE9,exact,ZFYVE9
571,CC2D1B,exact,CC2D1B
572,ORC1,exact,ORC1
573,PRPF38A,exact,PRPF38A
574,TUT4,exact,TUT4
575,GPX7,exact,GPX7
576,SHISAL2A,exact,SHISAL2A
577,COA7,exact,COA7
578,ZYG11B,exact,ZYG11B
579,ZYG11A,exact,ZYG11A
580,ECHDC2,exact,ECHDC2
581,SCP2,exact,SCP2
582,CPT2,exact,CPT2
583,AL606760.2,unmatched,
584,C1orf123,official_alias,C1orf123
585,AL606760.3,unmatched,
586,MAGOH,exact,MAGOH
587,AL606760.1,unmatched,
588,LRP8,exact,LRP8
589,LINC01771,unmatched,
590,AC119428.2,unmatched,
591,NDC1,exact,NDC1
592,YIPF1,exact,YIPF1
593,HSPB11,official_alias,HSPB11
594,LRRC42,exact,LRRC42
595,TMEM59,exact,TMEM59
596,TCEANC2,exact,TCEANC2
597,CYB5RL,exact,CYB5RL
598,MRPL37,exact,MRPL37
599,SSBP3,exact,SSBP3
600,SSBP3-AS1,exact,SSBP3-AS1
601,AL161644.1,unmatched,
602,ACOT11,exact,ACOT11
603,TTC4,exact,TTC4
604,PARS2,exact,PARS2
605,TTC22,exact,TTC22
606,DHCR24,exact,DHCR24
607,USP24,exact,USP24
608,MIR4422HG,exact,MIR4422HG
609,DAB1,exact,DAB1
610,OMA1,exact,OMA1
611,MYSM1,exact,MYSM1
612,JUN,exact,JUN
613,LINC01358,exact,LINC01358
614,FGGY,exact,FGGY
615,HOOK1,exact,HOOK1
616,CYP2J2,exact,CYP2J2
617,NFIA,exact,NFIA
618,TM2D1,exact,TM2D1
619,AC099791.2,unmatched,
620,PATJ,exact,PATJ
621,L1TD1,exact,L1TD1
622,USP1,exact,USP1
623,DOCK7,exact,DOCK7
624,AC103923.1,unmatched,
625,ATG4C,exact,ATG4C
626,ALG6,exact,ALG6
627,ITGB3BP,exact,ITGB3BP
628,EFCAB7,exact,EFCAB7
629,PGM1,exact,PGM1
630,CACHD1,exact,CACHD1
631,RAVER2,exact,RAVER2
632,JAK1,exact,JAK1
633,AL357078.3,unmatched,
634,AL357078.1,unmatched,
635,AK4,exact,AK4
636,DNAJC6,exact,DNAJC6
637,LEPROT,exact,LEPROT
638,LEPR,exact,LEPR
639,PDE4B,exact,PDE4B
640,WDR78,official_alias,WDR78
641,MIER1,exact,MIER1
642,SLC35D1,exact,SLC35D1
643,IL12RB2,exact,IL12RB2
644,SERBP1,exact,SERBP1
645,GADD45A,exact,GADD45A
646,LRRC7,exact,LRRC7
647,LRRC40,exact,LRRC40
648,SRSF11,exact,SRSF11
649,AL353771.1,unmatched,
650,ANKRD13C,exact,ANKRD13C
651,HHLA3,unmatched,
652,CTH,exact,CTH
653,ZRANB2-AS1,exact,ZRANB2-AS1
654,ZRANB2,exact,ZRANB2
655,LRRIQ3,exact,LRRIQ3
656,FPGT,exact,FPGT
657,FPGT-TNNI3K,exact,FPGT-TNNI3K
658,AC135803.1,unmatched,
659,CRYZ,exact,CRYZ
660,TYW3,exact,TYW3
661,SLC44A5,exact,SLC44A5
662,ACADM,exact,ACADM
663,RABGGTB,exact,RABGGTB
664,ST6GALNAC3,exact,ST6GALNAC3
665,AC104458.1,unmatched,
666,PIGK,exact,PIGK
667,AK5,exact,AK5
668,AC118549.1,unmatched,
669,USP33,exact,USP33
670,MIGA1,exact,MIGA1
671,NEXN-AS1,exact,NEXN-AS1
672,NEXN,exact,NEXN
673,FUBP1,exact,FUBP1
674,DNAJB4,exact,DNAJB4
675,AC103591.3,unmatched,
676,IFI44L,exact,IFI44L
677,IFI44,exact,IFI44
678,LINC01725,exact,LINC01725
679,TTLL7,exact,TTLL7
680,AL359504.2,unmatched,
681,PRKACB,exact,PRKACB
682,SAMD13,exact,SAMD13
683,RPF1,exact,RPF1
684,GNG5,exact,GNG5
685,SPATA1,exact,SPATA1
686,CTBS,exact,CTBS
687,SSX2IP,exact,SSX2IP
688,MCOLN2,exact,MCOLN2
689,WDR63,official_alias,WDR63
690,MCOLN3,exact,MCOLN3
691,SYDE2,exact,SYDE2
692,C1orf52,exact,C1orf52
693,BCL10,exact,BCL10
694,AL078459.1,unmatched,
695,ZNHIT6,exact,ZNHIT6
696,AL136382.1,unmatched,
697,ODF2L,exact,ODF2L
698,AL049597.2,unmatched,
699,SH3GLB1,exact,SH3GLB1
700,SELENOF,exact,SELENOF
701,HS2ST1,exact,HS2ST1
702,LMO4,exact,LMO4
703,PKN2-AS1,exact,PKN2-AS1
704,PKN2,exact,PKN2
705,GTF2B,exact,GTF2B
706,KYAT3,exact,KYAT3
707,RBMXL1,exact,RBMXL1
708,GBP3,exact,GBP3
709,GBP1,exact,GBP1
710,GBP2,exact,GBP2
711,GBP7,exact,GBP7
712,GBP4,exact,GBP4
713,AC099063.4,unmatched,
714,GBP5,exact,GBP5
715,GBP6,exact,GBP6
716,LRRC8B,exact,LRRC8B
717,LRRC8C-DT,exact,LRRC8C-DT
718,LRRC8C,exact,LRRC8C
719,AC099568.2,unmatched,
720,LRRC8D,exact,LRRC8D
721,AL391497.1,unmatched,
722,ZNF326,exact,ZNF326
723,ZNF644,exact,ZNF644
724,CDC7,exact,CDC7
725,TGFBR3,exact,TGFBR3
726,BTBD8,exact,BTBD8
727,AC104836.1,unmatched,
728,GLMN,exact,GLMN
729,RPAP2,exact,RPAP2
730,GFI1,exact,GFI1
731,EVI5,exact,EVI5
732,RPL5,exact,RPL5
733,FAM69A,official_alias,FAM69A
734,MTF2,exact,MTF2
735,TMED5,exact,TMED5
736,CCDC18,exact,CCDC18
737,DR1,exact,DR1
738,FNBP1L,exact,FNBP1L
739,BCAR3,exact,BCAR3
740,DNTTIP2,exact,DNTTIP2
741,GCLM,exact,GCLM
742,ABCD3,exact,ABCD3
743,CNN3,exact,CNN3
744,AC105942.1,unmatched,
745,ALG14,exact,ALG14
746,TMEM56-RWDD3,official_alias,TMEM56-RWDD3
747,RWDD3,exact,RWDD3
748,PTBP2,exact,PTBP2
749,DPYD,exact,DPYD
750,DPYD-AS1,exact,DPYD-AS1
751,FRRS1,exact,FRRS1
752,AGL,exact,AGL
753,AC118553.1,unmatched,
754,SLC35A3,exact,SLC35A3
755,AC118553.2,unmatched,
756,MFSD14A,exact,MFSD14A
757,SASS6,exact,SASS6
758,TRMT13,exact,TRMT13
759,LRRC39,exact,LRRC39
760,DBT,exact,DBT
761,RTCA-AS1,exact,RTCA-AS1
762,RTCA,exact,RTCA
763,CDC14A,exact,CDC14A
764,EXTL2,exact,EXTL2
765,AC104506.1,unmatched,
766,SLC30A7,exact,SLC30A7
767,DPH5,exact,DPH5
768,AC093157.2,unmatched,
769,AC093157.1,unmatched,
770,AL109741.1,unmatched,
771,S1PR1,exact,S1PR1
772,RNPC3,exact,RNPC3
773,AMY2B,exact,AMY2B
774,AL355306.2,unmatched,
775,PRMT6,exact,PRMT6
776,VAV3,exact,VAV3
777,SLC25A24,exact,SLC25A24
778,AL359258.2,unmatched,
779,FAM102B,unmatched,
780,HENMT1,exact,HENMT1
781,PRPF38B,exact,PRPF38B
782,FNDC7,exact,FNDC7
783,STXBP3,exact,STXBP3
784,AL449266.1,unmatched,
785,GPSM2,exact,GPSM2
786,CLCC1,exact,CLCC1
787,WDR47,exact,WDR47
788,TAF13,exact,TAF13
789,AL356488.3,unmatched,
790,TMEM167B,exact,TMEM167B
791,AL356488.2,unmatched,
792,C1orf194,unmatched,
793,KIAA1324,official_alias,KIAA1324
794,SARS,official_alias,SARS
795,CELSR2,exact,CELSR2
796,SORT1,exact,SORT1
797,PSMA5,exact,PSMA5
798,ATXN7L2,exact,ATXN7L2
799,CYB561D1,exact,CYB561D1
800,AMIGO1,exact,AMIGO1
801,GNAI3,exact,GNAI3
802,AMPD2,exact,AMPD2
803,GSTM4,exact,GSTM4
804,GSTM2,exact,GSTM2
805,GSTM3,exact,GSTM3
806,AHCYL1,exact,AHCYL1
807,STRIP1,exact,STRIP1
808,AL160006.1,unmatched,
809,ALX3,exact,ALX3
810,LINC02586,unmatched,
811,KCNC4,exact,KCNC4
812,RBM15-AS1,exact,RBM15-AS1
813,RBM15,exact,RBM15
814,SLC16A4,exact,SLC16A4
815,AL355488.1,unmatched,
816,LAMTOR5,exact,LAMTOR5
817,AL365361.1,unmatched,
818,KCNA3,exact,KCNA3
819,CD53,exact,CD53
820,AL360270.1,unmatched,
821,LRIF1,exact,LRIF1
822,AL360270.3,unmatched,
823,DRAM2,exact,DRAM2
824,CEPT1,exact,CEPT1
825,AL355816.1,unmatched,
826,AL355816.2,unmatched,
