comparison,pathway,detection_state,gene,vanilla_delta_score,genept_delta_score,vanilla_supporting_rank,genept_supporting_rank,vanilla_absolute_rank,genept_absolute_rank,vanilla_absolute_percentile,genept_absolute_percentile,absolute_percentile_difference_genept_minus_vanilla
cd4_12h_vs_24h,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,GenePT-only significant,GSTM5,0.0,0.0,11.5,11.0,17.5,19.0,0.175,0.1,-0.07499999999999998
cd4_12h_vs_24h,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,GenePT-only significant,GSTO1,0.26588242470284,0.994464497200023,5.0,3.5,11.0,4.5,0.5,0.825,0.32499999999999996
cd4_12h_vs_24h,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,GenePT-only significant,GSTO2,0.26588242470284,0.344741153767997,5.0,7.0,11.0,15.0,0.5,0.3,-0.2
cd4_12h_vs_24h,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,GenePT-only significant,GSTP1,1.7701994655497,3.64057027278419,1.0,2.0,3.0,2.0,0.9,0.95,0.04999999999999993
cd4_12h_vs_24h,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,GenePT-only significant,GSTZ1,0.26588242470284,0.994464497200023,5.0,3.5,11.0,4.5,0.5,0.825,0.32499999999999996
cd4_12h_vs_24h,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,GenePT-only significant,MAOA,0.0,0.0,11.5,11.0,17.5,19.0,0.175,0.1,-0.07499999999999998
cd4_12h_vs_24h,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,GenePT-only significant,MGST2,0.26588242470284,-0.729438984440692,5.0,18.5,11.0,7.5,0.5,0.675,0.17500000000000004
cd4_12h_vs_24h,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,GenePT-only significant,MGST3,-3.38274928535449,0.344741153767997,21.0,7.0,1.0,15.0,1.0,0.3,-0.7
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,AK3,-1.4373752533523,-2.49430127618147,67.5,60.5,32.5,30.5,0.6460674157303371,0.6685393258426966,0.022471910112359494
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,CAD,-1.94363050923927,-3.25045897396987,77.5,73.0,19.5,18.0,0.7921348314606742,0.8089887640449438,0.016853932584269593
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,CANT1,-0.944695932261725,-2.13625323193734,58.5,54.5,46.5,36.5,0.4887640449438202,0.601123595505618,0.1123595505617978
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,CMPK1,1.31566596340914,-1.79151207816934,12.0,47.5,40.0,43.5,0.5617977528089888,0.5224719101123596,-0.0393258426966292
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,CMPK2,-0.465576577733508,-0.836715525117369,51.0,29.5,60.0,62.5,0.33707865168539325,0.3089887640449438,-0.02808988764044945
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,CTPS1,-1.4373752533523,-2.86569221637803,67.5,65.5,32.5,25.5,0.6460674157303371,0.7247191011235955,0.0786516853932584
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,CTPS2,0.0,-0.544766133105719,38.0,22.0,81.0,70.0,0.10112359550561797,0.2247191011235955,0.12359550561797752
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,DCK,0.890600439272627,-4.48530363413741,17.5,84.5,53.5,6.5,0.4101123595505618,0.9382022471910112,0.5280898876404494
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,DCTD,0.452052334334022,-3.25045897396987,24.5,73.0,67.5,18.0,0.25280898876404495,0.8089887640449438,0.5561797752808988
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,DHODH,-0.944695932261725,-0.836715525117369,58.5,29.5,46.5,62.5,0.4887640449438202,0.3089887640449438,-0.1797752808988764
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,DPYD,-1.94363050923927,-0.544766133105719,77.5,22.0,19.5,70.0,0.7921348314606742,0.2247191011235955,-0.5674157303370787
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,DTYMK,-2.46347655565504,-2.13625323193734,84.0,54.5,10.0,36.5,0.898876404494382,0.601123595505618,-0.297752808988764
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,DUT,2.88160279722856,-0.544766133105719,3.0,22.0,8.0,70.0,0.9213483146067416,0.2247191011235955,-0.6966292134831461
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,ENTPD1,0.0,0.252952641982712,38.0,5.5,81.0,80.5,0.10112359550561797,0.10674157303370786,0.0056179775280898875
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,ENTPD3,0.0,0.0,38.0,11.5,81.0,86.5,0.10112359550561797,0.03932584269662921,-0.06179775280898876
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,ENTPD4,-1.94363050923927,0.252952641982712,77.5,5.5,19.5,80.5,0.7921348314606742,0.10674157303370786,-0.6853932584269663
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,ENTPD5,-2.46347655565504,-0.836715525117369,84.0,29.5,10.0,62.5,0.898876404494382,0.3089887640449438,-0.5898876404494382
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,ENTPD6,0.0,-0.544766133105719,38.0,22.0,81.0,70.0,0.10112359550561797,0.2247191011235955,0.12359550561797752
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,ITPA,0.0,-3.25045897396987,38.0,73.0,81.0,18.0,0.10112359550561797,0.8089887640449438,0.7078651685393258
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NME1,2.12544509944017,1.50431704084686,5.0,1.0,13.0,47.0,0.8651685393258427,0.48314606741573035,-0.38202247191011235
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NME1-NME2,0.0,0.0,38.0,11.5,81.0,86.5,0.10112359550561797,0.03932584269662921,-0.06179775280898876
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NME2,-1.94363050923927,-0.836715525117369,77.5,29.5,19.5,62.5,0.7921348314606742,0.3089887640449438,-0.4831460674157304
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NME3,1.7272723633527,-1.79151207816934,8.0,47.5,26.0,43.5,0.7191011235955056,0.5224719101123596,-0.196629213483146
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NME4,0.452052334334022,-2.86569221637803,24.5,65.5,67.5,25.5,0.25280898876404495,0.7247191011235955,0.47191011235955055
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NME6,-0.465576577733508,-4.48530363413741,51.0,84.5,60.0,6.5,0.33707865168539325,0.9382022471910112,0.601123595505618
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NME7,-1.94363050923927,-1.14178873473732,77.5,36.0,19.5,56.0,0.7921348314606742,0.38202247191011235,-0.41011235955056186
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NT5C,0.452052334334022,-2.49430127618147,24.5,60.5,67.5,30.5,0.25280898876404495,0.6685393258426966,0.41573033707865165
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NT5C1B,0.0,0.0,38.0,11.5,81.0,86.5,0.10112359550561797,0.03932584269662921,-0.06179775280898876
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NT5C2,-0.944695932261725,0.493055064058463,58.5,2.5,46.5,74.5,0.4887640449438202,0.17415730337078653,-0.3146067415730337
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NT5C3A,0.0,-6.81327932676234,38.0,88.5,81.0,2.5,0.10112359550561797,0.9831460674157303,0.8820224719101123
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NT5E,0.0,-1.79151207816934,38.0,47.5,81.0,43.5,0.10112359550561797,0.5224719101123596,0.4213483146067416
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NT5M,0.0,0.493055064058463,38.0,2.5,81.0,74.5,0.10112359550561797,0.17415730337078653,0.07303370786516855
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,NUDT2,0.890600439272627,-2.86569221637803,17.5,65.5,53.5,25.5,0.4101123595505618,0.7247191011235955,0.3146067415730337
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,PNP,1.31566596340914,-1.79151207816934,12.0,47.5,40.0,43.5,0.5617977528089888,0.5224719101123596,-0.0393258426966292
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,PNPT1,0.452052334334022,-3.25045897396987,24.5,73.0,67.5,18.0,0.25280898876404495,0.8089887640449438,0.5561797752808988
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLA1,-0.944695932261725,-1.79151207816934,58.5,47.5,46.5,43.5,0.4887640449438202,0.5224719101123596,0.03370786516853941
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLA2,-0.465576577733508,-1.79151207816934,51.0,47.5,60.0,43.5,0.33707865168539325,0.5224719101123596,0.18539325842696636
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLD1,-1.94363050923927,-0.836715525117369,77.5,29.5,19.5,62.5,0.7921348314606742,0.3089887640449438,-0.4831460674157304
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLD2,1.31566596340914,-2.13625323193734,12.0,54.5,40.0,36.5,0.5617977528089888,0.601123595505618,0.0393258426966292
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLD3,-0.465576577733508,-0.26588242470284,51.0,17.0,60.0,77.0,0.33707865168539325,0.14606741573033707,-0.19101123595505617
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLD4,-0.944695932261725,-0.26588242470284,58.5,17.0,46.5,77.0,0.4887640449438202,0.14606741573033707,-0.3426966292134831
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLE,1.7272723633527,-1.4600383565275,8.0,41.5,26.0,50.5,0.7191011235955056,0.4438202247191011,-0.2752808988764045
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLE2,-0.944695932261725,-1.4600383565275,58.5,41.5,46.5,50.5,0.4887640449438202,0.4438202247191011,-0.0449438202247191
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLE3,0.452052334334022,-4.48530363413741,24.5,84.5,67.5,6.5,0.25280898876404495,0.9382022471910112,0.6853932584269662
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLE4,0.452052334334022,-7.83938062906507,24.5,90.0,67.5,1.0,0.25280898876404495,1.0,0.747191011235955
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR1A,-1.4373752533523,-1.14178873473732,67.5,36.0,32.5,56.0,0.6460674157303371,0.38202247191011235,-0.26404494382022475
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR1B,-1.94363050923927,-0.836715525117369,77.5,29.5,19.5,62.5,0.7921348314606742,0.3089887640449438,-0.4831460674157304
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR1C,-4.10469328683999,-4.48530363413741,90.0,84.5,1.0,6.5,1.0,0.9382022471910112,-0.061797752808988804
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR1D,-1.4373752533523,-2.13625323193734,67.5,54.5,32.5,36.5,0.6460674157303371,0.601123595505618,-0.0449438202247191
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR1E,0.0,-1.4600383565275,38.0,41.5,81.0,50.5,0.10112359550561797,0.4438202247191011,0.3426966292134831
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2A,-1.4373752533523,-2.49430127618147,67.5,60.5,32.5,30.5,0.6460674157303371,0.6685393258426966,0.022471910112359494
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2C,-2.99692723338063,-6.81327932676234,86.5,88.5,6.5,2.5,0.9382022471910112,0.9831460674157303,0.0449438202247191
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2D,0.0,-2.13625323193734,38.0,54.5,81.0,36.5,0.10112359550561797,0.601123595505618,0.5
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2E,2.12544509944017,-1.14178873473732,5.0,36.0,13.0,56.0,0.8651685393258427,0.38202247191011235,-0.48314606741573035
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2F,-0.465576577733508,-3.64863171005733,51.0,78.5,60.0,12.5,0.33707865168539325,0.8707865168539326,0.5337078651685394
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2G,-1.4373752533523,-4.48530363413741,67.5,84.5,32.5,6.5,0.6460674157303371,0.9382022471910112,0.2921348314606741
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2H,-1.4373752533523,-2.86569221637803,67.5,65.5,32.5,25.5,0.6460674157303371,0.7247191011235955,0.0786516853932584
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2I,0.890600439272627,-1.14178873473732,17.5,36.0,53.5,56.0,0.4101123595505618,0.38202247191011235,-0.02808988764044945
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2J,3.58439199524069,-4.06023811000089,2.0,80.5,3.0,10.5,0.9775280898876404,0.8932584269662921,-0.0842696629213483
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2J2,-0.944695932261725,-3.25045897396987,58.5,73.0,46.5,18.0,0.4887640449438202,0.8089887640449438,0.3202247191011236
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2K,0.452052334334022,-2.13625323193734,24.5,54.5,67.5,36.5,0.25280898876404495,0.601123595505618,0.34831460674157305
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR2L,1.31566596340914,-4.48530363413741,12.0,84.5,40.0,6.5,0.5617977528089888,0.9382022471910112,0.3764044943820224
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR3A,0.890600439272627,-1.4600383565275,17.5,41.5,53.5,50.5,0.4101123595505618,0.4438202247191011,0.0337078651685393
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR3B,0.0,-1.14178873473732,38.0,36.0,81.0,56.0,0.10112359550561797,0.38202247191011235,0.2808988764044944
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR3C,0.452052334334022,-1.4600383565275,24.5,41.5,67.5,50.5,0.25280898876404495,0.4438202247191011,0.19101123595505615
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR3D,0.0,-3.25045897396987,38.0,73.0,81.0,18.0,0.10112359550561797,0.8089887640449438,0.7078651685393258
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR3F,-1.94363050923927,0.0,77.5,11.5,19.5,86.5,0.7921348314606742,0.03932584269662921,-0.752808988764045
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR3G,-1.4373752533523,-0.836715525117369,67.5,29.5,32.5,62.5,0.6460674157303371,0.3089887640449438,-0.3370786516853933
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR3GL,-2.99692723338063,-2.86569221637803,86.5,65.5,6.5,25.5,0.9382022471910112,0.7247191011235955,-0.2134831460674157
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR3H,0.890600439272627,-3.64863171005733,17.5,78.5,53.5,12.5,0.4101123595505618,0.8707865168539326,0.4606741573033708
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,POLR3K,-1.94363050923927,-3.25045897396987,77.5,73.0,19.5,18.0,0.7921348314606742,0.8089887640449438,0.016853932584269593
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,PRIM1,-0.465576577733508,-3.25045897396987,51.0,73.0,60.0,18.0,0.33707865168539325,0.8089887640449438,0.47191011235955055
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,PRIM2,-1.4373752533523,-0.544766133105719,67.5,22.0,32.5,70.0,0.6460674157303371,0.2247191011235955,-0.4213483146067416
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,RRM1,-3.54399545568447,-4.06023811000089,88.5,80.5,4.5,10.5,0.9606741573033708,0.8932584269662921,-0.0674157303370787
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,RRM2,0.0,-0.836715525117369,38.0,29.5,81.0,62.5,0.10112359550561797,0.3089887640449438,0.20786516853932582
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,RRM2B,0.0,0.0,38.0,11.5,81.0,86.5,0.10112359550561797,0.03932584269662921,-0.06179775280898876
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,TK1,0.0,0.0,38.0,11.5,81.0,86.5,0.10112359550561797,0.03932584269662921,-0.06179775280898876
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,TK2,0.0,0.252952641982712,38.0,5.5,81.0,80.5,0.10112359550561797,0.10674157303370786,0.0056179775280898875
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,TXNRD1,-2.46347655565504,-2.86569221637803,84.0,65.5,10.0,25.5,0.898876404494382,0.7247191011235955,-0.1741573033707865
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,TXNRD2,1.7272723633527,-0.544766133105719,8.0,22.0,26.0,70.0,0.7191011235955056,0.2247191011235955,-0.4943820224719101
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,TYMP,3.91586571688254,0.252952641982712,1.0,5.5,2.0,80.5,0.9887640449438202,0.10674157303370786,-0.8820224719101123
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,TYMS,-0.944695932261725,-0.26588242470284,58.5,17.0,46.5,77.0,0.4887640449438202,0.14606741573033707,-0.3426966292134831
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,UCK1,-0.465576577733508,-2.13625323193734,51.0,54.5,60.0,36.5,0.33707865168539325,0.601123595505618,0.26404494382022475
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,UCK2,0.890600439272627,-1.4600383565275,17.5,41.5,53.5,50.5,0.4101123595505618,0.4438202247191011,0.0337078651685393
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,UCKL1,1.31566596340914,-3.25045897396987,12.0,73.0,40.0,18.0,0.5617977528089888,0.8089887640449438,0.247191011235955
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,UMPS,-1.94363050923927,-2.13625323193734,77.5,54.5,19.5,36.5,0.7921348314606742,0.601123595505618,-0.1910112359550562
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,UPB1,0.0,0.0,38.0,11.5,81.0,86.5,0.10112359550561797,0.03932584269662921,-0.06179775280898876
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,UPP1,-3.54399545568447,0.0,88.5,11.5,4.5,86.5,0.9606741573033708,0.03932584269662921,-0.9213483146067416
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,UPRT,2.12544509944017,-0.544766133105719,5.0,22.0,13.0,70.0,0.8651685393258427,0.2247191011235955,-0.6404494382022472
cd4_12h_vs_24h,KEGG_PYRIMIDINE_METABOLISM,Vanilla-only significant,ZNRD1,-1.4373752533523,-2.49430127618147,67.5,60.5,32.5,30.5,0.6460674157303371,0.6685393258426966,0.022471910112359494
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,ABHD3,0.252952641982712,1.47984074160387,24.5,12.5,52.5,13.5,0.45789473684210524,0.868421052631579,0.41052631578947374
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,ABHD4,0.0,-0.29194939201165,51.5,73.5,79.5,62.5,0.1736842105263158,0.3526315789473684,0.1789473684210526
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,ACP6,0.0,-0.597022601631597,51.5,81.0,79.5,49.0,0.1736842105263158,0.49473684210526314,0.32105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,AGK,0.252952641982712,1.26516212952784,24.5,17.0,52.5,18.0,0.45789473684210524,0.8210526315789474,0.3631578947368421
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,AGPAT1,1.13720197081613,0.797718775088431,1.5,29.5,12.5,42.5,0.8789473684210526,0.5631578947368421,-0.3157894736842105
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,AGPAT2,0.493055064058463,-1.24674594506362,12.0,92.5,33.0,23.5,0.6631578947368421,0.7631578947368421,0.10000000000000009
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,AGPAT3,0.252952641982712,-0.915272223421779,24.5,86.5,52.5,35.5,0.45789473684210524,0.6368421052631579,0.17894736842105263
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,AGPAT4,0.0,0.278883708402879,51.5,47.5,79.5,75.5,0.1736842105263158,0.21578947368421053,0.04210526315789473
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,AGPAT5,0.252952641982712,0.278883708402879,24.5,47.5,52.5,75.5,0.45789473684210524,0.21578947368421053,-0.2421052631578947
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CDIPT,-2.13625323193734,0.0,94.5,62.0,2.5,90.0,0.9842105263157894,0.06315789473684211,-0.9210526315789473
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CDS1,0.252952641982712,0.544766133105719,24.5,36.5,52.5,54.5,0.45789473684210524,0.4368421052631579,-0.021052631578947323
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CDS2,-0.26588242470284,-0.597022601631597,72.0,81.0,39.0,49.0,0.6,0.49473684210526314,-0.10526315789473684
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CEPT1,0.252952641982712,-0.597022601631597,24.5,81.0,52.5,49.0,0.45789473684210524,0.49473684210526314,0.0368421052631579
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CHKA,0.0,-0.915272223421779,51.5,86.5,79.5,35.5,0.1736842105263158,0.6368421052631579,0.4631578947368421
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CHKB,-0.26588242470284,1.26516212952784,72.0,17.0,39.0,18.0,0.6,0.8210526315789474,0.2210526315789474
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CHPT1,0.0,1.26516212952784,51.5,17.0,79.5,18.0,0.1736842105263158,0.8210526315789474,0.6473684210526316
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CPNE1,-2.49430127618147,0.278883708402879,96.0,47.5,1.0,75.5,1.0,0.21578947368421053,-0.7842105263157895
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CPNE3,-1.4600383565275,-0.915272223421779,92.5,86.5,4.5,35.5,0.9631578947368421,0.6368421052631579,-0.3263157894736842
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CPNE7,0.493055064058463,1.26516212952784,12.0,17.0,33.0,18.0,0.6631578947368421,0.8210526315789474,0.1578947368421053
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CRLS1,0.720395996422123,-1.94953514307575,7.5,96.0,22.5,5.0,0.7736842105263158,0.9578947368421052,0.1842105263157895
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CSNK2A1,-2.13625323193734,1.68196810392185,94.5,7.5,2.5,8.5,0.9842105263157894,0.9210526315789473,-0.06315789473684208
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CSNK2A2,-0.836715525117369,2.63935209929858,83.5,1.0,18.5,1.0,0.8157894736842105,1.0,0.1842105263157895
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,CSNK2B,0.252952641982712,1.47984074160387,24.5,12.5,52.5,13.5,0.45789473684210524,0.868421052631579,0.41052631578947374
