dataset_index,dataset_gene,match_type,embedding_key
7773,DPF2,exact,DPF2
7774,TIGD3,exact,TIGD3
7775,SLC25A45,exact,SLC25A45
7776,FRMD8,exact,FRMD8
7777,NEAT1,exact,NEAT1
7778,MALAT1,exact,MALAT1
7779,AP000769.2,unmatched,
7780,SCYL1,exact,SCYL1
7781,LTBP3,exact,LTBP3
7782,SSSCA1,official_alias,SSSCA1
7783,FAM89B,exact,FAM89B
7784,EHBP1L1,exact,EHBP1L1
7785,KCNK7,exact,KCNK7
7786,MAP3K11,exact,MAP3K11
7787,PCNX3,exact,PCNX3
7788,SIPA1,exact,SIPA1
7789,RELA,exact,RELA
7790,KAT5,exact,KAT5
7791,RNASEH2C,exact,RNASEH2C
7792,AP5B1,exact,AP5B1
7793,CFL1,exact,CFL1
7794,SNX32,exact,SNX32
7795,MUS81,exact,MUS81
7796,EFEMP2,exact,EFEMP2
7797,CTSW,exact,CTSW
7798,FIBP,exact,FIBP
7799,CCDC85B,exact,CCDC85B
7800,C11orf68,exact,C11orf68
7801,DRAP1,exact,DRAP1
7802,SART1,exact,SART1
7803,EIF1AD,exact,EIF1AD
7804,BANF1,exact,BANF1
7805,SF3B2,exact,SF3B2
7806,AP006287.2,unmatched,
7807,PACS1,exact,PACS1
7808,AP000759.1,unmatched,
7809,KLC2,exact,KLC2
7810,RAB1B,exact,RAB1B
7811,AP001107.1,unmatched,
7812,YIF1A,exact,YIF1A
7813,CD248,exact,CD248
7814,RIN1,exact,RIN1
7815,BRMS1,exact,BRMS1
7816,B4GAT1,exact,B4GAT1
7817,AP001107.9,unmatched,
7818,SLC29A2,exact,SLC29A2
7819,MRPL11,exact,MRPL11
7820,PELI3,exact,PELI3
7821,AP002748.3,unmatched,
7822,DPP3,exact,DPP3
7823,BBS1,exact,BBS1
7824,ZDHHC24,exact,ZDHHC24
7825,CTSF,exact,CTSF
7826,CCS,exact,CCS
7827,RBM14,exact,RBM14
7828,RBM14-RBM4,exact,RBM14-RBM4
7829,RBM4,exact,RBM4
7830,RBM4B,exact,RBM4B
7831,AP001157.1,unmatched,
7832,C11orf80,unmatched,
7833,RCE1,exact,RCE1
7834,PC,exact,PC
7835,LRFN4,exact,LRFN4
7836,SYT12,exact,SYT12
7837,RHOD,exact,RHOD
7838,KDM2A,exact,KDM2A
7839,GRK2,exact,GRK2
7840,ANKRD13D,exact,ANKRD13D
7841,SSH3,exact,SSH3
7842,RAD9A,exact,RAD9A
7843,POLD4,exact,POLD4
7844,AP003419.2,unmatched,
7845,CLCF1,exact,CLCF1
7846,AP003419.3,unmatched,
7847,PPP1CA,exact,PPP1CA
7848,TBC1D10C,exact,TBC1D10C
7849,CARNS1,exact,CARNS1
7850,RPS6KB2,exact,RPS6KB2
7851,RPS6KB2-AS1,unmatched,
7852,CORO1B,exact,CORO1B
7853,CABP4,exact,CABP4
7854,TMEM134,exact,TMEM134
7855,AIP,exact,AIP
7856,PITPNM1,exact,PITPNM1
7857,CDK2AP2,exact,CDK2AP2
7858,GSTP1,exact,GSTP1
7859,NDUFV1,exact,NDUFV1
7860,NUDT8,exact,NUDT8
7861,UNC93B1,exact,UNC93B1
7862,NDUFS8,exact,NDUFS8
7863,TCIRG1,exact,TCIRG1
7864,AP002807.1,unmatched,
7865,CHKA,exact,CHKA
7866,KMT5B,exact,KMT5B
7867,C11orf24,exact,C11orf24
7868,LRP5,exact,LRP5
7869,PPP6R3,exact,PPP6R3
7870,TESMIN,exact,TESMIN
7871,CPT1A,exact,CPT1A
7872,MRPL21,exact,MRPL21
7873,IGHMBP2,exact,IGHMBP2
7874,TPCN2,exact,TPCN2
7875,CCND1,exact,CCND1
7876,ORAOV1,official_alias,ORAOV1
7877,FADD,exact,FADD
7878,PPFIA1,exact,PPFIA1
7879,AP000487.2,unmatched,
7880,AP000487.1,unmatched,
7881,CTTN,exact,CTTN
7882,DHCR7,exact,DHCR7
7883,AP002387.2,unmatched,
7884,NADSYN1,exact,NADSYN1
7885,FAM86C1,official_alias,FAM86C1
7886,AP002495.2,unmatched,
7887,RNF121,exact,RNF121
7888,IL18BP,exact,IL18BP
7889,NUMA1,exact,NUMA1
7890,AP002490.1,unmatched,
7891,LRTOMT,exact,LRTOMT
7892,LAMTOR1,exact,LAMTOR1
7893,ANAPC15,exact,ANAPC15
7894,INPPL1,exact,INPPL1
7895,CLPB,exact,CLPB
7896,AP005019.1,unmatched,
7897,ARAP1,exact,ARAP1
7898,ARAP1-AS2,exact,ARAP1-AS2
7899,STARD10,exact,STARD10
7900,ATG16L2,exact,ATG16L2
7901,FCHSD2,exact,FCHSD2
7902,RELT,exact,RELT
7903,FAM168A,exact,FAM168A
7904,AP000763.3,unmatched,
7905,PLEKHB1,exact,PLEKHB1
7906,RAB6A,exact,RAB6A
7907,MRPL48,exact,MRPL48
7908,COA4,exact,COA4
7909,PAAF1,exact,PAAF1
7910,DNAJB13,exact,DNAJB13
7911,UCP2,exact,UCP2
7912,UCP3,exact,UCP3
7913,C2CD3,exact,C2CD3
7914,PPME1,exact,PPME1
7915,P4HA3,exact,P4HA3
7916,PGM2L1,exact,PGM2L1
7917,LIPT2,exact,LIPT2
7918,POLD3,exact,POLD3
7919,RNF169,exact,RNF169
7920,XRRA1,exact,XRRA1
7921,SPCS2,exact,SPCS2
7922,NEU3,exact,NEU3
7923,ARRB1,exact,ARRB1
7924,RPS3,exact,RPS3
7925,KLHL35,exact,KLHL35
7926,GDPD5,exact,GDPD5
7927,SERPINH1,exact,SERPINH1
7928,UVRAG,exact,UVRAG
7929,THAP12,exact,THAP12
7930,GVQW3,exact,GVQW3
7931,AP002360.3,unmatched,
7932,AP002360.2,unmatched,
7933,AP002360.1,unmatched,
7934,EMSY,exact,EMSY
7935,ACER3,exact,ACER3
7936,CAPN5,exact,CAPN5
7937,PAK1,exact,PAK1
7938,CLNS1A,exact,CLNS1A
7939,AQP11,exact,AQP11
7940,RSF1,exact,RSF1
7941,AAMDC,exact,AAMDC
7942,AP002812.5,unmatched,
7943,INTS4,exact,INTS4
7944,NDUFC2,exact,NDUFC2
7945,ALG8,exact,ALG8
7946,KCTD21-AS1,exact,KCTD21-AS1
7947,KCTD21,exact,KCTD21
7948,USP35,exact,USP35
7949,GAB2,exact,GAB2
7950,AP003086.1,unmatched,
7951,NARS2,exact,NARS2
7952,PRCP,exact,PRCP
7953,DDIAS,exact,DDIAS
7954,RAB30,exact,RAB30
7955,RAB30-AS1,unmatched,
7956,PCF11,exact,PCF11
7957,PCF11-AS1,unmatched,
7958,ANKRD42,exact,ANKRD42
7959,CCDC90B,exact,CCDC90B
7960,AP000446.1,unmatched,
7961,DLG2,exact,DLG2
7962,TMEM126B,exact,TMEM126B
7963,TMEM126A,exact,TMEM126A
7964,CREBZF,exact,CREBZF
7965,CCDC89,exact,CCDC89
7966,SYTL2,exact,SYTL2
7967,PICALM,exact,PICALM
7968,EED,exact,EED
7969,HIKESHI,exact,HIKESHI
7970,CCDC81,exact,CCDC81
7971,ME3,exact,ME3
7972,PRSS23,exact,PRSS23
7973,TMEM135,exact,TMEM135
7974,RAB38,exact,RAB38
7975,CTSC,exact,CTSC
7976,CHORDC1,exact,CHORDC1
7977,SLC36A4,exact,SLC36A4
7978,CEP295,exact,CEP295
7979,TAF1D,exact,TAF1D
7980,C11orf54,exact,C11orf54
7981,MED17,exact,MED17
7982,PANX1,exact,PANX1
7983,MRE11,exact,MRE11
7984,ANKRD49,exact,ANKRD49
7985,FUT4,exact,FUT4
7986,PIWIL4,exact,PIWIL4
7987,CWC15,exact,CWC15
7988,KDM4D,exact,KDM4D
7989,SRSF8,exact,SRSF8
7990,ENDOD1,exact,ENDOD1
7991,AP000787.1,unmatched,
7992,SESN3,exact,SESN3
7993,FAM76B,exact,FAM76B
7994,CEP57,exact,CEP57
7995,MTMR2,exact,MTMR2
7996,MAML2,exact,MAML2
7997,CCDC82,exact,CCDC82
7998,JRKL,exact,JRKL
7999,CEP126,exact,CEP126
8000,BIRC3,exact,BIRC3
8001,BIRC2,exact,BIRC2
8002,TMEM123,exact,TMEM123
8003,AP001830.1,unmatched,
8004,DCUN1D5,exact,DCUN1D5
8005,DYNC2H1,exact,DYNC2H1
8006,PDGFD,exact,PDGFD
8007,CASP4,exact,CASP4
8008,CASP1,exact,CASP1
8009,CARD16,exact,CARD16
8010,MSANTD4,exact,MSANTD4
8011,KBTBD3,exact,KBTBD3
8012,AASDHPPT,exact,AASDHPPT
8013,AP000766.1,unmatched,
8014,CWF19L2,exact,CWF19L2
8015,ALKBH8,exact,ALKBH8
8016,ELMOD1,exact,ELMOD1
8017,SLC35F2,exact,SLC35F2
8018,CUL5,exact,CUL5
8019,AP002433.1,unmatched,
8020,ACAT1,exact,ACAT1
8021,NPAT,exact,NPAT
8022,ATM,exact,ATM
8023,C11orf65,exact,C11orf65
8024,KDELC2,official_alias,KDELC2
8025,EXPH5,exact,EXPH5
8026,DDX10,exact,DDX10
8027,RDX,exact,RDX
8028,FDX1,exact,FDX1
8029,COLCA1,exact,COLCA1
8030,POU2AF1,exact,POU2AF1
8031,LAYN,exact,LAYN
8032,SIK2,exact,SIK2
8033,PPP2R1B,exact,PPP2R1B
8034,ALG9,exact,ALG9
8035,FDXACB1,exact,FDXACB1
8036,C11orf1,unmatched,
8037,DIXDC1,exact,DIXDC1
8038,DLAT,exact,DLAT
8039,NKAPD1,exact,NKAPD1
8040,TIMM8B,exact,TIMM8B
8041,SDHD,exact,SDHD
8042,IL18,exact,IL18
8043,TEX12,exact,TEX12
8044,BCO2,exact,BCO2
8045,PTS,exact,PTS
8046,AP002884.4,unmatched,
8047,AP002884.1,unmatched,
8048,TTC12,exact,TTC12
8049,ZW10,exact,ZW10
8050,USP28,exact,USP28
8051,ZBTB16,exact,ZBTB16
8052,C11orf71,exact,C11orf71
8053,RBM7,exact,RBM7
8054,REXO2,exact,REXO2
8055,CADM1,exact,CADM1
8056,BUD13,exact,BUD13
8057,ZPR1,exact,ZPR1
8058,APOA1,exact,APOA1
8059,SIK3,exact,SIK3
8060,PAFAH1B2,exact,PAFAH1B2
8061,SIDT2,exact,SIDT2
8062,TAGLN,exact,TAGLN
8063,PCSK7,exact,PCSK7
8064,RNF214,exact,RNF214
8065,BACE1,exact,BACE1
8066,BACE1-AS,exact,BACE1-AS
8067,CEP164,exact,CEP164
8068,FXYD2,exact,FXYD2
8069,TMPRSS13,exact,TMPRSS13
8070,IL10RA,exact,IL10RA
8071,SMIM35,exact,SMIM35
8072,JAML,exact,JAML
8073,MPZL3,exact,MPZL3
8074,MPZL2,exact,MPZL2
8075,CD3E,exact,CD3E
8076,CD3D,exact,CD3D
8077,CD3G,exact,CD3G
8078,UBE4A,exact,UBE4A
8079,AP001267.1,unmatched,
8080,ATP5MG,exact,ATP5MG
8081,AP001267.2,unmatched,
8082,KMT2A,exact,KMT2A
8083,AP001267.3,unmatched,
8084,TMEM25,exact,TMEM25
8085,IFT46,exact,IFT46
8086,ARCN1,exact,ARCN1
8087,PHLDB1,exact,PHLDB1
8088,AP002954.1,unmatched,
8089,DDX6,exact,DDX6
8090,AP004609.3,unmatched,
8091,CXCR5,exact,CXCR5
8092,AP004609.1,unmatched,
8093,BCL9L,exact,BCL9L
8094,UPK2,exact,UPK2
8095,AP003392.4,unmatched,
8096,CCDC84,official_alias,CCDC84
8097,AP003392.1,unmatched,
8098,RPS25,exact,RPS25
8099,TRAPPC4,exact,TRAPPC4
8100,SLC37A4,exact,SLC37A4
8101,HYOU1,exact,HYOU1
8102,AP003392.5,unmatched,
8103,AP003392.6,unmatched,
8104,VPS11,exact,VPS11
8105,HMBS,exact,HMBS
8106,H2AFX,official_alias,H2AFX
8107,DPAGT1,exact,DPAGT1
8108,C2CD2L,exact,C2CD2L
8109,HINFP,exact,HINFP
8110,NLRX1,exact,NLRX1
8111,CCDC153,exact,CCDC153
8112,CBL,exact,CBL
8113,MCAM,exact,MCAM
8114,RNF26,exact,RNF26
8115,NECTIN1,exact,NECTIN1
8116,OAF,exact,OAF
8117,ARHGEF12,exact,ARHGEF12
8118,AP004147.1,unmatched,
8119,TBCEL,exact,TBCEL
8120,SC5D,exact,SC5D
8121,AP000977.1,unmatched,
8122,SORL1,exact,SORL1
8123,UBASH3B,exact,UBASH3B
8124,CRTAM,exact,CRTAM
8125,JHY,exact,JHY
8126,HSPA8,exact,HSPA8
8127,CLMP,exact,CLMP
8128,GRAMD1B,exact,GRAMD1B
8129,ZNF202,exact,ZNF202
8130,VWA5A,exact,VWA5A
8131,TBRG1,exact,TBRG1
8132,SIAE,exact,SIAE
8133,SPA17,exact,SPA17
8134,NRGN,exact,NRGN
8135,VSIG2,exact,VSIG2
8136,AP000866.2,unmatched,
8137,MSANTD2,exact,MSANTD2
8138,AP000866.1,unmatched,
8139,ROBO3,exact,ROBO3
8140,CCDC15,exact,CCDC15
8141,SLC37A2,exact,SLC37A2
8142,TMEM218,exact,TMEM218
8143,FEZ1,exact,FEZ1
8144,EI24,exact,EI24
8145,STT3A,exact,STT3A
8146,CHEK1,exact,CHEK1
8147,HYLS1,exact,HYLS1
8148,PUS3,exact,PUS3
8149,DDX25,exact,DDX25
8150,CDON,exact,CDON
8151,RPUSD4,exact,RPUSD4
8152,AP001893.1,unmatched,
8153,FAM118B,exact,FAM118B
8154,SRPRA,exact,SRPRA
8155,FOXRED1,exact,FOXRED1
8156,TIRAP,exact,TIRAP
8157,AP001318.2,unmatched,
8158,DCPS,exact,DCPS
8159,GSEC,unmatched,
8160,ST3GAL4,exact,ST3GAL4
8161,ETS1,exact,ETS1
8162,FLI1,exact,FLI1
8163,SENCR,exact,SENCR
8164,KCNJ5,exact,KCNJ5
8165,ARHGAP32,exact,ARHGAP32
8166,TMEM45B,exact,TMEM45B
8167,NFRKB,exact,NFRKB
8168,PRDM10,exact,PRDM10
8169,APLP2,exact,APLP2
8170,ZBTB44,exact,ZBTB44
8171,AP002986.1,unmatched,
8172,LINC02551,exact,LINC02551
8173,AP003486.1,unmatched,
8174,SNX19,exact,SNX19
8175,IGSF9B,exact,IGSF9B
8176,AP000911.1,unmatched,
8177,AP000911.2,unmatched,
8178,JAM3,exact,JAM3
8179,NCAPD3,exact,NCAPD3
8180,VPS26B,exact,VPS26B
8181,THYN1,exact,THYN1
8182,ACAD8,exact,ACAD8
8183,GLB1L3,exact,GLB1L3
8184,GLB1L2,exact,GLB1L2
8185,B3GAT1,exact,B3GAT1
8186,ZMYND11,exact,ZMYND11
8187,DIP2C,exact,DIP2C
8188,LARP4B,exact,LARP4B
8189,GTPBP4,exact,GTPBP4
8190,IDI2,exact,IDI2
8191,IDI2-AS1,exact,IDI2-AS1
8192,IDI1,exact,IDI1
8193,WDR37,exact,WDR37
8194,ADARB2,exact,ADARB2
8195,PFKP,exact,PFKP
8196,PITRM1,exact,PITRM1
8197,KLF6,exact,KLF6
8198,AKR1E2,exact,AKR1E2
8199,AKR1C1,exact,AKR1C1
8200,AKR1C3,exact,AKR1C3
8201,NET1,exact,NET1
8202,ASB13,exact,ASB13
8203,FAM208B,official_alias,FAM208B
8204,AL365356.1,unmatched,
8205,GDI2,exact,GDI2
8206,AL596094.1,unmatched,
8207,ANKRD16,exact,ANKRD16
8208,FBH1,exact,FBH1
8209,AL137186.2,unmatched,
8210,IL15RA,exact,IL15RA
8211,IL2RA,exact,IL2RA
8212,RBM17,exact,RBM17
8213,PFKFB3,exact,PFKFB3
8214,AL137145.2,unmatched,
8215,AL137145.1,unmatched,
8216,PRKCQ,exact,PRKCQ
8217,AL158210.1,unmatched,
8218,SFMBT2,exact,SFMBT2
8219,ITIH5,exact,ITIH5
8220,KIN,exact,KIN
8221,ATP5F1C,exact,ATP5F1C
8222,TAF3,exact,TAF3
8223,GATA3,exact,GATA3
8224,GATA3-AS1,exact,GATA3-AS1
8225,CELF2,exact,CELF2
8226,CELF2-AS1,exact,CELF2-AS1
8227,USP6NL,exact,USP6NL
8228,ECHDC3,exact,ECHDC3
8229,PROSER2,exact,PROSER2
8230,UPF2,exact,UPF2
8231,DHTKD1,exact,DHTKD1
8232,SEC61A2,exact,SEC61A2
8233,NUDT5,exact,NUDT5
8234,CDC123,exact,CDC123
8235,AL512770.1,unmatched,
8236,CAMK1D,exact,CAMK1D
8237,CCDC3,exact,CCDC3
8238,OPTN,exact,OPTN
8239,PHYH,exact,PHYH
8240,SEPHS1,exact,SEPHS1
8241,BEND7,exact,BEND7
8242,PRPF18,exact,PRPF18
8243,AL157392.5,unmatched,
8244,FRMD4A,unmatched,
8245,AL157392.4,unmatched,
8246,FAM107B,exact,FAM107B
8247,CDNF,exact,CDNF
8248,HSPA14,exact,HSPA14
8249,HSPA14.1,unmatched,
8250,AC069544.1,unmatched,
8251,SUV39H2,exact,SUV39H2
8252,DCLRE1C,exact,DCLRE1C
8253,MEIG1,exact,MEIG1
8254,RPP38,exact,RPP38
8255,NMT2,exact,NMT2
8256,FAM171A1,exact,FAM171A1
8257,MINDY3,exact,MINDY3
8258,PTER,exact,PTER
8259,RSU1,exact,RSU1
8260,CUBN,exact,CUBN
8261,AC067747.1,unmatched,
8262,TRDMT1,exact,TRDMT1
8263,VIM-AS1,exact,VIM-AS1
8264,VIM,exact,VIM
8265,AL133415.1,unmatched,
8266,ST8SIA6,exact,ST8SIA6
8267,HACD1,exact,HACD1
8268,STAM-AS1,unmatched,
8269,STAM,exact,STAM
8270,TMEM236,exact,TMEM236
8271,CACNB2,exact,CACNB2
8272,AL450384.2,unmatched,
8273,NSUN6,exact,NSUN6
8274,ARL5B,exact,ARL5B
8275,MLLT10,exact,MLLT10
8276,DNAJC1,exact,DNAJC1
8277,COMMD3,exact,COMMD3
8278,BMI1,exact,BMI1
8279,AL158211.4,unmatched,
8280,PIP4K2A,exact,PIP4K2A
8281,MSRB2,exact,MSRB2
8282,AL606469.1,unmatched,
8283,OTUD1,exact,OTUD1
8284,ARHGAP21,exact,ARHGAP21
8285,PRTFDC1,exact,PRTFDC1
8286,AL512598.1,unmatched,
8287,THNSL1,exact,THNSL1
8288,APBB1IP,exact,APBB1IP
8289,PDSS1,exact,PDSS1
8290,ABI1,exact,ABI1
8291,ANKRD26,exact,ANKRD26
8292,YME1L1,exact,YME1L1
8293,MASTL,exact,MASTL
8294,ACBD5,exact,ACBD5
8295,RAB18,exact,RAB18
8296,MPP7,exact,MPP7
8297,AC022021.1,unmatched,
8298,WAC-AS1,unmatched,
8299,WAC,exact,WAC
8300,SVIL,exact,SVIL
8301,MTPAP,exact,MTPAP
8302,MAP3K8,exact,MAP3K8
8303,ZNF438,exact,ZNF438
8304,ZEB1-AS1,exact,ZEB1-AS1
8305,ZEB1,exact,ZEB1
8306,ARHGAP12,exact,ARHGAP12
8307,KIF5B,exact,KIF5B
8308,EPC1,exact,EPC1
8309,CCDC7,exact,CCDC7
8310,AL365203.2,unmatched,
8311,ITGB1,exact,ITGB1
8312,ITGB1-DT,exact,ITGB1-DT
8313,CUL2,exact,CUL2
8314,CREM,exact,CREM
8315,CCNY,exact,CCNY
8316,AL117336.3,unmatched,
8317,AL132657.1,unmatched,
8318,ZNF248,exact,ZNF248
8319,AL135791.1,unmatched,
8320,ZNF25,exact,ZNF25
8321,ZNF33A,exact,ZNF33A
8322,ZNF37A,exact,ZNF37A
8323,AL117339.5,unmatched,
8324,ZNF33B,exact,ZNF33B
8325,BMS1,exact,BMS1
8326,AC010864.1,unmatched,
8327,CSGALNACT2,exact,CSGALNACT2
8328,RASGEF1A,exact,RASGEF1A
8329,HNRNPF,exact,HNRNPF
8330,AL450326.1,unmatched,
8331,ZNF487,exact,ZNF487
8332,ZNF239,exact,ZNF239
8333,ZNF485,exact,ZNF485
8334,ZNF32,exact,ZNF32
8335,C10orf25,official_alias,C10orf25
8336,ZNF22,exact,ZNF22
8337,ALOX5,exact,ALOX5
8338,MARCH8,official_alias,MARCH8
8339,ZFAND4,exact,ZFAND4
8340,WASHC2C,exact,WASHC2C
8341,AGAP4,exact,AGAP4
8342,TIMM23,exact,TIMM23
8343,NCOA4,exact,NCOA4
8344,SYT15,exact,SYT15
8345,AL356056.1,unmatched,
8346,PTPN20,exact,PTPN20
8347,GDF10,exact,GDF10
8348,AGAP9,exact,AGAP9
8349,MAPK8,exact,MAPK8
8350,ARHGAP22,exact,ARHGAP22
8351,VSTM4,exact,VSTM4
8352,TMEM273,exact,TMEM273
8353,ERCC6,exact,ERCC6
8354,PARG,exact,PARG
8355,TIMM23B,exact,TIMM23B
8356,LINC00843,official_alias,LINC00843
8357,AGAP6,exact,AGAP6
8358,WASHC2A,exact,WASHC2A
8359,ASAH2,exact,ASAH2
8360,SGMS1,exact,SGMS1
8361,SGMS1-AS1,unmatched,
8362,ASAH2B,exact,ASAH2B
8363,CSTF2T,exact,CSTF2T
8364,ZWINT,exact,ZWINT
8365,IPMK,exact,IPMK
8366,CISD1,exact,CISD1
8367,UBE2D1,exact,UBE2D1
8368,TFAM,exact,TFAM
8369,CCDC6,exact,CCDC6
8370,ANK3,exact,ANK3
8371,CDK1,exact,CDK1
8372,ARID5B,exact,ARID5B
8373,RTKN2,exact,RTKN2
8374,ADO,exact,ADO
8375,NRBF2,exact,NRBF2
8376,JMJD1C,exact,JMJD1C
8377,JMJD1C-AS1,exact,JMJD1C-AS1
8378,REEP3,exact,REEP3
8379,AL133551.1,unmatched,
8380,SIRT1,exact,SIRT1
8381,HERC4,exact,HERC4
8382,PBLD,exact,PBLD
8383,HNRNPH3,exact,HNRNPH3
8384,RUFY2,exact,RUFY2
8385,DNA2,exact,DNA2
8386,SLC25A16,exact,SLC25A16
8387,TET1,exact,TET1
8388,CCAR1,exact,CCAR1
8389,DDX50,exact,DDX50
8390,DDX21,exact,DDX21
8391,KIF1BP,official_alias,KIF1BP
8392,SRGN,exact,SRGN
8393,VPS26A,exact,VPS26A
8394,SUPV3L1,exact,SUPV3L1
8395,HKDC1,exact,HKDC1
8396,HK1,exact,HK1
8397,TSPAN15,exact,TSPAN15
8398,AL450311.2,unmatched,
8399,FAM241B,exact,FAM241B
8400,H2AFY2,official_alias,H2AFY2
8401,AIFM2,exact,AIFM2
8402,TYSND1,exact,TYSND1
8403,SAR1A,exact,SAR1A
8404,PPA1,exact,PPA1
8405,LRRC20,exact,LRRC20
8406,EIF4EBP2,exact,EIF4EBP2
8407,PRF1,exact,PRF1
8408,SGPL1,exact,SGPL1
8409,PCBD1,exact,PCBD1
8410,SLC29A3,exact,SLC29A3
8411,CDH23,exact,CDH23
8412,VSIR,exact,VSIR
8413,PSAP,exact,PSAP
8414,SPOCK2,exact,SPOCK2
8415,ASCC1,exact,ASCC1
8416,ANAPC16,exact,ANAPC16
8417,DDIT4,exact,DDIT4
8418,DNAJB12,exact,DNAJB12
8419,MICU1,exact,MICU1
8420,MCU,exact,MCU
8421,P4HA1,exact,P4HA1
8422,AL731563.3,unmatched,
8423,NUDT13,exact,NUDT13
8424,AC016394.2,unmatched,
8425,ECD,exact,ECD
8426,FAM149B1,exact,FAM149B1
8427,DNAJC9,exact,DNAJC9
8428,DNAJC9-AS1,unmatched,
8429,MRPS16,exact,MRPS16
8430,AC016394.1,unmatched,
8431,CFAP70,exact,CFAP70
8432,ANXA7,exact,ANXA7
8433,MSS51,exact,MSS51
8434,PPP3CB,exact,PPP3CB
8435,USP54,exact,USP54
8436,AC073389.1,unmatched,
8437,SYNPO2L,exact,SYNPO2L
8438,AGAP5,exact,AGAP5
8439,AC022400.6,unmatched,
8440,SEC24C,exact,SEC24C
8441,FUT11,exact,FUT11
8442,CHCHD1,exact,CHCHD1
8443,ZSWIM8,exact,ZSWIM8
8444,AC022400.7,unmatched,
8445,NDST2,exact,NDST2
8446,CAMK2G,exact,CAMK2G
8447,VCL,exact,VCL
8448,AP3M1,exact,AP3M1
8449,ADK,exact,ADK
8450,KAT6B,exact,KAT6B
8451,SAMD8,exact,SAMD8
8452,VDAC2,exact,VDAC2
8453,COMTD1,exact,COMTD1
8454,DLG5,exact,DLG5
8455,POLR3A,exact,POLR3A
8456,RPS24,exact,RPS24
8457,ZMIZ1,exact,ZMIZ1
8458,PPIF,exact,PPIF
8459,ZCCHC24,exact,ZCCHC24
8460,EIF5AL1,exact,EIF5AL1
8461,AL132656.2,unmatched,
8462,NUTM2B-AS1,exact,NUTM2B-AS1
8463,AL135925.1,unmatched,
8464,TMEM254-AS1,unmatched,
8465,TMEM254,exact,TMEM254
8466,PLAC9,exact,PLAC9
8467,ANXA11,exact,ANXA11
8468,FAM213A,official_alias,FAM213A
8469,TSPAN14,exact,TSPAN14
8470,AC021028.1,unmatched,
8471,GHITM,exact,GHITM
8472,CCSER2,exact,CCSER2
8473,WAPL,exact,WAPL
8474,AL731569.1,unmatched,
8475,AC067750.1,unmatched,
8476,BMPR1A,exact,BMPR1A
8477,GLUD1,exact,GLUD1
8478,SHLD2,exact,SHLD2
8479,NUTM2A-AS1,exact,NUTM2A-AS1
8480,MINPP1,exact,MINPP1
8481,PAPSS2,exact,PAPSS2
8482,ATAD1,exact,ATAD1
8483,KLLN,exact,KLLN
8484,PTEN,exact,PTEN
8485,RNLS,exact,RNLS
8486,STAMBPL1,exact,STAMBPL1
8487,ACTA2-AS1,exact,ACTA2-AS1
8488,ACTA2,exact,ACTA2
8489,FAS,exact,FAS
8490,LIPA,exact,LIPA
8491,IFIT2,exact,IFIT2
8492,IFIT3,exact,IFIT3
8493,IFIT1,exact,IFIT1
8494,IFIT5,exact,IFIT5
8495,PANK1,exact,PANK1
8496,KIF20B,exact,KIF20B
8497,LINC00865,exact,LINC00865
8498,RPP30,exact,RPP30
8499,PCGF5,exact,PCGF5
8500,HECTD2,exact,HECTD2
8501,TNKS2,exact,TNKS2
8502,FGFBP3,exact,FGFBP3
8503,AL359198.1,unmatched,
8504,BTAF1,exact,BTAF1
8505,CPEB3,exact,CPEB3
8506,MARCH5,unmatched,
8507,IDE,exact,IDE
8508,KIF11,exact,KIF11
8509,HHEX,exact,HHEX
8510,EXOC6,exact,EXOC6
8511,FRA10AC1,exact,FRA10AC1
8512,SLC35G1,exact,SLC35G1
8513,PLCE1,exact,PLCE1
8514,NOC3L,exact,NOC3L
8515,HELLS,exact,HELLS
8516,PDLIM1,exact,PDLIM1
8517,ALDH18A1,exact,ALDH18A1
8518,TCTN3,exact,TCTN3
8519,ENTPD1,exact,ENTPD1
8520,ENTPD1-AS1,exact,ENTPD1-AS1
8521,CCNJ,exact,CCNJ
8522,ZNF518A,exact,ZNF518A
8523,TM9SF3,exact,TM9SF3
8524,PIK3AP1,exact,PIK3AP1
8525,LCOR,exact,LCOR
8526,SLIT1,exact,SLIT1
8527,ARHGAP19,exact,ARHGAP19
8528,FRAT1,exact,FRAT1
8529,FRAT2,exact,FRAT2
8530,RRP12,exact,RRP12
8531,PGAM1,exact,PGAM1
8532,EXOSC1,exact,EXOSC1
8533,ZDHHC16,exact,ZDHHC16
8534,MMS19,exact,MMS19
8535,UBTD1,exact,UBTD1
8536,MORN4,exact,MORN4
8537,PI4K2A,exact,PI4K2A
8538,AVPI1,exact,AVPI1
8539,MARVELD1,exact,MARVELD1
8540,ZFYVE27,exact,ZFYVE27
8541,SFRP5,exact,SFRP5
8542,GOLGA7B,exact,GOLGA7B
8543,R3HCC1L,exact,R3HCC1L
8544,AL139241.1,unmatched,
8545,PYROXD2,exact,PYROXD2
8546,HPS1,exact,HPS1
8547,CNNM1,exact,CNNM1
8548,GOT1,exact,GOT1
8549,AL391684.1,unmatched,
8550,SLC25A28,exact,SLC25A28
8551,ENTPD7,exact,ENTPD7
8552,CUTC,exact,CUTC
8553,COX15,exact,COX15
8554,ABCC2,exact,ABCC2
8555,DNMBP,exact,DNMBP
8556,ERLIN1,exact,ERLIN1
8557,CHUK,exact,CHUK
