dataset_index,dataset_gene,match_type,embedding_key
0,AL627309.1,unmatched,
1,AL669831.5,unmatched,
2,LINC00115,exact,LINC00115
3,FAM41C,exact,FAM41C
4,AL645608.3,unmatched,
5,NOC2L,exact,NOC2L
6,KLHL17,exact,KLHL17
7,PLEKHN1,exact,PLEKHN1
8,ISG15,exact,ISG15
9,AGRN,exact,AGRN
10,C1orf159,exact,C1orf159
11,TNFRSF18,exact,TNFRSF18
12,TNFRSF4,exact,TNFRSF4
13,SDF4,exact,SDF4
14,B3GALT6,exact,B3GALT6
15,C1QTNF12,exact,C1QTNF12
16,AL162741.1,unmatched,
17,UBE2J2,exact,UBE2J2
18,LINC01786,exact,LINC01786
19,SCNN1D,exact,SCNN1D
20,ACAP3,exact,ACAP3
21,PUSL1,exact,PUSL1
22,INTS11,exact,INTS11
23,CPTP,exact,CPTP
24,DVL1,exact,DVL1
25,MXRA8,exact,MXRA8
26,AURKAIP1,exact,AURKAIP1
27,CCNL2,exact,CCNL2
28,MRPL20,exact,MRPL20
29,AL391244.3,unmatched,
30,ATAD3C,exact,ATAD3C
31,ATAD3B,exact,ATAD3B
32,ATAD3A,exact,ATAD3A
33,TMEM240,exact,TMEM240
34,SSU72,exact,SSU72
35,AL645728.1,unmatched,
36,FNDC10,exact,FNDC10
37,AL691432.2,unmatched,
38,MIB2,exact,MIB2
39,MMP23B,exact,MMP23B
40,CDK11B,exact,CDK11B
41,FO704657.1,unmatched,
42,SLC35E2B,exact,SLC35E2B
43,CDK11A,exact,CDK11A
44,SLC35E2A,exact,SLC35E2A
45,NADK,exact,NADK
46,GNB1,exact,GNB1
47,AL109917.1,unmatched,
48,CFAP74,exact,CFAP74
49,GABRD,exact,GABRD
50,PRKCZ,exact,PRKCZ
51,AL590822.2,unmatched,
52,PRKCZ-AS1,exact,PRKCZ-AS1
53,FAAP20,exact,FAAP20
54,SKI,exact,SKI
55,MORN1,exact,MORN1
56,RER1,exact,RER1
57,PEX10,exact,PEX10
58,PLCH2,exact,PLCH2
59,PANK4,exact,PANK4
60,AL139246.5,unmatched,
61,TNFRSF14-AS1,exact,TNFRSF14-AS1
62,TNFRSF14,exact,TNFRSF14
63,AL139246.3,unmatched,
64,FAM213B,official_alias,FAM213B
65,MMEL1,exact,MMEL1
66,TTC34,exact,TTC34
67,MEGF6,exact,MEGF6
68,AL513320.1,unmatched,
69,TPRG1L,exact,TPRG1L
70,WRAP73,exact,WRAP73
71,TP73,exact,TP73
72,SMIM1,exact,SMIM1
73,LRRC47,exact,LRRC47
74,CEP104,exact,CEP104
75,DFFB,exact,DFFB
76,C1orf174,exact,C1orf174
77,LINC01134,exact,LINC01134
78,AJAP1,exact,AJAP1
79,AL365255.1,unmatched,
80,NPHP4,exact,NPHP4
81,KCNAB2,exact,KCNAB2
82,RPL22,exact,RPL22
83,ICMT,exact,ICMT
84,GPR153,exact,GPR153
85,ACOT7,exact,ACOT7
86,AL031848.2,unmatched,
87,HES2,exact,HES2
88,ESPN,exact,ESPN
89,TNFRSF25,exact,TNFRSF25
90,PLEKHG5,exact,PLEKHG5
91,NOL9,exact,NOL9
92,ZBTB48,exact,ZBTB48
93,KLHL21,exact,KLHL21
94,PHF13,exact,PHF13
95,THAP3,exact,THAP3
96,DNAJC11,exact,DNAJC11
97,AL591163.1,unmatched,
98,CAMTA1-DT,exact,CAMTA1-DT
99,CAMTA1,exact,CAMTA1
100,VAMP3,exact,VAMP3
101,PER3,exact,PER3
102,Z98884.1,unmatched,
103,TNFRSF9,exact,TNFRSF9
104,PARK7,exact,PARK7
105,AL034417.4,unmatched,
106,AL034417.3,unmatched,
107,ERRFI1,exact,ERRFI1
108,SLC45A1,exact,SLC45A1
109,RERE,exact,RERE
110,AL096855.1,unmatched,
111,ENO1,exact,ENO1
112,ENO1-AS1,exact,ENO1-AS1
113,CA6,exact,CA6
114,GPR157,exact,GPR157
115,H6PD,exact,H6PD
116,SPSB1,exact,SPSB1
117,SLC25A33,exact,SLC25A33
118,TMEM201,exact,TMEM201
119,PIK3CD,exact,PIK3CD
120,PIK3CD-AS1,exact,PIK3CD-AS1
121,PIK3CD-AS2,exact,PIK3CD-AS2
122,CLSTN1,exact,CLSTN1
123,CTNNBIP1,exact,CTNNBIP1
124,LZIC,exact,LZIC
125,NMNAT1,exact,NMNAT1
126,UBE4B,exact,UBE4B
127,KIF1B,exact,KIF1B
128,AL139424.3,unmatched,
129,PGD,exact,PGD
130,CENPS,exact,CENPS
131,DFFA,exact,DFFA
132,AL354956.1,unmatched,
133,PEX14,exact,PEX14
134,CASZ1,exact,CASZ1
135,TARDBP,exact,TARDBP
136,AL109811.3,unmatched,
137,SRM,exact,SRM
138,EXOSC10,exact,EXOSC10
139,AL109811.1,unmatched,
140,MTOR,exact,MTOR
141,UBIAD1,exact,UBIAD1
142,AL031731.1,unmatched,
143,FBXO2,exact,FBXO2
144,FBXO44,exact,FBXO44
145,FBXO6,exact,FBXO6
146,MAD2L2,exact,MAD2L2
147,DRAXIN,exact,DRAXIN
148,AGTRAP,exact,AGTRAP
149,MTHFR,exact,MTHFR
150,CLCN6,exact,CLCN6
151,NPPA-AS1,unmatched,
152,KIAA2013,exact,KIAA2013
153,PLOD1,exact,PLOD1
154,MFN2,exact,MFN2
155,MIIP,exact,MIIP
156,TNFRSF1B,exact,TNFRSF1B
157,VPS13D,exact,VPS13D
158,DHRS3,exact,DHRS3
159,PRDM2,exact,PRDM2
160,EFHD2,exact,EFHD2
161,CASP9,exact,CASP9
162,DNAJC16,exact,DNAJC16
163,AL121992.3,unmatched,
164,AGMAT,exact,AGMAT
165,AL121992.1,unmatched,
166,DDI2,exact,DDI2
167,PLEKHM2,exact,PLEKHM2
168,SLC25A34,exact,SLC25A34
169,FBLIM1,exact,FBLIM1
170,UQCRHL,exact,UQCRHL
171,AL450998.2,unmatched,
172,SPEN,exact,SPEN
173,ZBTB17,exact,ZBTB17
174,ARHGEF19,exact,ARHGEF19
175,CPLANE2,exact,CPLANE2
176,FBXO42,exact,FBXO42
177,SZRD1,exact,SZRD1
178,SPATA21,exact,SPATA21
179,NECAP2,exact,NECAP2
180,LINC01772,exact,LINC01772
181,AL137802.2,unmatched,
182,NBPF1,exact,NBPF1
183,CROCC,exact,CROCC
184,BX284668.5,unmatched,
185,BX284668.6,unmatched,
186,ATP13A2,exact,ATP13A2
187,SDHB,exact,SDHB
188,PADI4,exact,PADI4
189,RCC2,exact,RCC2
190,ALDH4A1,exact,ALDH4A1
191,IFFO2,exact,IFFO2
192,UBR4,exact,UBR4
193,AL035413.1,unmatched,
194,EMC1,exact,EMC1
195,MRTO4,exact,MRTO4
196,AKR7A2,exact,AKR7A2
197,PQLC2,official_alias,PQLC2
198,CAPZB,exact,CAPZB
199,MINOS1,official_alias,MINOS1
200,NBL1,exact,NBL1
201,TMCO4,exact,TMCO4
202,OTUD3,exact,OTUD3
203,UBXN10-AS1,official_alias,UBXN10-AS1
204,CAMK2N1,exact,CAMK2N1
205,MUL1,exact,MUL1
206,PINK1,exact,PINK1
207,PINK1-AS,exact,PINK1-AS
208,DDOST,exact,DDOST
209,HP1BP3,exact,HP1BP3
210,EIF4G3,exact,EIF4G3
211,ECE1,exact,ECE1
212,AL031728.1,unmatched,
213,NBPF3,exact,NBPF3
214,USP48,exact,USP48
215,HSPG2,exact,HSPG2
216,LINC01635,exact,LINC01635
217,CDC42,exact,CDC42
218,ZBTB40,exact,ZBTB40
219,KDM1A,exact,KDM1A
220,LUZP1,exact,LUZP1
221,LINC01355,exact,LINC01355
222,AL109936.6,unmatched,
223,HNRNPR,exact,HNRNPR
224,ZNF436,exact,ZNF436
225,ZNF436-AS1,exact,ZNF436-AS1
226,TCEA3,exact,TCEA3
227,ID3,exact,ID3
228,MDS2,exact,MDS2
229,RPL11,exact,RPL11
230,ELOA,exact,ELOA
231,ELOA-AS1,exact,ELOA-AS1
232,PITHD1,exact,PITHD1
233,LYPLA2,exact,LYPLA2
234,GALE,exact,GALE
235,HMGCL,exact,HMGCL
236,FUCA1,exact,FUCA1
237,CNR2,exact,CNR2
238,PNRC2,exact,PNRC2
239,SRSF10,exact,SRSF10
240,IFNLR1,exact,IFNLR1
241,STPG1,exact,STPG1
242,NIPAL3,exact,NIPAL3
243,RCAN3,exact,RCAN3
244,AL445686.2,unmatched,
245,SRRM1,exact,SRRM1
246,RUNX3,exact,RUNX3
247,SYF2,exact,SYF2
248,AL031432.5,unmatched,
249,RSRP1,exact,RSRP1
250,RHD,exact,RHD
251,TMEM50A,exact,TMEM50A
252,MACO1,exact,MACO1
253,LDLRAP1,exact,LDLRAP1
254,AL606491.1,unmatched,
255,MAN1C1,exact,MAN1C1
256,AL031280.1,unmatched,
257,SELENON,exact,SELENON
258,AL020996.1,unmatched,
259,MTFR1L,exact,MTFR1L
260,PAQR7,exact,PAQR7
261,STMN1,exact,STMN1
262,PAFAH2,exact,PAFAH2
263,SLC30A2,exact,SLC30A2
264,PDIK1L,exact,PDIK1L
265,ZNF593,exact,ZNF593
266,CNKSR1,exact,CNKSR1
267,CEP85,exact,CEP85
268,SH3BGRL3,exact,SH3BGRL3
269,UBXN11,exact,UBXN11
270,CD52,exact,CD52
271,CRYBG2,exact,CRYBG2
272,ZNF683,exact,ZNF683
273,DHDDS,exact,DHDDS
274,AL513365.2,unmatched,
275,HMGN2,exact,HMGN2
276,RPS6KA1,exact,RPS6KA1
277,AL512408.1,unmatched,
278,ARID1A,exact,ARID1A
279,PIGV,exact,PIGV
280,ZDHHC18,exact,ZDHHC18
281,GPN2,exact,GPN2
282,GPATCH3,exact,GPATCH3
283,NUDC,exact,NUDC
284,KDF1,exact,KDF1
285,SLC9A1,exact,SLC9A1
286,WDTC1,exact,WDTC1
287,TMEM222,exact,TMEM222
288,SYTL1,exact,SYTL1
289,MAP3K6,exact,MAP3K6
290,WASF2,exact,WASF2
291,BX293535.1,unmatched,
292,AHDC1,exact,AHDC1
293,FGR,exact,FGR
294,IFI6,exact,IFI6
295,FAM76A,exact,FAM76A
296,STX12,exact,STX12
297,PPP1R8,exact,PPP1R8
298,THEMIS2,exact,THEMIS2
299,RPA2,exact,RPA2
300,XKR8,exact,XKR8
301,EYA3,exact,EYA3
302,PTAFR,exact,PTAFR
303,DNAJC8,exact,DNAJC8
304,ATP5IF1,exact,ATP5IF1
305,AL353622.1,unmatched,
306,SESN2,exact,SESN2
307,MED18,exact,MED18
308,PHACTR4,exact,PHACTR4
309,RCC1,exact,RCC1
310,TRNAU1AP,exact,TRNAU1AP
311,SNHG12,exact,SNHG12
312,TAF12,exact,TAF12
313,RAB42,exact,RAB42
314,LINC01715,unmatched,
315,GMEB1,exact,GMEB1
316,YTHDF2,exact,YTHDF2
317,OPRD1,exact,OPRD1
318,EPB41,exact,EPB41
319,SRSF4,exact,SRSF4
320,MECR,exact,MECR
321,MATN1-AS1,exact,MATN1-AS1
322,LAPTM5,exact,LAPTM5
323,PUM1,exact,PUM1
324,SNRNP40,exact,SNRNP40
325,ZCCHC17,exact,ZCCHC17
326,FABP3,exact,FABP3
327,PEF1,exact,PEF1
328,AC114488.3,unmatched,
329,AL136115.2,unmatched,
330,PTP4A2,exact,PTP4A2
331,AL136115.1,unmatched,
332,KHDRBS1,exact,KHDRBS1
333,AL445248.1,unmatched,
334,TMEM39B,exact,TMEM39B
335,KPNA6,exact,KPNA6
336,TXLNA,exact,TXLNA
337,CCDC28B,exact,CCDC28B
338,AL049795.1,unmatched,
339,IQCC,exact,IQCC
340,TMEM234,exact,TMEM234
341,EIF3I,exact,EIF3I
342,FAM167B,exact,FAM167B
343,LCK,exact,LCK
344,HDAC1,exact,HDAC1
345,MARCKSL1,exact,MARCKSL1
346,TSSK3,exact,TSSK3
347,FAM229A,exact,FAM229A
348,BSDC1,exact,BSDC1
349,ZBTB8B,exact,ZBTB8B
350,ZBTB8A,exact,ZBTB8A
351,ZBTB8OS,exact,ZBTB8OS
352,RBBP4,exact,RBBP4
353,SYNC,exact,SYNC
354,YARS,official_alias,YARS
355,S100PBP,exact,S100PBP
356,FNDC5,exact,FNDC5
357,RNF19B,exact,RNF19B
358,AK2,exact,AK2
359,AZIN2,exact,AZIN2
360,TRIM62,exact,TRIM62
361,AL662907.3,unmatched,
362,ZNF362,exact,ZNF362
363,PHC2,exact,PHC2
364,ZSCAN20,exact,ZSCAN20
365,SMIM12,exact,SMIM12
366,DLGAP3,exact,DLGAP3
367,AC114490.3,unmatched,
368,AC114490.2,unmatched,
369,TMEM35B,exact,TMEM35B
370,ZMYM6,exact,ZMYM6
371,ZMYM1,exact,ZMYM1
372,SFPQ,exact,SFPQ
373,ZMYM4,exact,ZMYM4
374,KIAA0319L,exact,KIAA0319L
375,NCDN,exact,NCDN
376,AC004865.2,unmatched,
377,PSMB2,exact,PSMB2
378,C1orf216,exact,C1orf216
379,CLSPN,exact,CLSPN
380,AGO4,exact,AGO4
381,AGO1,exact,AGO1
382,AGO3,exact,AGO3
383,ADPRHL2,official_alias,ADPRHL2
384,TRAPPC3,exact,TRAPPC3
385,MAP7D1,exact,MAP7D1
386,THRAP3,exact,THRAP3
387,SH3D21,exact,SH3D21
388,EVA1B,exact,EVA1B
389,STK40,exact,STK40
390,LSM10,exact,LSM10
391,OSCP1,exact,OSCP1
392,MRPS15,exact,MRPS15
393,LINC01137,unmatched,
394,ZC3H12A,exact,ZC3H12A
395,MEAF6,exact,MEAF6
396,SNIP1,exact,SNIP1
397,GNL2,exact,GNL2
398,C1orf109,unmatched,
399,CDCA8,exact,CDCA8
400,MANEAL,exact,MANEAL
401,YRDC,exact,YRDC
402,C1orf122,exact,C1orf122
403,MTF1,exact,MTF1
404,INPP5B,exact,INPP5B
405,SF3A3,exact,SF3A3
406,FHL3,exact,FHL3
407,UTP11,exact,UTP11
408,POU3F1,exact,POU3F1
409,RRAGC,exact,RRAGC
410,AL139260.1,unmatched,
411,MYCBP,exact,MYCBP
412,RHBDL2,exact,RHBDL2
413,AKIRIN1,exact,AKIRIN1
414,NDUFS5,exact,NDUFS5
415,MACF1,exact,MACF1
416,PABPC4,exact,PABPC4
417,HPCAL4,exact,HPCAL4
418,PPIE,exact,PPIE
419,BMP8B,exact,BMP8B
420,AL033527.3,unmatched,
421,AL033527.5,unmatched,
422,TRIT1,exact,TRIT1
423,MFSD2A,exact,MFSD2A
424,CAP1,exact,CAP1
425,PPT1,exact,PPT1
426,RLF,exact,RLF
427,AL050341.2,unmatched,
428,ZMPSTE24,exact,ZMPSTE24
429,COL9A2,exact,COL9A2
430,SMAP2,exact,SMAP2
431,ZFP69B,exact,ZFP69B
432,ZFP69,exact,ZFP69
433,AL603839.3,unmatched,
434,EXO5,exact,EXO5
435,ZNF684,exact,ZNF684
436,RIMS3,exact,RIMS3
437,NFYC-AS1,exact,NFYC-AS1
438,NFYC,exact,NFYC
439,CITED4,exact,CITED4
440,CTPS1,exact,CTPS1
441,SLFNL1-AS1,exact,SLFNL1-AS1
442,SCMH1,exact,SCMH1
443,HIVEP3,exact,HIVEP3
444,FOXJ3,exact,FOXJ3
445,RIMKLA,exact,RIMKLA
446,ZMYND12,exact,ZMYND12
447,PPCS,exact,PPCS
448,CCDC30,exact,CCDC30
449,PPIH,exact,PPIH
450,AC098484.2,unmatched,
451,YBX1,exact,YBX1
452,P3H1,exact,P3H1
453,C1orf50,exact,C1orf50
454,TMEM269,exact,TMEM269
455,SVBP,exact,SVBP
456,ERMAP,exact,ERMAP
457,AL512353.1,unmatched,
458,ZNF691,exact,ZNF691
459,SLC2A1,exact,SLC2A1
460,SLC2A1-AS1,unmatched,
461,EBNA1BP2,exact,EBNA1BP2
462,TIE1,exact,TIE1
463,AL139289.2,unmatched,
464,CDC20,exact,CDC20
465,ELOVL1,exact,ELOVL1
466,MED8,exact,MED8
467,SZT2,exact,SZT2
468,HYI,exact,HYI
469,PTPRF,exact,PTPRF
470,KDM4A,exact,KDM4A
471,KDM4A-AS1,exact,KDM4A-AS1
472,ST3GAL3,exact,ST3GAL3
473,AL357079.1,unmatched,
474,IPO13,exact,IPO13
475,DPH2,exact,DPH2
476,ATP6V0B,exact,ATP6V0B
477,B4GALT2,exact,B4GALT2
478,CCDC24,exact,CCDC24
479,DMAP1,exact,DMAP1
480,ERI3,exact,ERI3
481,RNF220,exact,RNF220
482,TMEM53,exact,TMEM53
483,ARMH1,exact,ARMH1
484,RPS8,exact,RPS8
485,BEST4,exact,BEST4
486,PLK3,exact,PLK3
487,BTBD19,exact,BTBD19
488,PTCH2,exact,PTCH2
489,EIF2B3,exact,EIF2B3
490,HECTD3,exact,HECTD3
491,UROD,exact,UROD
492,ZSWIM5,exact,ZSWIM5
493,HPDL,exact,HPDL
494,MUTYH,exact,MUTYH
495,TOE1,exact,TOE1
496,TESK2,exact,TESK2
497,CCDC163,exact,CCDC163
498,MMACHC,exact,MMACHC
499,PRDX1,exact,PRDX1
500,AKR1A1,exact,AKR1A1
501,NASP,exact,NASP
502,CCDC17,exact,CCDC17
503,GPBP1L1,exact,GPBP1L1
504,TMEM69,exact,TMEM69
505,IPP,exact,IPP
506,MAST2,exact,MAST2
507,PIK3R3,exact,PIK3R3
508,POMGNT1,exact,POMGNT1
509,LURAP1,exact,LURAP1
510,LRRC41,exact,LRRC41
511,UQCRH,exact,UQCRH
512,NSUN4,exact,NSUN4
513,FAAH,exact,FAAH
514,MKNK1,exact,MKNK1
515,MOB3C,exact,MOB3C
516,ATPAF1,exact,ATPAF1
517,EFCAB14,exact,EFCAB14
518,STIL,exact,STIL
519,CMPK1,exact,CMPK1
520,FOXD2-AS1,exact,FOXD2-AS1
521,FOXD2,exact,FOXD2
522,SPATA6,exact,SPATA6
523,BEND5,exact,BEND5
524,FAF1,exact,FAF1
525,CDKN2C,exact,CDKN2C
526,LINC01562,exact,LINC01562
527,RNF11,exact,RNF11
528,AL162430.2,unmatched,
529,EPS15,exact,EPS15
530,AC104170.1,unmatched,
531,OSBPL9,exact,OSBPL9
532,NRDC,exact,NRDC
533,AL050343.1,unmatched,
534,AL050343.2,unmatched,
535,TXNDC12,exact,TXNDC12
536,KTI12,exact,KTI12
537,BTF3L4,exact,BTF3L4
538,ZFYVE9,exact,ZFYVE9
539,CC2D1B,exact,CC2D1B
540,PRPF38A,exact,PRPF38A
541,TUT4,exact,TUT4
542,GPX7,exact,GPX7
543,SHISAL2A,exact,SHISAL2A
544,COA7,exact,COA7
545,ZYG11B,exact,ZYG11B
546,ZYG11A,exact,ZYG11A
547,ECHDC2,exact,ECHDC2
548,SCP2,exact,SCP2
549,SLC1A7,exact,SLC1A7
550,CPT2,exact,CPT2
551,AL606760.2,unmatched,
552,C1orf123,official_alias,C1orf123
553,AL606760.3,unmatched,
554,MAGOH,exact,MAGOH
555,LRP8,exact,LRP8
556,LINC01771,unmatched,
557,AC119428.2,unmatched,
558,NDC1,exact,NDC1
559,YIPF1,exact,YIPF1
560,HSPB11,official_alias,HSPB11
561,LRRC42,exact,LRRC42
562,TMEM59,exact,TMEM59
563,TCEANC2,exact,TCEANC2
564,CYB5RL,exact,CYB5RL
565,MRPL37,exact,MRPL37
566,SSBP3,exact,SSBP3
567,SSBP3-AS1,exact,SSBP3-AS1
568,AL161644.1,unmatched,
569,ACOT11,exact,ACOT11
570,TTC4,exact,TTC4
571,PARS2,exact,PARS2
572,TTC22,exact,TTC22
573,USP24,exact,USP24
574,OMA1,exact,OMA1
575,MYSM1,exact,MYSM1
576,JUN,exact,JUN
577,LINC01358,exact,LINC01358
578,FGGY,exact,FGGY
579,HOOK1,exact,HOOK1
580,CYP2J2,exact,CYP2J2
581,NFIA,exact,NFIA
582,TM2D1,exact,TM2D1
583,AC099791.2,unmatched,
584,PATJ,exact,PATJ
585,L1TD1,exact,L1TD1
586,USP1,exact,USP1
587,DOCK7,exact,DOCK7
588,ATG4C,exact,ATG4C
589,ALG6,exact,ALG6
590,ITGB3BP,exact,ITGB3BP
591,EFCAB7,exact,EFCAB7
592,PGM1,exact,PGM1
593,CACHD1,exact,CACHD1
594,RAVER2,exact,RAVER2
595,JAK1,exact,JAK1
596,AL357078.3,unmatched,
597,AL357078.1,unmatched,
598,AK4,exact,AK4
599,DNAJC6,exact,DNAJC6
600,LEPROT,exact,LEPROT
601,LEPR,exact,LEPR
602,PDE4B,exact,PDE4B
603,WDR78,official_alias,WDR78
604,MIER1,exact,MIER1
605,SLC35D1,exact,SLC35D1
606,SERBP1,exact,SERBP1
607,GADD45A,exact,GADD45A
608,LRRC7,exact,LRRC7
609,LRRC40,exact,LRRC40
610,SRSF11,exact,SRSF11
611,ANKRD13C,exact,ANKRD13C
612,HHLA3,unmatched,
613,CTH,exact,CTH
614,ZRANB2,exact,ZRANB2
615,LRRIQ3,exact,LRRIQ3
616,FPGT,exact,FPGT
617,FPGT-TNNI3K,exact,FPGT-TNNI3K
618,AC135803.1,unmatched,
619,CRYZ,exact,CRYZ
620,TYW3,exact,TYW3
621,SLC44A5,exact,SLC44A5
622,ACADM,exact,ACADM
623,RABGGTB,exact,RABGGTB
624,ST6GALNAC3,exact,ST6GALNAC3
625,PIGK,exact,PIGK
626,AK5,exact,AK5
627,AC118549.1,unmatched,
628,USP33,exact,USP33
629,MIGA1,exact,MIGA1
630,NEXN-AS1,exact,NEXN-AS1
631,NEXN,exact,NEXN
632,FUBP1,exact,FUBP1
633,DNAJB4,exact,DNAJB4
634,AC103591.3,unmatched,
635,IFI44L,exact,IFI44L
636,IFI44,exact,IFI44
637,LINC01725,exact,LINC01725
638,TTLL7,exact,TTLL7
639,AL359504.2,unmatched,
640,PRKACB,exact,PRKACB
641,SAMD13,exact,SAMD13
642,RPF1,exact,RPF1
643,GNG5,exact,GNG5
644,SPATA1,exact,SPATA1
645,CTBS,exact,CTBS
646,SSX2IP,exact,SSX2IP
647,MCOLN2,exact,MCOLN2
648,WDR63,official_alias,WDR63
649,MCOLN3,exact,MCOLN3
650,SYDE2,exact,SYDE2
651,C1orf52,exact,C1orf52
652,BCL10,exact,BCL10
653,ZNHIT6,exact,ZNHIT6
654,ODF2L,exact,ODF2L
655,AL049597.2,unmatched,
656,SH3GLB1,exact,SH3GLB1
657,SELENOF,exact,SELENOF
658,HS2ST1,exact,HS2ST1
659,LMO4,exact,LMO4
660,PKN2,exact,PKN2
661,GTF2B,exact,GTF2B
662,KYAT3,exact,KYAT3
663,RBMXL1,exact,RBMXL1
664,GBP3,exact,GBP3
665,GBP1,exact,GBP1
666,GBP2,exact,GBP2
667,GBP7,exact,GBP7
668,GBP4,exact,GBP4
669,AC099063.4,unmatched,
670,GBP5,exact,GBP5
671,GBP6,exact,GBP6
672,LRRC8B,exact,LRRC8B
673,LRRC8C-DT,exact,LRRC8C-DT
674,LRRC8C,exact,LRRC8C
675,AC099568.2,unmatched,
676,LRRC8D,exact,LRRC8D
677,ZNF326,exact,ZNF326
678,ZNF644,exact,ZNF644
679,CDC7,exact,CDC7
680,TGFBR3,exact,TGFBR3
681,BTBD8,exact,BTBD8
682,GLMN,exact,GLMN
683,RPAP2,exact,RPAP2
684,GFI1,exact,GFI1
685,EVI5,exact,EVI5
686,RPL5,exact,RPL5
687,FAM69A,official_alias,FAM69A
688,MTF2,exact,MTF2
689,TMED5,exact,TMED5
690,CCDC18,exact,CCDC18
691,DR1,exact,DR1
692,FNBP1L,exact,FNBP1L
693,BCAR3,exact,BCAR3
694,DNTTIP2,exact,DNTTIP2
695,GCLM,exact,GCLM
696,ABCD3,exact,ABCD3
697,CNN3,exact,CNN3
698,AC105942.1,unmatched,
699,ALG14,exact,ALG14
700,RWDD3,exact,RWDD3
701,PTBP2,exact,PTBP2
702,DPYD,exact,DPYD
703,AGL,exact,AGL
704,AC118553.1,unmatched,
705,SLC35A3,exact,SLC35A3
706,AC118553.2,unmatched,
707,MFSD14A,exact,MFSD14A
708,SASS6,exact,SASS6
709,TRMT13,exact,TRMT13
710,LRRC39,exact,LRRC39
711,DBT,exact,DBT
712,RTCA-AS1,exact,RTCA-AS1
713,RTCA,exact,RTCA
714,CDC14A,exact,CDC14A
715,EXTL2,exact,EXTL2
716,AC104506.1,unmatched,
717,SLC30A7,exact,SLC30A7
718,DPH5,exact,DPH5
719,AC093157.2,unmatched,
720,AC093157.1,unmatched,
721,AL109741.1,unmatched,
722,S1PR1,exact,S1PR1
723,RNPC3,exact,RNPC3
724,AMY2B,exact,AMY2B
725,PRMT6,exact,PRMT6
726,VAV3,exact,VAV3
727,SLC25A24,exact,SLC25A24
728,AL359258.2,unmatched,
729,FAM102B,unmatched,
730,HENMT1,exact,HENMT1
731,PRPF38B,exact,PRPF38B
732,STXBP3,exact,STXBP3
733,AL449266.1,unmatched,
734,GPSM2,exact,GPSM2
735,CLCC1,exact,CLCC1
736,WDR47,exact,WDR47
737,TAF13,exact,TAF13
738,AL356488.3,unmatched,
739,TMEM167B,exact,TMEM167B
740,AL356488.2,unmatched,
741,KIAA1324,official_alias,KIAA1324
742,SARS,official_alias,SARS
743,CELSR2,exact,CELSR2
744,SORT1,exact,SORT1
745,PSMA5,exact,PSMA5
746,ATXN7L2,exact,ATXN7L2
747,CYB561D1,exact,CYB561D1
748,AMIGO1,exact,AMIGO1
749,GNAI3,exact,GNAI3
750,AMPD2,exact,AMPD2
751,GSTM4,exact,GSTM4
752,GSTM2,exact,GSTM2
753,GSTM3,exact,GSTM3
754,AHCYL1,exact,AHCYL1
755,STRIP1,exact,STRIP1
756,AL160006.1,unmatched,
757,ALX3,exact,ALX3
758,LINC02586,unmatched,
759,KCNC4,exact,KCNC4
760,RBM15,exact,RBM15
761,SLC16A4,exact,SLC16A4
762,AL355488.1,unmatched,
763,LAMTOR5,exact,LAMTOR5
764,AL365361.1,unmatched,
765,KCNA3,exact,KCNA3
766,CD53,exact,CD53
767,AL360270.1,unmatched,
768,LRIF1,exact,LRIF1
769,DRAM2,exact,DRAM2
770,CEPT1,exact,CEPT1
771,AL355816.1,unmatched,
772,AL355816.2,unmatched,
773,DENND2D,exact,DENND2D
774,CHI3L2,exact,CHI3L2
775,WDR77,exact,WDR77
776,ATP5PB,exact,ATP5PB
777,C1orf162,exact,C1orf162
778,RAP1A,exact,RAP1A
779,DDX20,exact,DDX20
780,KCND3,exact,KCND3
781,WNT2B,exact,WNT2B
782,ST7L,exact,ST7L
783,CAPZA1,exact,CAPZA1
784,MOV10,exact,MOV10
785,AL603832.1,unmatched,
786,RHOC,exact,RHOC
787,SLC16A1,exact,SLC16A1
788,SLC16A1-AS1,exact,SLC16A1-AS1
789,AL357055.3,unmatched,
790,LRIG2,exact,LRIG2
791,MAGI3,exact,MAGI3
792,PHTF1,exact,PHTF1
793,RSBN1,exact,RSBN1
794,PTPN22,exact,PTPN22
795,AP4B1-AS1,exact,AP4B1-AS1
796,BCL2L15,exact,BCL2L15
797,AP4B1,exact,AP4B1
798,DCLRE1B,exact,DCLRE1B
799,HIPK1-AS1,exact,HIPK1-AS1
800,HIPK1,exact,HIPK1
801,TRIM33,exact,TRIM33
802,BCAS2,exact,BCAS2
803,DENND2C,exact,DENND2C
804,NRAS,exact,NRAS
805,CSDE1,exact,CSDE1
806,SIKE1,exact,SIKE1
807,TSPAN2,exact,TSPAN2
808,LINC01765,exact,LINC01765
809,VANGL1,exact,VANGL1
810,ATP1A1,exact,ATP1A1
811,CD58,exact,CD58
812,CD2,exact,CD2
813,CD101,exact,CD101
814,TTF2,exact,TTF2
815,TRIM45,exact,TRIM45
816,AL358072.1,unmatched,
817,MAN1A2,exact,MAN1A2
818,TENT5C,exact,TENT5C
819,GDAP2,exact,GDAP2
820,WDR3,exact,WDR3
821,WARS2,exact,WARS2
822,AL359915.2,unmatched,
823,PHGDH,exact,PHGDH
824,REG4,exact,REG4
825,NOTCH2,exact,NOTCH2
