comparison,comparison_class,group_a,group_b,pathway,source_database,n_primary_paired_genes,vanilla_raw_p,genept_raw_p,l2_raw_p,vanilla_adjusted_p,vanilla_qval,vanilla_rank,genept_adjusted_p,genept_qval,genept_rank,l2_adjusted_p,l2_qval,l2_rank,rank_delta
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,REACTOME,22,3.09496350762679e-20,1.59181018210258e-19,1.58410791482518e-09,3.80680511438095e-18,4.17366018692138,61.0,1.95792652398617e-17,4.08756695482739,59.0,1.94845273523497e-07,2.59042662985857,67.5,-2.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,REACTOME,32,9.6901238729472e-14,6.26163235949069e-15,0.179741341532766,1.19188523637251e-11,3.30511203436503,83.0,7.70180780217355e-13,3.48043205986735,70.5,1.0,0.0,105.0,-12.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,REACTOME,20,1.79179957151977e-17,3.63636990445739e-13,0.420283707542506,2.20391347296932e-15,3.8284207527596,68.5,4.47273498248259e-11,3.21705250715417,75.0,1.0,0.0,105.0,6.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,REACTOME,26,3.81265104892234e-05,0.000160158462101912,0.999990170518365,0.00468956079017448,1.52606285259303,111.0,0.0196994908385352,1.30596515981639,107.0,1.0,0.0,105.0,-4.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,REACTOME,18,5.25612166428945e-10,4.62765891657924e-09,0.00946978291842922,6.46502964707602e-08,2.68131114927169,92.5,5.69202046739247e-07,2.49894648741163,90.0,1.0,0.0,105.0,-2.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,REACTOME,29,2.38036718489832e-38,5.75320940055457e-29,2.31016677129441e-36,2.92785163742493e-36,5.9609941229625,34.0,7.07644756268212e-27,5.11372513019191,42.5,2.84150512869212e-34,5.79192986454009,23.5,8.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_DISEASES_OF_METABOLISM,REACTOME,168,1.72581468066588e-42,5.75320940055457e-29,1.22945752304217e-31,2.12275205721903e-40,6.29865864526407,27.5,7.07644756268212e-27,5.11372513019191,42.5,1.51223275334187e-29,5.36846173124281,33.0,15.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_FATTY_ACID_METABOLISM,REACTOME,136,1.74044651351705e-33,1.74044651351705e-33,1.97446409297483e-34,2.14074921162597e-31,5.53799911585799,39.0,2.14074921162597e-31,5.53799911585799,34.0,2.42859083435904e-32,5.6226902500821,28.0,-5.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,REACTOME,31,8.03548663493119e-06,0.00577645522630862,0.0010996776918826,0.000988364856096536,1.73351743731473,106.5,0.71050399283596,0.385270654364906,116.0,0.13526035610156,0.932110226066041,84.0,9.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,REACTOME,21,6.26163235949069e-15,2.5022986233163e-14,2.46964030878651e-07,7.70180780217355e-13,3.48043205986735,79.0,3.07782730667905e-12,3.39289783983849,72.5,3.03765757980741e-05,2.12543199928726,75.0,-6.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,REACTOME,26,2.95907259463446e-27,8.60527170589975e-25,1.79179957151977e-17,3.63965929140039e-25,4.94357555507811,52.5,1.05844841982567e-22,4.68778522344109,52.5,2.20391347296932e-15,3.8284207527596,53.0,0.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_GLUCONEOGENESIS,REACTOME,27,7.51960993145341e-68,1.66784792300912e-66,1.96163468973393e-41,9.24912021568769e-66,8.06435983669894,6.0,2.05145294530122e-64,7.98047231936218,4.0,2.41281066837273e-39,6.21429615930473,16.0,-2.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_GLUCOSE_METABOLISM,REACTOME,80,5.69217393216311e-72,2.93519064722899e-61,1.30221843509155e-52,7.00137393656062e-70,8.31593751338257,4.0,3.61028449609166e-59,7.64476674422825,6.5,1.60172867516261e-50,7.05658635951815,8.0,2.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,REACTOME,96,1.59181018210258e-19,1.32240927298422e-12,8.12221035323039e-17,1.95792652398617e-17,4.08756695482739,63.0,1.62656340577059e-10,3.12869445657952,78.0,9.99031873447338e-15,3.74171359883095,56.0,15.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_GLYCOGEN_METABOLISM,REACTOME,24,2.15989731613578e-40,5.35115073722742e-24,2.02359123709369e-26,2.65667369884701e-38,6.12989900273653,32.0,6.58191540678973e-22,4.60235240977036,54.0,2.48901722162524e-24,4.8583919251618,37.0,22.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_GLYCOLYSIS,REACTOME,64,3.283944542266e-69,7.51960993145341e-68,1.80506049595553e-57,4.03925178698718e-67,8.14823288046036,5.0,9.24912021568769e-66,8.06435983669894,2.5,2.2202244100253e-55,7.39280752670128,5.0,-2.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,REACTOME,84,1.0641280705836e-21,1.79179957151977e-17,1.79179957151977e-17,1.30887752681783e-19,4.34546901829762,59.0,2.20391347296932e-15,3.8284207527596,63.0,2.20391347296932e-15,3.8284207527596,53.0,4.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,REACTOME,36,1.58410791482518e-09,4.62765891657924e-09,0.0513887607461245,1.94845273523497e-07,2.59042662985857,94.5,5.69202046739247e-07,2.49894648741163,90.0,1.0,0.0,105.0,-4.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,REACTOME,23,8.12221035323039e-17,8.12221035323039e-17,1.49821174952854e-06,9.99031873447338e-15,3.74171359883095,74.0,9.99031873447338e-15,3.74171359883095,65.5,0.00018428004519201,1.93249105817205,76.0,-8.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,REACTOME,33,3.59717677613814e-08,1.31042954439412e-08,0.562150599897062,4.42452743464991e-06,2.31389997788891,98.0,1.61182833960477e-06,2.40679895558663,92.0,1.0,0.0,105.0,-6.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_HS_GAG_BIOSYNTHESIS,REACTOME,17,1.0,1.0,1.0,1.0,0.0,121.5,1.0,0.0,120.0,1.0,0.0,105.0,-1.5
