comparison,comparison_class,group_a,group_b,pathway,source_database,n_primary_paired_genes,vanilla_raw_p,genept_raw_p,l2_raw_p,vanilla_adjusted_p,vanilla_qval,vanilla_rank,genept_adjusted_p,genept_qval,genept_rank,l2_adjusted_p,l2_qval,l2_rank,rank_delta
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,REACTOME,42,8.12221035323039e-17,4.66051712619044e-12,9.5725425402497e-08,9.99031873447338e-15,3.74171359883095,74.0,5.73243606521424e-10,3.04000999674796,81.0,1.17742273245071e-05,2.2201503515613,73.5,7.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,REACTOME,81,1.96163468973393e-41,1.48621351989098e-32,1.96163468973393e-41,2.41281066837273e-39,6.21429615930473,29.5,1.82804262946591e-30,5.45325716254541,36.0,2.41281066837273e-39,6.21429615930473,16.0,6.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,REACTOME,19,0.288162930520753,0.288162930520753,1.0,1.0,0.0,121.5,1.0,0.0,120.0,1.0,0.0,105.0,-1.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,REACTOME,25,7.93371655046569e-05,0.0010996776918826,0.999999999305237,0.0097584713570728,1.417962696362,112.0,0.13526035610156,0.932110226066041,113.5,1.0,0.0,105.0,1.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,REACTOME,20,6.1774102028672e-07,3.52341775794401e-06,0.101341801629482,7.59821454952666e-05,2.02960302707371,101.0,0.000433380384227113,1.83388406114409,99.5,1.0,0.0,105.0,-1.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,REACTOME,299,1.06100055314012e-89,7.45705528985167e-64,1.38917530623664e-70,1.30503068036235e-87,9.32117907124656,1.0,9.17217800651755e-62,7.81265176015223,5.0,1.70868562667107e-68,8.23209194760385,2.0,4.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_CARBOHYDRATES,REACTOME,228,2.2592187811295e-73,8.68553581624014e-75,5.69217393216311e-72,2.77883910078929e-71,8.39977003249714,3.0,1.06832090539754e-72,8.48358994017554,1.0,7.00137393656062e-70,8.31593751338257,1.0,-2.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_COFACTORS,REACTOME,19,1.2142601243758e-44,2.15989731613578e-40,1.74044651351705e-33,1.49353995298223e-42,6.46728560953495,23.5,2.65667369884701e-38,6.12989900273653,25.0,2.14074921162597e-31,5.53799911585799,31.0,1.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,REACTOME,26,0.000313688994347936,0.0010996776918826,0.999978425151953,0.0385837463047961,1.18894726823464,114.5,0.13526035610156,0.932110226066041,113.5,1.0,0.0,105.0,-1.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,REACTOME,15,4.19198059215845e-28,2.95907259463446e-27,3.83002735523869e-18,5.15613612835489e-26,5.02868527800828,50.5,3.63965929140039e-25,4.94357555507811,47.5,4.71093364694359e-16,3.91495760037264,50.0,-3.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_NUCLEOTIDES,REACTOME,84,1.01711850726945e-58,1.47081922378297e-43,1.97090611461216e-51,1.25105576394142e-56,7.47681237773475,11.0,1.80910764525305e-41,6.38298798299401,22.5,2.42421452097296e-49,6.97247652930342,9.0,11.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_POLYAMINES,REACTOME,58,1.16666102444544e-77,7.51960993145341e-68,7.52266227767014e-47,1.43499306006789e-75,8.65119357078927,2.0,9.24912021568769e-66,8.06435983669894,2.5,9.25287460153427e-45,6.63579108498122,11.5,0.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_PORPHYRINS,REACTOME,18,1.77726970010602e-05,3.81265104892234e-05,0.631270397757246,0.0021860417311304,1.63105534906276,109.0,0.00468956079017448,1.52606285259303,105.0,1.0,0.0,105.0,-4.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_STEROID_HORMONES,REACTOME,21,5.25612166428945e-10,9.5725425402497e-08,0.0150822934297104,6.46502964707602e-08,2.68131114927169,92.5,1.17742273245071e-05,2.2201503515613,94.5,1.0,0.0,105.0,2.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_STEROIDS,REACTOME,113,2.31016677129441e-36,1.22945752304217e-31,2.02359123709369e-26,2.84150512869212e-34,5.79192986454009,35.0,1.51223275334187e-29,5.36846173124281,37.5,2.48901722162524e-24,4.8583919251618,37.0,2.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,REACTOME,145,5.55162487718189e-60,1.72581468066588e-42,9.71068166951607e-46,6.82849859893372e-58,7.56079855407902,9.5,2.12275205721903e-40,6.29865864526407,24.0,1.19441384535048e-43,6.55155288241035,13.0,14.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,REACTOME,101,1.80506049595553e-57,2.38036718489832e-38,2.16992282193367e-35,2.2202244100253e-55,7.39280752670128,13.0,2.92785163742493e-36,5.9609941229625,26.5,2.66900507097841e-33,5.70733305503311,25.5,13.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,REACTOME,31,9.85281827681361e-31,1.97446409297483e-34,1.79179957151977e-17,1.21189664804807e-28,5.2836099795242,46.5,2.42859083435904e-32,5.6226902500821,31.0,2.20391347296932e-15,3.8284207527596,53.0,-15.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_NICOTINATE_METABOLISM,REACTOME,24,8.60527170589975e-25,8.60527170589975e-25,8.12221035323039e-17,1.05844841982567e-22,4.68778522344109,55.0,1.05844841982567e-22,4.68778522344109,52.5,9.99031873447338e-15,3.74171359883095,56.0,-2.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_NUCLEOBASE_CATABOLISM,REACTOME,27,1.22945752304217e-31,1.0641280705836e-21,3.83002735523869e-18,1.51223275334187e-29,5.36846173124281,44.0,1.30887752681783e-19,4.34546901829762,57.5,4.71093364694359e-16,3.91495760037264,50.0,13.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_PEPTIDE_HORMONE_METABOLISM,REACTOME,38,1.88172961555773e-22,1.0641280705836e-21,1.0641280705836e-21,2.31452742713601e-20,4.43120047712397,57.0,1.30887752681783e-19,4.34546901829762,57.5,1.30887752681783e-19,4.34546901829762,42.5,0.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_PEROXISOMAL_LIPID_METABOLISM,REACTOME,26,9.5725425402497e-08,3.81265104892234e-05,0.230392335941705,1.17742273245071e-05,2.2201503515613,99.0,0.00468956079017448,1.52606285259303,105.0,1.0,0.0,105.0,6.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_PHOSPHOLIPID_METABOLISM,REACTOME,170,1.48621351989098e-32,2.95907259463446e-27,2.30378015681818e-39,1.82804262946591e-30,5.45325716254541,41.0,3.63965929140039e-25,4.94357555507811,47.5,2.83364959288636e-37,6.04546556150295,19.5,6.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_PI_METABOLISM,REACTOME,75,7.64935813137827e-30,5.75320940055457e-29,1.88172961555773e-22,9.40871050159527e-28,5.19869886550005,48.0,7.07644756268212e-27,5.11372513019191,42.5,2.31452742713601e-20,4.43120047712397,40.5,-5.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_PYRUVATE_METABOLISM,REACTOME,26,5.64515213957662e-48,2.31016677129441e-36,1.97446409297483e-34,6.94353713167924e-46,6.72000143137603,19.0,2.84150512869212e-34,5.79192986454009,29.0,2.42859083435904e-32,5.6226902500821,28.0,10.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,REACTOME,50,2.15989731613578e-40,1.47081922378297e-43,2.31016677129441e-36,2.65667369884701e-38,6.12989900273653,32.0,1.80910764525305e-41,6.38298798299401,22.5,2.84150512869212e-34,5.79192986454009,23.5,-9.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,REACTOME,54,5.75320940055457e-29,4.19198059215845e-28,1.0641280705836e-21,7.07644756268212e-27,5.11372513019191,49.0,5.15613612835489e-26,5.02868527800828,45.0,1.30887752681783e-19,4.34546901829762,42.5,-4.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,REACTOME,99,1.79179957151977e-17,1.69038678268048e-10,7.93240113799911e-19,2.20391347296932e-15,3.8284207527596,68.5,2.07917574269699e-08,2.77166173987722,85.0,9.75685339973891e-17,4.00133605441897,48.0,16.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,REACTOME,90,1.30221843509155e-52,7.52266227767014e-47,2.38036718489832e-38,1.60172867516261e-50,7.05658635951815,17.0,9.25287460153427e-45,6.63579108498122,18.5,2.92785163742493e-36,5.9609941229625,22.0,1.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SIALIC_ACID_METABOLISM,REACTOME,23,1.49821174952854e-06,8.03548663493119e-06,0.288162930520753,0.00018428004519201,1.93249105817205,103.0,0.000988364856096536,1.73351743731473,101.0,1.0,0.0,105.0,-2.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,REACTOME,36,3.56749691091583e-16,1.69038678268048e-10,3.52341775794401e-06,4.38802120042647e-14,3.65482301662173,77.0,2.07917574269699e-08,2.77166173987722,85.0,0.000433380384227113,1.83388406114409,77.0,8.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SPHINGOLIPID_METABOLISM,REACTOME,72,1.32240927298422e-12,5.25612166428945e-10,3.59717677613814e-08,1.62656340577059e-10,3.12869445657952,86.5,6.46502964707602e-08,2.68131114927169,87.5,4.42452743464991e-06,2.31389997788891,71.0,1.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SULFUR_AMINO_ACID_METABOLISM,REACTOME,23,7.93240113799911e-19,3.83002735523869e-18,1.51832696460245e-15,9.75685339973891e-17,4.00133605441897,64.0,4.71093364694359e-16,3.91495760037264,60.5,1.86754216646101e-13,3.56773451697946,59.5,-3.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,REACTOME,30,1.22945752304217e-31,1.79179957151977e-17,5.83030918146285e-21,1.51223275334187e-29,5.36846173124281,44.0,2.20391347296932e-15,3.8284207527596,63.0,7.17128029319931e-19,4.25962478424357,44.0,19.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,REACTOME,22,0.000313688994347936,0.00059618767048381,0.999978425151953,0.0385837463047961,1.18894726823464,114.5,0.0733310834695086,1.06522856619588,110.0,1.0,0.0,105.0,-4.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,REACTOME,17,8.03548663493119e-06,0.00059618767048381,0.920433755749286,0.000988364856096536,1.73351743731473,106.5,0.0733310834695086,1.06522856619588,110.0,1.0,0.0,105.0,3.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL,REACTOME,21,3.56749691091583e-16,1.32240927298422e-12,0.136726085875245,4.38802120042647e-14,3.65482301662173,77.0,1.62656340577059e-10,3.12869445657952,78.0,1.0,0.0,105.0,1.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SYNTHESIS_OF_PA,REACTOME,28,1.77726970010602e-05,0.000313688994347936,0.974075350370635,0.0021860417311304,1.63105534906276,109.0,0.0385837463047961,1.18894726823464,108.0,1.0,0.0,105.0,-1.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SYNTHESIS_OF_PC,REACTOME,23,8.12221035323039e-17,2.5022986233163e-14,3.59717677613814e-08,9.99031873447338e-15,3.74171359883095,74.0,3.07782730667905e-12,3.39289783983849,72.5,4.42452743464991e-06,2.31389997788891,71.0,-1.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,REACTOME,16,0.0034223189265975,0.0351222601892017,0.999999226694797,0.420945227971492,0.613004412282997,119.0,1.0,0.0,120.0,1.0,0.0,105.0,1.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,REACTOME,15,4.62765891657924e-09,9.5725425402497e-08,0.974075350370635,5.69202046739247e-07,2.49894648741163,96.5,1.17742273245071e-05,2.2201503515613,94.5,1.0,0.0,105.0,-2.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,REACTOME,48,4.19198059215845e-28,2.95907259463446e-27,3.09496350762679e-20,5.15613612835489e-26,5.02868527800828,50.5,3.63965929140039e-25,4.94357555507811,47.5,3.80680511438095e-18,4.17366018692138,45.0,-3.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,REACTOME,52,1.34067800027187e-25,5.75320940055457e-29,3.83002735523869e-18,1.6490339403344e-23,4.77313004281636,54.0,7.07644756268212e-27,5.11372513019191,42.5,4.71093364694359e-16,3.91495760037264,50.0,-11.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,REACTOME,18,0.00059618767048381,3.81265104892234e-05,0.989331698428969,0.0733310834695086,1.06522856619588,117.0,0.00468956079017448,1.52606285259303,105.0,1.0,0.0,105.0,-12.0
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_TP53_REGULATES_METABOLIC_GENES,REACTOME,80,2.88951080642189e-50,2.88951080642189e-50,5.16705525856272e-55,3.55409829189892e-48,6.88834309290313,18.0,3.55409829189892e-48,6.88834309290313,12.5,6.35547796803215e-53,7.22473887296078,7.0,-5.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_TRIGLYCERIDE_CATABOLISM,REACTOME,15,2.15989731613578e-40,2.38036718489832e-38,4.19198059215845e-28,2.65667369884701e-38,6.12989900273653,32.0,2.92785163742493e-36,5.9609941229625,26.5,5.15613612835489e-26,5.02868527800828,35.0,-5.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_TRIGLYCERIDE_METABOLISM,REACTOME,23,9.71068166951607e-46,7.52266227767014e-47,2.16992282193367e-35,1.19441384535048e-43,6.55155288241035,22.0,9.25287460153427e-45,6.63579108498122,18.5,2.66900507097841e-33,5.70733305503311,25.5,-3.5
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,cd4_0h,cd4_24h,REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,REACTOME,15,3.52341775794401e-06,1.77726970010602e-05,0.993445062647761,0.000433380384227113,1.83388406114409,104.5,0.0021860417311304,1.63105534906276,102.5,1.0,0.0,105.0,-2.0
