row_type,diagnostic,pathway,draw_id,method,feature,n_genes,truth_count,value,target_feature_rank_percentile_mean,non_target_feature_rank_percentile_mean,status
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,4,vanilla_scpa,expression_sd,42,7,0.37316154157285736,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,4,genept_scpa,mean_expression,42,7,0.20582921201227897,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,4,genept_scpa,mean_expression,42,7,0.19188849738209038,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,4,genept_scpa,detection_fraction,42,7,0.2125202170494383,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,4,genept_scpa,detection_fraction,42,7,0.19838729430585475,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,4,genept_scpa,expression_sd,42,7,0.20021346838679566,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,4,genept_scpa,expression_sd,42,7,0.18491957391297734,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,NA,mean_expression,42,7,0.2551020408163265,0.7244897959183673,0.4693877551020408,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,NA,detection_fraction,42,7,0.2551020408163265,0.7244897959183673,0.4693877551020408,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,NA,expression_sd,42,7,0.25918367346938764,0.727891156462585,0.4687074829931973,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,vanilla_scpa,mean_expression,42,7,0.36177766509530873,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,vanilla_scpa,mean_expression,42,7,0.34204448794332915,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,vanilla_scpa,detection_fraction,42,7,0.3585574690940348,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,vanilla_scpa,detection_fraction,42,7,0.3385064249655046,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,vanilla_scpa,expression_sd,42,7,0.39130885694824546,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,vanilla_scpa,expression_sd,42,7,0.37316154157285736,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,genept_scpa,mean_expression,42,7,0.20582921201227897,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,genept_scpa,mean_expression,42,7,0.19188849738209038,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,genept_scpa,detection_fraction,42,7,0.2125202170494383,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,genept_scpa,detection_fraction,42,7,0.19838729430585475,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,genept_scpa,expression_sd,42,7,0.20021346838679566,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,5,genept_scpa,expression_sd,42,7,0.18491957391297734,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,NA,mean_expression,42,7,0.3081632653061225,0.7687074829931974,0.4605442176870749,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,NA,detection_fraction,42,7,0.31224489795918375,0.772108843537415,0.4598639455782313,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,NA,expression_sd,42,7,0.3163265306122449,0.7755102040816327,0.4591836734693878,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,vanilla_scpa,mean_expression,42,7,0.36177766509530873,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,vanilla_scpa,mean_expression,42,7,0.34204448794332915,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,vanilla_scpa,detection_fraction,42,7,0.3585574690940348,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,vanilla_scpa,detection_fraction,42,7,0.3385064249655046,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,vanilla_scpa,expression_sd,42,7,0.39130885694824546,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,vanilla_scpa,expression_sd,42,7,0.37316154157285736,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,genept_scpa,mean_expression,42,7,0.20582921201227897,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,genept_scpa,mean_expression,42,7,0.19188849738209038,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,genept_scpa,detection_fraction,42,7,0.2125202170494383,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,genept_scpa,detection_fraction,42,7,0.19838729430585475,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,genept_scpa,expression_sd,42,7,0.20021346838679566,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,6,genept_scpa,expression_sd,42,7,0.18491957391297734,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,NA,mean_expression,42,7,0.2714285714285714,0.738095238095238,0.4666666666666666,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,NA,detection_fraction,42,7,0.26734693877551025,0.7346938775510203,0.4673469387755101,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,NA,expression_sd,42,7,0.2918367346938775,0.7551020408163265,0.463265306122449,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,vanilla_scpa,mean_expression,42,7,0.36177766509530873,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,vanilla_scpa,mean_expression,42,7,0.34204448794332915,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,vanilla_scpa,detection_fraction,42,7,0.3585574690940348,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,vanilla_scpa,detection_fraction,42,7,0.3385064249655046,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,vanilla_scpa,expression_sd,42,7,0.39130885694824546,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,vanilla_scpa,expression_sd,42,7,0.37316154157285736,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,genept_scpa,mean_expression,42,7,0.20582921201227897,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,genept_scpa,mean_expression,42,7,0.19188849738209038,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,genept_scpa,detection_fraction,42,7,0.2125202170494383,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,genept_scpa,detection_fraction,42,7,0.19838729430585475,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,genept_scpa,expression_sd,42,7,0.20021346838679566,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,7,genept_scpa,expression_sd,42,7,0.18491957391297734,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,NA,mean_expression,42,7,0.2714285714285714,0.738095238095238,0.4666666666666666,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,NA,detection_fraction,42,7,0.27959183673469384,0.7448979591836734,0.46530612244897956,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,NA,expression_sd,42,7,0.2714285714285714,0.738095238095238,0.4666666666666666,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,vanilla_scpa,mean_expression,42,7,0.36177766509530873,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,vanilla_scpa,mean_expression,42,7,0.34204448794332915,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,vanilla_scpa,detection_fraction,42,7,0.3585574690940348,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,vanilla_scpa,detection_fraction,42,7,0.3385064249655046,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,vanilla_scpa,expression_sd,42,7,0.39130885694824546,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,vanilla_scpa,expression_sd,42,7,0.37316154157285736,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,genept_scpa,mean_expression,42,7,0.20582921201227897,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,genept_scpa,mean_expression,42,7,0.19188849738209038,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,genept_scpa,detection_fraction,42,7,0.2125202170494383,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,genept_scpa,detection_fraction,42,7,0.19838729430585475,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,genept_scpa,expression_sd,42,7,0.20021346838679566,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,8,genept_scpa,expression_sd,42,7,0.18491957391297734,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,NA,mean_expression,42,7,0.377551020408163,0.8265306122448978,0.44897959183673475,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,NA,detection_fraction,42,7,0.3857142857142857,0.8333333333333333,0.4476190476190476,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,NA,expression_sd,42,7,0.38979591836734695,0.8367346938775511,0.4469387755102041,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,vanilla_scpa,mean_expression,42,7,0.36177766509530873,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,vanilla_scpa,mean_expression,42,7,0.34204448794332915,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,vanilla_scpa,detection_fraction,42,7,0.3585574690940348,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,vanilla_scpa,detection_fraction,42,7,0.3385064249655046,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,vanilla_scpa,expression_sd,42,7,0.39130885694824546,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,vanilla_scpa,expression_sd,42,7,0.37316154157285736,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,genept_scpa,mean_expression,42,7,0.20582921201227897,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,genept_scpa,mean_expression,42,7,0.19188849738209038,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,genept_scpa,detection_fraction,42,7,0.2125202170494383,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,genept_scpa,detection_fraction,42,7,0.19838729430585475,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,genept_scpa,expression_sd,42,7,0.20021346838679566,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,9,genept_scpa,expression_sd,42,7,0.18491957391297734,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,NA,mean_expression,42,7,0.3979591836734694,0.8435374149659864,0.44557823129251706,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,NA,detection_fraction,42,7,0.4020408163265306,0.8469387755102041,0.44489795918367353,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,NA,expression_sd,42,7,0.3653061224489796,0.8163265306122449,0.45102040816326533,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,vanilla_scpa,mean_expression,42,7,0.36177766509530873,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,vanilla_scpa,mean_expression,42,7,0.34204448794332915,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,vanilla_scpa,detection_fraction,42,7,0.3585574690940348,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,vanilla_scpa,detection_fraction,42,7,0.3385064249655046,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,vanilla_scpa,expression_sd,42,7,0.39130885694824546,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,vanilla_scpa,expression_sd,42,7,0.37316154157285736,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,genept_scpa,mean_expression,42,7,0.20582921201227897,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,genept_scpa,mean_expression,42,7,0.19188849738209038,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,genept_scpa,detection_fraction,42,7,0.2125202170494383,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,genept_scpa,detection_fraction,42,7,0.19838729430585475,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,genept_scpa,expression_sd,42,7,0.20021346838679566,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,10,genept_scpa,expression_sd,42,7,0.18491957391297734,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,NA,mean_expression,42,7,0.3326530612244899,0.7891156462585035,0.4564625850340136,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,NA,detection_fraction,42,7,0.3285714285714287,0.7857142857142858,0.45714285714285713,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,NA,expression_sd,42,7,0.3163265306122449,0.7755102040816327,0.4591836734693878,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,vanilla_scpa,mean_expression,42,7,0.36177766509530873,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,vanilla_scpa,mean_expression,42,7,0.34204448794332915,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,vanilla_scpa,detection_fraction,42,7,0.3585574690940348,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,vanilla_scpa,detection_fraction,42,7,0.3385064249655046,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,vanilla_scpa,expression_sd,42,7,0.39130885694824546,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,vanilla_scpa,expression_sd,42,7,0.37316154157285736,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,genept_scpa,mean_expression,42,7,0.20582921201227897,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,genept_scpa,mean_expression,42,7,0.19188849738209038,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,genept_scpa,detection_fraction,42,7,0.2125202170494383,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,genept_scpa,detection_fraction,42,7,0.19838729430585475,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,genept_scpa,expression_sd,42,7,0.20021346838679566,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,11,genept_scpa,expression_sd,42,7,0.18491957391297734,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,NA,mean_expression,42,7,0.34897959183673477,0.8027210884353743,0.4537414965986395,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,NA,detection_fraction,42,7,0.34897959183673455,0.802721088435374,0.4537414965986395,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,NA,expression_sd,42,7,0.36122448979591837,0.8129251700680272,0.45170068027210886,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,vanilla_scpa,mean_expression,42,7,0.36177766509530873,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,vanilla_scpa,mean_expression,42,7,0.34204448794332915,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,vanilla_scpa,detection_fraction,42,7,0.3585574690940348,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,vanilla_scpa,detection_fraction,42,7,0.3385064249655046,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,vanilla_scpa,expression_sd,42,7,0.39130885694824546,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,vanilla_scpa,expression_sd,42,7,0.37316154157285736,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,genept_scpa,mean_expression,42,7,0.20582921201227897,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,genept_scpa,mean_expression,42,7,0.19188849738209038,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,genept_scpa,detection_fraction,42,7,0.2125202170494383,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,genept_scpa,detection_fraction,42,7,0.19838729430585475,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,genept_scpa,expression_sd,42,7,0.20021346838679566,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,12,genept_scpa,expression_sd,42,7,0.18491957391297734,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,NA,mean_expression,42,7,0.3530612244897959,0.8061224489795918,0.45306122448979597,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,NA,detection_fraction,42,7,0.35306122448979593,0.8061224489795918,0.4530612244897959,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,NA,expression_sd,42,7,0.32040816326530597,0.7789115646258502,0.45850340136054424,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,vanilla_scpa,mean_expression,42,7,0.36177766509530873,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,vanilla_scpa,mean_expression,42,7,0.34204448794332915,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,vanilla_scpa,detection_fraction,42,7,0.3585574690940348,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,vanilla_scpa,detection_fraction,42,7,0.3385064249655046,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,vanilla_scpa,expression_sd,42,7,0.39130885694824546,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,vanilla_scpa,expression_sd,42,7,0.37316154157285736,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,genept_scpa,mean_expression,42,7,0.20582921201227897,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,genept_scpa,mean_expression,42,7,0.19188849738209038,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,genept_scpa,detection_fraction,42,7,0.2125202170494383,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,genept_scpa,detection_fraction,42,7,0.19838729430585475,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,genept_scpa,expression_sd,42,7,0.20021346838679566,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,genept_scpa,expression_sd,42,7,0.18491957391297734,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,NA,mean_expression,42,7,0.3775510204081633,0.826530612244898,0.4489795918367347,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,NA,detection_fraction,42,7,0.3693877551020407,0.8197278911564625,0.4503401360544218,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,NA,expression_sd,42,7,0.406122448979592,0.8503401360544219,0.44421768707482995,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,vanilla_scpa,mean_expression,42,7,0.36177766509530873,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,vanilla_scpa,mean_expression,42,7,0.34204448794332915,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,vanilla_scpa,detection_fraction,42,7,0.3585574690940348,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,vanilla_scpa,detection_fraction,42,7,0.3385064249655046,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,vanilla_scpa,expression_sd,42,7,0.39130885694824546,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,vanilla_scpa,expression_sd,42,7,0.37316154157285736,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,genept_scpa,mean_expression,42,7,0.20582921201227897,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,genept_scpa,mean_expression,42,7,0.19188849738209038,,,ESTIMATED
