row_type,scheme,population,status,pathway,draw_id,method,n_pathways,n_units,resamples,gene_count,truth_count,pool_size,eligible_pool_size,mean_ap,median_ap,sd_ap,exact_random_ap,mean_ap_minus_exact_chance,mean_genept_minus_vanilla_ap,mean_contrast_ap,median_contrast_ap,wilcoxon_p_value,rank_biserial,reason
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,vanilla_scpa,,1,1000,42,7,19,19,0.38582515321762584,0.3664952662513638,0.1362299802162863,0.2342833903790313,0.15154176283859455,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,13,genept_scpa,,1,1000,42,7,19,19,0.3653780658663748,0.3465267686021777,0.13270757603976954,0.2342833903790313,0.1310946754873435,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,vanilla_scpa,,1,1000,42,7,19,19,0.38076648417362824,0.35855302248491105,0.13366142730814667,0.2342833903790313,0.14648309379459695,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,genept_scpa,,1,1000,42,7,19,19,0.3631817607721373,0.34378544265209454,0.131008963400809,0.2342833903790313,0.12889837039310603,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,vanilla_scpa,,1,1000,42,7,42,19,0.22944024145308578,0.20639524260692926,0.08887438449439704,0.2342833903790313,-0.004843148925945506,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,genept_scpa,,1,1000,42,7,42,19,0.23389872568149458,0.20639041387039098,0.09006194578832478,0.2342833903790313,-0.00038466469753670185,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,vanilla_scpa,,1,1000,42,7,19,19,0.38198638865605755,0.36211893369788106,0.13518263304476177,0.2342833903790313,0.14770299827702627,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,14,genept_scpa,,1,1000,42,7,19,19,0.35614984612691525,0.3351552361835422,0.1305694747725731,0.2342833903790313,0.12186645574788396,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,15,vanilla_scpa,,1,1000,42,7,19,19,0.3845417244397273,0.3604764965853304,0.1400484851211698,0.2342833903790313,0.150258334060696,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,15,genept_scpa,,1,1000,42,7,19,19,0.36267928371606817,0.34122336518953056,0.13040845121675915,0.2342833903790313,0.12839589333703688,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,15,vanilla_scpa,,1,1000,42,7,42,19,0.2326654669521999,0.20949837944395389,0.08915874049425894,0.2342833903790313,-0.001617923426831397,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,15,genept_scpa,,1,1000,42,7,42,19,0.23289658959182735,0.2075276585042461,0.08617830550794657,0.2342833903790313,-0.0013868007872039345,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,15,vanilla_scpa,,1,1000,42,7,19,19,0.3729827692197196,0.35635545275020575,0.12580734278420194,0.2342833903790313,0.13869937884068834,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,15,genept_scpa,,1,1000,42,7,19,19,0.3615504966276835,0.3456107881749191,0.1278992381468876,0.2342833903790313,0.12726710624865223,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,16,vanilla_scpa,,1,1000,42,7,19,19,0.37633346410381163,0.3598038624171028,0.12874771611566813,0.2342833903790313,0.14205007372478035,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,16,genept_scpa,,1,1000,42,7,19,19,0.3640050307590031,0.3377695612658018,0.1339535873790453,0.2342833903790313,0.1297216403799718,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,16,vanilla_scpa,,1,1000,42,7,42,19,0.23357511046531806,0.20934184996684999,0.08957173789331202,0.2342833903790313,-0.0007082799137132223,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,16,genept_scpa,,1,1000,42,7,42,19,0.23334568917991674,0.2084828966693955,0.08979442186635095,0.2342833903790313,-0.0009377011991145434,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,16,vanilla_scpa,,1,1000,42,7,19,19,0.37669889899321457,0.35796549218356966,0.13254998542672836,0.2342833903790313,0.14241550861418328,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,16,genept_scpa,,1,1000,42,7,19,19,0.364383138530305,0.35112583494936433,0.13052390954258544,0.2342833903790313,0.13009974815127373,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,17,vanilla_scpa,,1,1000,42,7,19,19,0.379515877050941,0.35990056776590906,0.13301525460806937,0.2342833903790313,0.1452324866719097,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,17,genept_scpa,,1,1000,42,7,19,19,0.3588355726013928,0.34019040873405043,0.13214971585693822,0.2342833903790313,0.12455218222236153,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,17,vanilla_scpa,,1,1000,42,7,42,19,0.23269115636904264,0.20989350752554492,0.08766670799646968,0.2342833903790313,-0.0015922340099886467,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,17,genept_scpa,,1,1000,42,7,42,19,0.22969906791311537,0.20812523611441636,0.08493364286161754,0.2342833903790313,-0.004584322465915919,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,17,vanilla_scpa,,1,1000,42,7,19,19,0.374920703029724,0.34893048128342247,0.13494973459454854,0.2342833903790313,0.14063731265069274,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,17,genept_scpa,,1,1000,42,7,19,19,0.36723898397356947,0.34620285185012223,0.13401935023342476,0.2342833903790313,0.13295559359453818,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,18,vanilla_scpa,,1,1000,42,7,19,19,0.3726773146731755,0.3545093203578549,0.1314285881048802,0.2342833903790313,0.1383939242941442,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,18,genept_scpa,,1,1000,42,7,19,19,0.3701221190852683,0.3480207338465515,0.13197061788515496,0.2342833903790313,0.13583872870623703,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,18,vanilla_scpa,,1,1000,42,7,42,19,0.23420425098243441,0.20871228595012153,0.08940361844412921,0.2342833903790313,-7.91393965968723e-05,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,18,genept_scpa,,1,1000,42,7,42,19,0.23233446619852663,0.20665392586222586,0.08719116440198746,0.2342833903790313,-0.0019489241805046575,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,18,vanilla_scpa,,1,1000,42,7,19,19,0.3762653860671354,0.36058503613060733,0.127452224128056,0.2342833903790313,0.1419819956881041,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,18,genept_scpa,,1,1000,42,7,19,19,0.372299291443973,0.3532201667852495,0.12847811956154073,0.2342833903790313,0.13801590106494172,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,19,vanilla_scpa,,1,1000,42,7,19,19,0.3779517195830758,0.3558459156020132,0.13425019060929347,0.2342833903790313,0.1436683292040445,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,19,genept_scpa,,1,1000,42,7,19,19,0.35848217069964755,0.3402191375875586,0.13125724339779904,0.2342833903790313,0.12419878032061626,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,19,vanilla_scpa,,1,1000,42,7,42,19,0.23871103038333893,0.21498665122614702,0.08803429179902907,0.2342833903790313,0.004427640004307648,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,19,genept_scpa,,1,1000,42,7,42,19,0.231192230628971,0.20600237959684964,0.08934725518057361,0.2342833903790313,-0.003091159750060274,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,19,vanilla_scpa,,1,1000,42,7,19,19,0.37516991796243915,0.3591092449739066,0.13050835650035814,0.2342833903790313,0.14088652758340786,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,19,genept_scpa,,1,1000,42,7,19,19,0.3623711470588353,0.3423931700826784,0.1310790024675906,0.2342833903790313,0.128087756679804,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,20,vanilla_scpa,,1,1000,42,7,19,19,0.3784878706554781,0.3516656980604511,0.1346171472984605,0.2342833903790313,0.14420448027644683,,,,,,
unit,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,20,genept_scpa,,1,1000,42,7,19,19,0.3663813628672733,0.34653361344537814,0.128046734116446,0.2342833903790313,0.132097972488242,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,20,vanilla_scpa,,1,1000,42,7,42,19,0.22969730990493564,0.20820269415581227,0.08642752698811787,0.2342833903790313,-0.004586080474095644,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,20,genept_scpa,,1,1000,42,7,42,19,0.23408247079068475,0.21067096418987175,0.08753711362800093,0.2342833903790313,-0.000200919588346532,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,20,vanilla_scpa,,1,1000,42,7,19,19,0.377406535950203,0.36083675894600264,0.13435416356750587,0.2342833903790313,0.14312314557117173,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,20,genept_scpa,,1,1000,42,7,19,19,0.3623344643496077,0.3439942981241079,0.13255039641368055,0.2342833903790313,0.1280510739705764,,,,,,
pathway_status,A_ELIGIBLE_POOL_MATCHED,FEASIBLE_9,NOT_ESTIMABLE,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,,,,,,18,3,1,1,,,,,,,,,,,"eligible pool size < truth_count, therefore eligible-pool null is not identifiable"
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,1,vanilla_scpa,,1,1000,18,3,18,1,0.28782175262101733,0.2366013071895425,0.15339496904898622,0.2889758861860938,-0.0011541335650764872,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,1,genept_scpa,,1,1000,18,3,18,1,0.28782175262101733,0.2366013071895425,0.15339496904898622,0.2889758861860938,-0.0011541335650764872,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,1,vanilla_scpa,,1,1000,18,3,18,1,0.28638054138127667,0.2333333333333333,0.1511306899492912,0.2889758861860938,-0.002595344804817157,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,1,genept_scpa,,1,1000,18,3,18,1,0.28638054138127667,0.2333333333333333,0.1511306899492912,0.2889758861860938,-0.002595344804817157,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,2,vanilla_scpa,,1,1000,18,3,18,1,0.2946448726926668,0.24484126984126986,0.15843087856704904,0.2889758861860938,0.005668986506572993,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,2,genept_scpa,,1,1000,18,3,18,1,0.2946448726926668,0.24484126984126986,0.15843087856704904,0.2889758861860938,0.005668986506572993,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,2,vanilla_scpa,,1,1000,18,3,18,1,0.2820710819681408,0.22939814814814813,0.1483660506088073,0.2889758861860938,-0.006904804217953031,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,2,genept_scpa,,1,1000,18,3,18,1,0.2820710819681408,0.22939814814814813,0.1483660506088073,0.2889758861860938,-0.006904804217953031,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,3,vanilla_scpa,,1,1000,18,3,18,1,0.280766264372882,0.2333333333333333,0.14398568394786274,0.2889758861860938,-0.008209621813211831,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,3,genept_scpa,,1,1000,18,3,18,1,0.280766264372882,0.2333333333333333,0.14398568394786274,0.2889758861860938,-0.008209621813211831,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,3,vanilla_scpa,,1,1000,18,3,18,1,0.2906492637808814,0.23888888888888885,0.150162319089345,0.2889758861860938,0.001673377594787584,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,3,genept_scpa,,1,1000,18,3,18,1,0.2906492637808814,0.23888888888888885,0.150162319089345,0.2889758861860938,0.001673377594787584,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,4,vanilla_scpa,,1,1000,18,3,18,1,0.287331685580215,0.2333333333333333,0.15026842188231404,0.2889758861860938,-0.0016442006058788317,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,4,genept_scpa,,1,1000,18,3,18,1,0.287331685580215,0.2333333333333333,0.15026842188231404,0.2889758861860938,-0.0016442006058788317,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,4,vanilla_scpa,,1,1000,18,3,18,1,0.291973496247761,0.23546589576001342,0.15785437501675428,0.2889758861860938,0.0029976100616671553,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,4,genept_scpa,,1,1000,18,3,18,1,0.291973496247761,0.23546589576001342,0.15785437501675428,0.2889758861860938,0.0029976100616671553,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,5,vanilla_scpa,,1,1000,18,3,18,1,0.28657609852021615,0.23540923945335712,0.1510750692259283,0.2889758861860938,-0.002399787665877673,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,5,genept_scpa,,1,1000,18,3,18,1,0.28657609852021615,0.23540923945335712,0.1510750692259283,0.2889758861860938,-0.002399787665877673,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,5,vanilla_scpa,,1,1000,18,3,18,1,0.2962930962283904,0.24027777777777778,0.1576533547193804,0.2889758861860938,0.007317210042296574,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,5,genept_scpa,,1,1000,18,3,18,1,0.2962930962283904,0.24027777777777778,0.1576533547193804,0.2889758861860938,0.007317210042296574,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,6,vanilla_scpa,,1,1000,18,3,18,1,0.2899580143984556,0.2338217338217338,0.15657301209696495,0.2889758861860938,0.0009821282123617658,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,6,genept_scpa,,1,1000,18,3,18,1,0.2899580143984556,0.2338217338217338,0.15657301209696495,0.2889758861860938,0.0009821282123617658,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,6,vanilla_scpa,,1,1000,18,3,18,1,0.2880042575071987,0.23838383838383836,0.15159306189466587,0.2889758861860938,-0.000971628678895109,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,6,genept_scpa,,1,1000,18,3,18,1,0.2880042575071987,0.23838383838383836,0.15159306189466587,0.2889758861860938,-0.000971628678895109,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,7,vanilla_scpa,,1,1000,18,3,18,1,0.2913478166169342,0.24074074074074073,0.15138355520761243,0.2889758861860938,0.0023719304308403855,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,7,genept_scpa,,1,1000,18,3,18,1,0.2913478166169342,0.24074074074074073,0.15138355520761243,0.2889758861860938,0.0023719304308403855,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,7,vanilla_scpa,,1,1000,18,3,18,1,0.29117548214312916,0.24027777777777778,0.15493087402105848,0.2889758861860938,0.0021995959570353385,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,7,genept_scpa,,1,1000,18,3,18,1,0.29117548214312916,0.24027777777777778,0.15493087402105848,0.2889758861860938,0.0021995959570353385,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,8,vanilla_scpa,,1,1000,18,3,18,1,0.28505941324470735,0.2333333333333333,0.14954685383835065,0.2889758861860938,-0.003916472941386473,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,8,genept_scpa,,1,1000,18,3,18,1,0.28505941324470735,0.2333333333333333,0.14954685383835065,0.2889758861860938,-0.003916472941386473,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,8,vanilla_scpa,,1,1000,18,3,18,1,0.29380589802354506,0.24800084175084175,0.15313776107384472,0.2889758861860938,0.004830011837451242,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,8,genept_scpa,,1,1000,18,3,18,1,0.29380589802354506,0.24800084175084175,0.15313776107384472,0.2889758861860938,0.004830011837451242,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,9,vanilla_scpa,,1,1000,18,3,18,1,0.2899790645628881,0.2380952380952381,0.15538532891042237,0.2889758861860938,0.001003178376794256,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,9,genept_scpa,,1,1000,18,3,18,1,0.2899790645628881,0.2380952380952381,0.15538532891042237,0.2889758861860938,0.001003178376794256,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,9,vanilla_scpa,,1,1000,18,3,18,1,0.28825163333398635,0.2333333333333333,0.15530892213822925,0.2889758861860938,-0.0007242528521074765,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,9,genept_scpa,,1,1000,18,3,18,1,0.28825163333398635,0.2333333333333333,0.15530892213822925,0.2889758861860938,-0.0007242528521074765,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,10,vanilla_scpa,,1,1000,18,3,18,1,0.28431727300477305,0.23823953823953825,0.1504636628630891,0.2889758861860938,-0.00465861318132077,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,10,genept_scpa,,1,1000,18,3,18,1,0.28431727300477305,0.23823953823953825,0.1504636628630891,0.2889758861860938,-0.00465861318132077,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,10,vanilla_scpa,,1,1000,18,3,18,1,0.2909516915002209,0.24074074074074073,0.15062489173932175,0.2889758861860938,0.001975805314127055,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,10,genept_scpa,,1,1000,18,3,18,1,0.2909516915002209,0.24074074074074073,0.15062489173932175,0.2889758861860938,0.001975805314127055,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,11,vanilla_scpa,,1,1000,18,3,18,1,0.28852256632256634,0.23546589576001342,0.15079401148469523,0.2889758861860938,-0.00045331986352747933,,,,,,
unit,B_PATHWAY_WIDE_UNIFORM,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,11,genept_scpa,,1,1000,18,3,18,1,0.28852256632256634,0.23546589576001342,0.15079401148469523,0.2889758861860938,-0.00045331986352747933,,,,,,
unit,C_PHASE7_FALLBACK_MATCHED,ALL_11,ESTIMATED,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,11,vanilla_scpa,,1,1000,18,3,18,1,0.2911299723152664,0.24099025974025973,0.1480345135414709,0.2889758861860938,0.002154086129172561,,,,,,
